# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '20' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-24-20.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '23' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '12' '-var' 'm' '10000.0' '-var' 'thetaD' '1.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "243933049"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,95075,320,919,0,3544,5,137,0,256,680,318,155,8,81,9428,9393
2.,92854,511,921,4,5403,37,270,0,492,201,498,244,30,34,18334,18317
3.,91644,588,972,11,6249,92,435,9,670,109,452,213,45,28,26740,26725
4.,90841,698,1057,34,6640,144,568,18,825,65,314,88,56,23,34447,34432
5.,90041,825,1210,53,6975,162,682,52,980,46,209,47,51,17,41719,41706
6.,89070,1035,1343,91,7438,141,803,79,1090,38,198,38,41,20,48410,48393
7.,88530,1145,1523,145,7422,154,955,126,1210,37,122,24,24,13,54802,54785
8.,87977,1303,1685,215,7348,178,1112,182,1293,46,102,23,26,15,60749,60728
9.,87833,1551,1909,328,6740,172,1223,244,1357,33,109,24,25,12,66255,66237
10.,87781,1782,2142,463,5983,167,1385,297,1433,36,100,28,27,17,71515,71479
11.,87810,1990,2384,593,5048,183,1597,395,1477,34,82,21,25,10,76402,76299
12.,87253,2232,2718,806,4616,197,1705,473,1495,26,70,26,31,10,80948,80085
13.,85872,2510,3061,1023,4857,257,1848,572,1543,33,82,27,25,7,85268,82731
14.,84537,2794,3435,1270,4989,226,2067,682,1569,32,83,22,23,5,89569,84777
15.,82837,3035,3801,1547,5351,286,2313,830,1593,37,81,22,20,8,93465,86407
16.,81099,3310,4268,1889,5630,309,2491,1004,1643,37,79,31,26,10,97136,87894
