# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '19' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-88-19.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '87' '-var' 'INIT_I' '10.0' '-var' 'k_result' '12' '-var' 'm' '10000.0' '-var' 'thetaD' '1.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "491202973"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99613,3,10,0,374,0,0,0,249,22,3,0,0,232,10005,925
2.,99266,6,10,0,718,0,0,0,477,6,4,1,0,149,19948,3462
3.,99009,6,13,0,971,0,1,0,667,10,6,2,0,137,29664,6861
4.,98758,10,17,0,1214,0,1,0,853,5,9,5,0,160,38820,10850
5.,98459,11,20,0,1507,0,3,0,978,7,11,7,0,145,47898,15236
6.,98353,10,22,3,1608,0,4,0,1081,5,11,10,0,123,56707,19636
7.,98252,11,25,4,1701,0,7,0,1192,6,15,8,1,115,65143,23955
8.,97998,17,27,5,1944,1,5,3,1297,8,15,9,3,95,73578,28295
9.,98004,27,32,7,1919,2,6,3,1402,6,21,15,2,123,81460,32164
10.,97774,28,32,11,2140,0,11,4,1482,4,21,20,3,86,89093,36022
11.,97868,36,32,13,2031,0,14,6,1522,5,27,21,3,126,96417,39349
12.,97717,32,37,13,2174,0,19,8,1566,7,21,18,7,107,103445,42472
13.,97701,35,39,13,2177,1,20,14,1579,9,24,15,8,105,110248,45126
14.,97676,40,52,14,2181,0,19,18,1602,7,32,20,6,97,117164,47585
15.,97561,52,55,19,2270,0,26,17,1673,7,42,23,7,100,123722,49790
16.,97501,57,66,20,2298,5,34,19,1651,6,52,28,10,86,130181,51796
17.,97478,72,85,25,2286,2,33,19,1673,10,56,41,9,79,136440,53471
18.,97368,79,100,29,2359,3,41,21,1722,7,58,55,13,101,142480,55119
19.,97237,104,97,39,2443,3,48,29,1760,5,68,53,16,84,148581,56776
20.,97122,122,103,45,2506,3,70,29,1781,12,76,55,18,81,154599,58379
21.,97055,129,117,57,2527,3,77,35,1809,6,80,56,18,97,160224,59527
22.,97007,136,138,72,2515,0,95,37,1812,14,82,55,19,86,165835,60554
23.,96926,143,165,86,2536,1,102,41,1846,7,86,52,19,63,171523,61604
24.,96806,157,179,103,2584,2,121,48,1859,10,96,45,26,65,177049,62625
25.,96765,190,188,115,2537,4,147,54,1842,8,99,53,24,69,182734,63422
26.,96677,225,215,138,2526,5,149,65,1828,10,107,63,17,70,188087,63957
27.,96469,247,242,155,2629,12,165,81,1855,14,100,48,19,57,193571,64796
28.,96310,242,269,195,2700,13,183,88,1878,11,87,32,17,50,198720,65565
29.,96096,268,312,227,2785,17,195,100,1879,15,122,39,18,54,203911,66216
30.,96039,317,336,264,2708,13,220,103,1873,18,137,40,13,58,209004,66926
31.,95769,368,363,304,2807,17,247,125,1899,17,121,40,20,41,214112,67535
32.,95492,382,444,344,2927,11,265,135,1904,23,132,32,14,51,219099,68314
33.,95236,426,478,406,2994,22,275,163,1907,16,137,32,19,40,224185,69246
34.,95011,466,544,455,3000,37,291,196,1911,22,151,28,20,37,229095,70054
35.,94736,542,607,516,3029,28,325,217,1918,21,146,24,17,30,234189,70901
36.,94374,615,694,583,3099,36,358,241,1900,17,135,26,17,32,238962,71748
37.,93966,692,763,656,3214,34,416,259,1901,33,137,30,24,26,243759,72667
38.,93649,753,832,766,3180,53,487,280,1865,23,130,29,18,33,248539,73551
39.,93234,856,914,875,3223,37,560,301,1840,23,113,21,20,28,253038,74175
40.,92687,936,1037,991,3352,61,617,319,1849,23,102,26,20,23,257733,75144
41.,92128,1088,1158,1103,3427,58,685,353,1857,22,119,24,21,22,262390,76221
42.,91637,1139,1239,1261,3497,69,769,389,1836,28,85,23,25,26,266773,77152
43.,90984,1211,1403,1424,3640,83,816,439,1806,23,92,17,28,15,271270,78078
44.,90301,1321,1557,1604,3742,100,887,488,1814,26,107,21,30,24,275548,79067
45.,89499,1514,1690,1778,3861,110,992,556,1810,44,103,23,22,16,279842,80172
46.,88606,1649,1873,1989,4050,117,1084,632,1845,37,72,27,23,15,284157,81211
47.,87684,1831,2080,2214,4169,125,1209,688,1845,34,83,23,23,15,288224,82258
48.,86875,1988,2250,2477,4134,154,1347,775,1842,34,78,30,30,12,292246,83088
49.,85601,2190,2506,2781,4445,149,1461,867,1857,40,77,20,31,8,296111,84162
50.,84526,2347,2805,3060,4520,186,1595,961,1855,40,89,20,15,10,300059,85257
