# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '2' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-68-2.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '67' '-var' 'INIT_I' '10.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "825290364"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99767,6,10,0,216,0,1,0,242,124,6,1,0,323,10020,258
2.,99567,8,8,0,413,0,4,0,465,198,4,6,0,1107,20043,547
3.,99409,7,10,0,570,0,4,0,649,264,2,5,3,2369,29933,816
4.,99302,5,16,0,676,0,1,0,822,375,2,3,4,4234,39973,1080
5.,97564,11,13,2,2406,0,4,0,990,319,9,3,3,4856,49844,3360
6.,95606,12,18,2,4357,0,5,0,1096,251,14,4,3,5126,59434,6613
7.,92555,16,17,2,7400,3,7,0,1198,139,16,4,4,3170,68845,12248
8.,91341,20,19,3,8605,4,7,1,1268,86,18,9,4,2071,77772,17016
9.,91033,23,21,3,8906,3,9,2,1321,55,16,10,6,1706,86417,20920
10.,90928,29,24,5,9000,2,9,3,1355,69,17,16,6,1458,94566,24435
11.,90907,30,27,6,9012,1,14,3,1407,66,19,18,8,1664,102895,27575
12.,90678,35,29,8,9228,3,15,4,1474,83,21,21,11,1491,110721,30916
13.,90451,35,41,8,9443,2,14,6,1526,118,20,24,12,1475,118349,34117
14.,90168,40,47,12,9707,1,16,9,1584,105,29,24,15,1413,125778,37114
15.,89864,50,51,15,9987,1,23,9,1603,84,42,24,19,956,133175,40122
16.,89936,53,55,18,9895,1,32,10,1601,50,46,29,21,688,140174,42745
17.,89958,53,54,24,9851,1,43,16,1667,43,40,46,21,555,146790,44983
18.,89948,63,52,30,9838,2,50,17,1701,39,51,44,23,554,153561,46993
19.,90021,62,56,38,9747,3,53,20,1715,41,49,50,25,427,160182,48890
20.,90076,64,79,43,9662,3,49,24,1729,54,50,50,25,419,166413,50451
21.,90043,71,78,54,9666,5,62,21,1755,59,52,62,26,384,172494,51975
22.,90133,80,94,60,9543,5,60,25,1770,48,61,53,30,316,178633,53348
23.,90201,87,101,73,9433,9,65,31,1809,41,72,55,27,328,184785,54651
24.,90070,99,106,81,9523,7,81,33,1855,44,79,52,36,310,190843,55934
25.,90013,101,121,92,9540,8,89,36,1869,49,89,54,39,273,196626,57040
26.,89799,127,128,113,9686,9,101,37,1858,36,105,63,41,234,202522,58132
27.,89851,133,143,121,9579,16,114,43,1826,50,108,67,48,198,208417,59072
28.,89837,151,143,140,9537,12,126,54,1829,30,87,89,51,197,214194,59843
29.,89865,162,162,162,9440,14,132,63,1810,34,105,90,60,184,219991,60678
30.,89702,167,169,182,9537,18,147,78,1812,39,122,98,55,159,225555,61394
31.,89731,181,197,207,9429,16,152,87,1829,33,131,102,58,134,230968,61898
32.,89672,187,208,230,9412,23,159,109,1831,33,129,109,58,122,236496,62413
33.,89617,203,220,267,9390,25,168,110,1830,35,126,108,61,126,242089,63040
34.,89576,214,242,282,9344,26,187,129,1854,39,122,114,50,133,247652,63526
35.,89123,221,260,313,9698,29,212,144,1872,26,148,96,46,98,252853,64160
36.,88942,239,275,355,9784,26,228,151,1858,26,154,92,38,95,258220,64785
37.,88866,257,293,394,9745,32,257,156,1828,29,162,88,41,78,263688,65495
38.,88787,285,332,423,9690,29,275,179,1825,29,185,80,34,78,268950,65902
39.,88648,275,350,469,9713,36,311,198,1808,34,161,69,28,68,274154,66490
40.,88626,309,368,513,9609,38,317,220,1803,26,168,62,36,59,279416,66851
41.,88226,324,424,554,9848,44,341,239,1805,33,152,59,34,57,284498,67485
42.,88165,322,435,611,9766,59,385,257,1847,34,151,55,23,47,289724,67943
43.,87804,361,449,668,9942,75,415,286,1841,19,164,56,20,49,294810,68384
44.,87561,410,492,742,9990,66,429,310,1854,25,143,61,24,50,300099,68910
45.,87148,430,516,804,10220,71,475,336,1860,28,147,30,18,45,305079,69502
46.,86977,456,558,876,10170,94,513,356,1826,33,140,28,19,31,310059,69924
47.,86728,493,592,984,10212,77,549,365,1824,27,154,29,31,39,315245,70310
48.,86508,525,615,1051,10201,97,590,413,1837,19,131,24,11,34,320284,70955
49.,86182,571,669,1146,10282,81,631,438,1841,23,129,24,24,29,325015,71330
50.,85907,591,736,1241,10311,98,631,485,1827,24,134,22,28,33,330110,71809
51.,85479,595,802,1343,10456,113,682,530,1837,29,114,26,25,24,335012,72495
52.,84865,638,866,1455,10760,115,734,567,1850,22,133,20,14,29,339729,73286
53.,84450,700,900,1585,10860,108,777,620,1853,27,108,16,27,25,344310,73970
54.,84062,775,956,1684,10898,111,839,675,1837,21,111,25,22,21,348802,74496
55.,83440,832,1053,1840,11136,126,864,709,1843,30,104,20,17,22,353401,75191
56.,82929,899,1157,1956,11225,131,905,798,1848,27,131,21,22,13,357907,75864
57.,82389,964,1252,2106,11327,153,952,857,1836,36,116,13,16,22,362643,76675
58.,81805,1005,1308,2282,11488,160,1039,913,1864,38,93,29,22,15,367192,77469
59.,81262,1082,1390,2479,11538,180,1093,976,1866,27,97,18,23,11,371616,78311
60.,80411,1150,1481,2665,11899,179,1172,1043,1872,28,88,31,28,21,376042,79142
61.,79830,1235,1608,2825,11893,215,1248,1146,1912,35,103,14,25,12,380393,79986
62.,79044,1286,1693,3081,12106,223,1346,1221,1902,31,94,18,29,15,384572,80829
63.,78365,1356,1780,3287,12181,252,1468,1311,1903,20,79,14,28,13,388753,81428
64.,77737,1418,1897,3500,12182,274,1560,1432,1908,27,84,18,20,24,392893,82205
65.,76977,1507,2027,3791,12248,284,1652,1514,1917,34,80,16,20,10,397189,83085
66.,76234,1662,2152,4101,12239,282,1736,1594,1917,23,78,22,27,5,401262,83744
67.,75323,1741,2305,4391,12375,287,1874,1704,1885,35,70,22,23,6,405317,84450
68.,74625,1815,2454,4681,12325,288,1961,1851,1842,41,52,25,24,7,409092,84806
69.,73830,1954,2648,4975,12254,302,2040,1997,1825,26,93,26,21,3,412832,85468
70.,72817,1971,2849,5280,12384,324,2173,2202,1865,38,65,20,27,8,416773,86101
71.,72061,2096,2861,5731,12235,370,2369,2277,1882,26,64,14,28,4,420630,86608
72.,71314,2122,3051,6081,12111,387,2479,2455,1850,32,59,20,30,7,424514,87084
73.,70432,2148,3216,6557,12023,401,2636,2587,1888,26,66,20,36,8,428286,87524
74.,69133,2335,3339,6981,12279,404,2736,2793,1880,25,53,19,28,4,431781,88035
75.,68221,2425,3578,7488,12132,413,2823,2920,1878,33,65,22,25,6,435546,88515
76.,67219,2520,3652,7915,12079,411,3029,3175,1860,17,52,25,23,3,439156,88807
77.,66114,2564,3793,8482,12089,420,3193,3345,1835,28,44,18,28,3,442835,89214
78.,65227,2652,3955,9016,11810,453,3357,3530,1816,29,41,14,30,12,446633,89609
79.,64018,2706,4103,9556,11849,481,3557,3730,1834,18,50,22,16,5,450071,89871
80.,62916,2804,4266,10067,11747,496,3719,3985,1851,19,47,19,16,2,453706,90152
81.,61946,2828,4411,10604,11569,481,3857,4304,1858,29,39,18,19,5,457306,90476
82.,60904,2835,4394,11288,11475,543,4058,4503,1834,11,47,17,20,7,460700,90711
83.,59710,2909,4540,11945,11460,548,4154,4734,1871,24,46,22,27,4,464370,91042
84.,58736,2908,4688,12702,11254,534,4262,4916,1931,17,32,15,15,2,467847,91232
85.,57663,3019,4751,13244,11105,544,4384,5290,1937,25,46,13,16,3,471278,91331
86.,56634,3024,4848,14018,10979,563,4478,5456,1934,20,44,12,10,4,474604,91405
87.,55685,2980,4941,14679,10748,545,4669,5753,1913,22,31,14,24,6,478221,91684
88.,54676,2988,4999,15547,10600,548,4713,5929,1919,18,37,13,19,2,481706,91748
89.,53592,3027,5023,16199,10477,534,4806,6342,1931,18,46,9,19,2,485130,91912
90.,52794,2995,5114,17022,10114,531,4873,6557,1889,18,36,13,18,3,488666,91911
91.,51788,2978,5119,17785,9966,502,5048,6814,1886,14,26,12,24,4,492064,91911
92.,50722,2972,5150,18634,9851,507,5059,7105,1927,17,36,14,16,0,495663,92095
93.,49744,2936,5166,19425,9649,523,5122,7435,1941,22,25,11,18,4,499007,92042
94.,48644,2911,5219,20352,9589,538,5129,7618,1913,22,28,16,15,2,502333,92030
95.,47821,2893,5125,21124,9276,542,5229,7990,1887,19,35,13,12,3,505873,92198
96.,46970,2894,5158,22046,9051,510,5099,8272,1929,19,34,6,18,5,509287,92193
97.,46076,2833,5111,22878,8937,452,5156,8557,1923,24,30,8,15,6,512727,92193
98.,45236,2784,5097,23779,8681,485,5168,8770,1965,12,29,8,8,2,515994,92105
99.,44353,2755,5049,24759,8552,461,5140,8931,1932,17,18,11,11,3,519262,92058
100.,43550,2685,4978,25543,8409,477,5133,9225,1946,21,24,11,25,3,522657,92118
101.,42930,2604,4848,26360,8132,453,5188,9485,1937,17,25,10,18,3,526213,91971
102.,42086,2525,4812,27177,7998,474,5152,9776,1928,20,27,11,20,2,529734,92078
103.,41445,2500,4750,28208,7762,419,5039,9877,1957,18,19,10,17,3,533328,91913
104.,40792,2399,4662,29105,7583,422,4970,10067,1924,20,19,4,18,5,536751,91659
105.,39990,2367,4583,30014,7530,397,4928,10191,1924,11,24,6,13,2,540128,91495
106.,39492,2205,4463,30786,7286,376,4876,10516,1947,10,18,11,22,1,543390,91481
107.,38810,2175,4352,31665,7180,364,4848,10606,1923,15,28,9,9,2,546874,91291
108.,38274,2067,4360,32530,6975,371,4676,10747,1959,12,30,9,6,4,550336,91176
109.,37655,2059,4164,33423,6831,352,4715,10801,1938,14,19,6,9,5,554113,90981
110.,37114,1987,4132,34354,6675,303,4540,10895,1897,10,20,6,15,2,557732,90856
111.,36641,1877,3939,35103,6491,336,4490,11123,1899,17,23,5,12,0,561396,90748
112.,36034,1851,3790,36000,6461,295,4379,11190,1899,11,21,8,11,5,564691,90490
113.,35653,1732,3700,36922,6223,307,4308,11155,1916,9,26,6,11,3,568092,90235
114.,35251,1674,3564,37645,6065,265,4181,11355,1921,9,22,6,9,0,571824,90107
115.,34811,1601,3497,38445,5933,251,4024,11438,1946,10,19,6,12,4,575553,89914
116.,34453,1601,3324,39412,5743,244,3916,11307,1986,7,20,2,9,7,579314,89702
117.,34206,1544,3170,40107,5487,223,3816,11447,1990,16,23,5,8,0,582895,89456
118.,33794,1469,3043,40997,5397,235,3701,11364,1989,15,26,1,20,4,586532,89168
119.,33523,1357,2951,41763,5251,208,3548,11399,1976,8,11,9,6,2,590240,88833
120.,33016,1299,2905,42322,5303,195,3413,11547,2029,7,19,4,9,3,593933,88684
121.,32727,1249,2728,43120,5183,184,3354,11455,2034,14,18,4,9,5,597586,88410
122.,32522,1190,2590,43786,5027,180,3237,11468,2050,10,15,2,12,5,601342,88081
123.,32338,1192,2521,44540,4824,141,3069,11375,2035,8,21,6,7,3,604876,87602
124.,31967,1075,2448,45085,4861,154,2981,11429,2030,8,15,6,10,4,608914,87373
125.,31777,1023,2283,45753,4746,145,2876,11397,2020,9,16,4,12,4,612792,87013
126.,31481,956,2224,46470,4713,155,2696,11305,2038,10,18,2,10,2,616551,86649
