# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '23' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-24-23.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '23' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '12' '-var' 'm' '10000.0' '-var' 'thetaD' '1.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "657491366"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,95126,312,961,0,3489,5,107,0,269,627,308,157,3,76,9766,9714
2.,93155,492,952,6,5102,39,250,4,480,221,459,258,20,32,18894,18877
3.,91672,629,962,13,6185,100,426,13,656,95,453,214,51,24,27274,27260
4.,90953,750,1038,19,6465,157,590,28,790,68,289,94,59,17,35045,35031
5.,90139,938,1210,47,6813,138,664,51,966,46,222,38,51,18,42389,42368
6.,89085,1041,1399,77,7351,152,815,80,1108,40,151,42,48,11,49267,49256
7.,87964,1162,1631,145,7865,175,931,127,1236,35,139,33,34,9,55484,55468
8.,87279,1344,1781,218,7888,192,1120,178,1300,37,121,28,21,10,61287,61269
9.,87154,1523,1990,321,7318,210,1244,240,1373,40,90,23,20,8,66609,66590
10.,87033,1758,2184,442,6664,192,1399,328,1475,33,104,31,23,10,71505,71477
11.,87159,1912,2459,619,5673,208,1560,410,1540,33,86,26,20,12,76254,76197
12.,86931,2197,2773,804,4929,164,1693,509,1553,23,75,23,26,6,80661,80331
13.,85847,2488,3036,1005,4900,213,1881,630,1586,47,70,30,29,10,84879,82889
14.,84393,2777,3420,1278,5153,202,2036,741,1643,52,78,31,21,7,89081,84873
15.,82890,2962,3783,1598,5337,259,2283,888,1681,34,64,34,22,6,92649,86407
16.,81279,3247,4184,1974,5549,284,2470,1013,1704,31,67,26,26,11,96451,87821
