# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '7' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-89-7.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '88' '-var' 'INIT_I' '10.0' '-var' 'k_result' '12' '-var' 'm' '500.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '0.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "811307738"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99748,2,11,0,239,0,0,0,250,108,2,1,0,275,521,0
2.,99469,6,9,0,514,0,2,0,485,214,5,2,0,549,1030,0
3.,99167,12,11,0,807,0,3,0,692,314,11,2,1,779,1539,0
4.,98934,10,10,0,1039,0,7,0,834,376,5,8,1,964,2088,0
5.,98684,14,11,0,1284,0,7,0,984,443,8,8,1,1204,2577,0
6.,98451,18,11,1,1511,0,7,1,1101,491,13,7,2,1424,3063,0
7.,98196,18,17,1,1758,0,9,1,1237,603,16,11,2,1656,3541,0
8.,97948,22,19,1,1997,0,12,1,1331,722,18,14,4,1839,4082,0
9.,97757,23,25,1,2178,0,15,1,1391,866,20,16,4,1948,4584,0
10.,97547,22,29,2,2381,0,16,3,1442,1023,22,13,6,2029,5104,0
11.,97338,26,34,2,2575,0,19,6,1521,1248,28,13,9,2135,5592,0
12.,97156,33,39,3,2739,0,24,6,1561,1498,32,17,8,2197,6067,0
13.,96988,38,45,5,2892,0,24,8,1622,1744,36,19,10,2256,6552,0
14.,96806,44,51,7,3052,0,31,9,1649,2087,44,20,13,2364,7082,0
15.,96630,43,60,15,3207,0,35,10,1694,2459,49,34,12,2451,7617,0
16.,96459,62,56,20,3346,0,43,14,1705,2729,58,41,15,2479,8153,0
17.,96299,63,63,29,3484,0,44,18,1745,3047,59,44,20,2546,8683,0
18.,96137,62,75,33,3623,0,47,23,1740,3411,48,61,29,2606,9145,0
19.,95974,74,76,39,3757,0,51,29,1804,3875,49,65,28,2670,9684,0
20.,95765,88,91,46,3921,0,56,33,1840,4318,65,68,31,2776,10192,0
21.,95619,101,88,52,4031,0,70,39,1856,4772,75,74,35,2679,10694,0
22.,95504,118,106,64,4098,0,70,40,1841,5216,85,83,42,2710,11218,0
23.,95354,121,131,72,4203,0,73,46,1861,5782,100,86,41,2713,11730,0
24.,95195,119,140,88,4320,2,84,52,1886,6564,105,99,50,2768,12225,0
25.,95073,139,149,100,4382,2,94,61,1889,7346,117,114,48,2797,12722,0
26.,94943,153,176,115,4443,2,99,69,1862,8243,119,133,62,2804,13256,0
27.,94779,168,188,134,4540,2,104,85,1890,9094,140,136,65,2765,13739,0
28.,94603,202,211,151,4613,2,118,100,1894,10132,173,153,77,2766,14228,0
29.,94413,205,249,177,4712,1,134,109,1920,11270,186,183,95,2766,14715,0
30.,94281,243,275,198,4731,2,153,117,1875,12727,207,223,106,2818,15236,0
31.,94114,296,296,227,4764,1,171,131,1869,14106,263,240,120,2814,15738,0
32.,93949,333,322,265,4799,1,187,144,1837,15692,268,304,137,2834,16252,0
33.,93758,383,365,291,4842,1,193,167,1815,17418,297,326,166,2802,16782,0
34.,93549,416,410,335,4886,1,224,179,1819,19338,336,351,215,2772,17277,0
35.,93383,445,466,388,4881,1,246,190,1818,21414,357,393,227,2717,17780,0
36.,93142,491,516,435,4911,1,287,217,1825,23958,418,436,274,2746,18255,0
37.,92907,554,578,492,4917,1,325,226,1794,26941,478,512,341,2689,18769,0
38.,92638,615,656,555,4927,0,354,255,1789,29997,528,607,374,2694,19264,0
39.,92311,700,746,625,4948,0,374,296,1769,33544,614,687,443,2722,19749,0
40.,92011,749,819,705,4956,1,431,328,1778,37604,695,763,538,2712,20265,0
41.,91663,856,883,780,4946,0,502,370,1769,41609,802,880,625,2715,20762,0
42.,91264,911,999,888,4974,0,543,421,1777,46270,916,1010,749,2766,21253,0
43.,90835,1029,1097,996,4974,2,595,472,1824,51003,1015,1200,896,2792,21752,0
44.,90358,1147,1194,1111,5000,2,674,514,1822,56292,1132,1371,1053,2790,22233,0
45.,89869,1229,1334,1236,5001,3,729,599,1855,62137,1221,1623,1254,2780,22758,0
46.,89267,1405,1460,1365,5002,4,833,664,1875,68915,1472,1860,1467,2825,23257,0
47.,88659,1480,1683,1517,5009,5,917,730,1896,76140,1653,2129,1755,2759,23762,0
48.,87931,1649,1855,1691,5031,9,1004,830,1900,84702,1910,2515,2141,2750,24247,0
49.,87194,1834,2055,1874,5008,7,1091,937,1830,93668,2071,3012,2542,2742,24738,0
50.,86341,2010,2283,2112,5028,11,1189,1026,1860,103614,2351,3538,3069,2713,25239,0
51.,85464,2187,2505,2331,5026,14,1320,1153,1855,113905,2733,4102,3732,2752,25728,0
52.,84385,2518,2746,2582,5031,14,1451,1273,1857,125074,3212,4859,4481,2703,26222,0
53.,83312,2750,3079,2867,4978,18,1579,1417,1810,137030,3679,5772,5383,2727,26718,0
54.,82082,2988,3415,3207,4995,19,1702,1592,1807,150536,4198,6781,6408,2685,27201,0
