# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '17' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-39-17.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '38' '-var' 'INIT_I' '100.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '1.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '0.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "663544564"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,98371,44,86,0,1476,0,23,0,254,29,38,8,1,19,9964,1725
2.,97184,62,100,1,2624,0,28,1,486,7,62,13,3,10,20028,3724
3.,96179,79,94,3,3583,6,54,2,669,5,76,26,4,4,29645,5979
4.,95258,88,107,7,4455,14,68,3,846,7,77,38,7,7,39323,8404
5.,94367,96,107,10,5302,17,92,9,1001,1,71,33,9,3,48507,11081
6.,93498,101,123,13,6128,15,114,8,1133,2,72,20,8,3,57568,13978
7.,92855,107,128,17,6716,26,137,14,1218,2,58,23,7,1,66502,16719
8.,92111,110,146,24,7405,28,151,25,1283,2,51,12,8,2,75188,19573
9.,91652,128,166,24,7793,33,164,40,1372,3,54,11,7,4,83694,22331
10.,91099,137,181,38,8282,37,178,48,1447,5,38,10,5,4,92078,25296
11.,90432,153,200,52,8874,38,192,59,1521,5,48,8,5,3,100282,28147
12.,89908,177,222,66,9306,43,207,71,1564,3,45,7,4,4,108066,31018
13.,89592,186,243,83,9529,47,230,90,1625,3,40,4,4,2,115708,33590
14.,89223,195,257,111,9810,48,255,101,1630,2,44,4,2,2,123241,36130
15.,88998,193,269,126,9955,50,287,122,1645,2,29,2,2,4,130703,38582
16.,88586,228,284,156,10263,47,297,139,1680,1,36,4,3,6,138038,40922
17.,88226,239,318,180,10503,63,308,163,1708,3,36,3,0,4,145085,43136
18.,87667,244,372,209,10931,67,325,185,1775,5,40,5,1,3,151924,45346
19.,87311,290,384,257,11130,73,354,201,1797,1,42,4,3,4,158654,47628
20.,87010,303,402,300,11289,82,399,215,1795,4,29,5,2,6,165198,49790
21.,86740,334,458,339,11372,85,441,231,1808,8,31,3,2,3,171296,51715
22.,86399,362,516,369,11531,90,444,289,1792,6,42,3,3,0,177648,53710
23.,86028,384,545,420,11725,87,484,327,1788,3,30,4,6,3,183563,55421
24.,85706,424,576,479,11827,92,532,364,1777,7,27,1,5,1,189526,57118
25.,85238,442,643,557,12059,112,560,389,1788,2,30,3,5,1,195350,58882
26.,84937,504,690,636,12131,101,569,432,1746,5,36,6,4,3,201071,60331
27.,84558,565,751,705,12232,103,617,469,1763,4,32,3,1,2,206767,61981
28.,83977,561,815,800,12532,135,681,499,1773,6,22,6,3,3,212403,63608
29.,83510,657,898,902,12658,138,709,528,1812,8,40,5,0,2,218047,65277
30.,82846,715,952,1006,12981,138,773,589,1838,5,28,6,6,6,223304,67037
31.,82489,754,1041,1134,12987,146,817,632,1833,8,35,4,10,4,228479,68496
32.,81827,815,1108,1227,13243,184,896,700,1844,8,28,4,4,1,233430,69880
33.,81124,898,1199,1382,13495,184,959,759,1876,4,34,4,10,2,238447,71344
34.,80763,950,1273,1504,13406,197,1041,866,1888,6,32,3,2,12,243101,72524
35.,80231,1037,1334,1693,13434,229,1127,915,1874,7,30,7,5,4,248147,73755
36.,79606,1126,1458,1849,13567,198,1202,994,1859,7,30,8,6,2,252903,74816
37.,79073,1222,1528,2029,13588,223,1266,1071,1855,6,29,9,7,4,257603,75944
38.,78240,1269,1698,2215,13845,231,1336,1166,1902,6,31,7,7,1,261946,76996
39.,77550,1312,1809,2417,13919,253,1485,1255,1898,8,23,8,7,4,266421,78168
40.,76844,1449,1889,2649,13942,282,1581,1364,1870,15,27,5,4,3,270839,79166
41.,76157,1536,1999,2892,13972,279,1696,1469,1890,17,30,3,4,2,275238,80173
42.,75478,1582,2119,3143,13999,275,1787,1617,1888,9,36,7,15,5,279561,81085
43.,74878,1612,2240,3446,13871,320,1904,1729,1883,15,27,9,12,2,283635,81880
44.,73965,1752,2364,3705,13998,310,2006,1900,1887,12,21,10,7,3,287637,82586
45.,73188,1829,2526,4045,13992,319,2093,2008,1900,13,29,9,10,2,291798,83295
46.,72586,1899,2653,4396,13786,337,2235,2108,1871,13,31,9,11,1,295666,83781
47.,71616,1993,2791,4744,13897,353,2319,2287,1868,10,33,8,7,1,299821,84542
48.,70814,2061,2951,5124,13775,372,2477,2426,1866,15,24,8,13,2,303737,85075
49.,69910,2137,3147,5495,13716,387,2587,2621,1814,13,31,12,8,0,307374,85527
50.,68785,2247,3228,5924,13876,389,2774,2777,1819,12,28,5,10,4,311101,86000
51.,67892,2313,3376,6311,13772,428,2901,3007,1799,9,33,2,8,0,315045,86451
52.,66910,2414,3562,6774,13687,466,2994,3193,1804,14,24,5,9,3,318819,86921
53.,66084,2502,3688,7219,13468,460,3127,3452,1788,12,31,18,15,1,322722,87410
54.,64977,2597,3824,7759,13521,443,3228,3651,1822,11,36,10,7,4,326303,87767
55.,63855,2670,3932,8243,13543,460,3419,3878,1834,11,27,10,15,4,329996,88295
56.,63088,2741,4039,8796,13194,506,3540,4096,1820,14,30,10,11,1,333778,88734
57.,61940,2777,4229,9346,13208,487,3690,4323,1813,13,16,10,11,2,337478,88974
58.,60875,2829,4414,9982,13096,505,3764,4535,1822,19,32,7,11,1,341131,89218
59.,59841,2948,4422,10562,12959,484,3970,4814,1837,16,22,14,13,1,344739,89503
60.,58894,2916,4560,11259,12702,538,4118,5013,1860,17,16,8,12,0,348306,89610
61.,57782,2966,4690,11879,12643,512,4224,5304,1831,11,27,12,12,1,352043,89875
62.,56738,2987,4745,12417,12469,552,4415,5677,1846,11,24,10,15,4,355533,90164
63.,55646,3117,4847,13163,12310,522,4523,5872,1881,9,22,8,9,3,359144,90235
64.,54429,3122,5038,13892,12289,509,4538,6183,1898,16,24,8,8,1,362670,90279
65.,53427,3113,5051,14576,12087,517,4720,6509,1924,12,18,13,8,1,366106,90537
66.,52384,3036,5186,15310,11942,544,4772,6826,1856,18,30,10,11,3,369875,90568
67.,51318,3062,5234,16077,11782,559,4836,7132,1857,14,27,12,14,0,373410,90765
68.,50422,2997,5362,16974,11510,538,4933,7264,1869,14,20,12,15,0,377028,90951
69.,49421,3005,5344,17715,11313,523,5046,7633,1866,7,19,8,14,1,380584,90959
70.,48656,2911,5361,18535,10979,539,5130,7889,1902,13,22,8,12,2,384110,91058
71.,47677,2964,5298,19326,10836,497,5173,8229,1870,10,30,7,15,1,387685,91053
72.,46732,2884,5317,20198,10721,490,5135,8523,1885,14,18,7,12,1,390998,90960
73.,45752,2835,5356,20972,10601,497,5162,8825,1907,13,19,6,18,2,394575,91006
74.,45070,2775,5274,21861,10240,514,5185,9081,1871,19,23,5,14,1,397951,90930
75.,44236,2735,5224,22693,10051,496,5209,9356,1914,15,16,8,8,1,401487,90962
76.,43533,2658,5159,23549,9777,468,5195,9661,1890,10,17,15,9,2,404891,90840
77.,42804,2660,5055,24401,9540,451,5172,9917,1879,13,17,7,6,1,408435,90778
78.,41989,2577,4973,25335,9446,430,5089,10161,1877,11,16,9,9,1,412019,90779
79.,41389,2455,4889,26220,9172,439,5047,10389,1891,9,11,7,15,3,415465,90715
80.,40587,2419,4802,27073,9077,435,5020,10587,1886,12,17,12,9,1,418985,90506
81.,40013,2324,4673,28086,8855,402,4963,10684,1904,12,12,4,12,1,422558,90430
82.,39455,2224,4608,28988,8597,415,4809,10904,1922,5,13,6,10,2,425775,90098
83.,38769,2179,4504,29715,8523,333,4772,11205,1935,8,14,7,11,1,429254,89957
84.,38214,2117,4348,30447,8353,357,4694,11470,1966,11,14,4,7,2,432848,89840
85.,37773,2044,4200,31440,8068,348,4640,11487,1958,5,20,8,8,0,436421,89616
86.,37067,2032,4118,32312,8028,343,4526,11574,1944,8,20,4,5,1,439949,89382
87.,36634,1901,4036,33113,7832,316,4410,11758,1940,7,14,3,19,1,443445,89187
88.,36155,1819,3949,33795,7661,319,4342,11960,1942,1,13,3,9,2,446965,88969
89.,35716,1790,3817,34541,7468,286,4257,12125,1964,7,18,5,9,2,450571,88872
90.,35291,1708,3652,35460,7300,286,4161,12142,1985,9,14,6,4,2,454243,88512
91.,34870,1631,3508,36275,7181,273,4051,12211,1903,9,12,6,7,1,457928,88296
92.,34464,1547,3432,37030,7053,271,3917,12286,1885,7,17,1,9,0,461637,88099
93.,34093,1511,3330,37818,6926,229,3775,12318,1903,8,14,7,11,0,465235,87835
94.,33816,1474,3159,38484,6699,217,3741,12410,1929,6,15,4,9,3,469027,87590
95.,33522,1401,3055,39338,6545,222,3565,12352,1933,6,15,3,2,3,472600,87248
96.,33008,1346,2968,40205,6593,218,3431,12231,1898,8,12,3,8,1,476498,87065
97.,32753,1281,2813,40910,6426,198,3427,12192,1874,6,14,7,5,3,480560,86779
98.,32507,1211,2735,41641,6262,170,3304,12170,1898,6,10,4,8,1,484397,86237
99.,32122,1135,2629,42189,6259,171,3198,12297,1926,5,10,3,9,3,488201,85963
