# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '8' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-11-8.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '10' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '0.5' '-var' 'm' '500.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '0.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "143312265"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,98393,324,905,0,215,0,163,0,244,10566,319,191,8,276,442,368
2.,96614,526,967,0,1620,2,266,5,482,18599,538,363,41,953,898,895
3.,89078,734,1046,6,8743,9,371,13,686,20314,722,578,80,1492,1300,1299
4.,77643,816,1154,29,19818,18,494,28,827,15829,825,813,144,1388,1688,1688
5.,68000,925,1273,55,29034,28,641,44,932,11187,963,1065,233,1020,2094,2094
6.,62795,980,1392,85,33873,29,758,88,1048,10533,1061,1276,336,921,2401,2401
7.,58654,1019,1496,135,37621,33,906,136,1175,9986,1124,1514,445,760,2680,2680
8.,54595,1039,1599,214,41286,36,1031,200,1238,8836,1164,1764,567,577,2956,2955
9.,51604,1055,1713,294,43866,46,1137,285,1285,8300,1202,2027,734,457,3237,3236
10.,48786,1053,1779,395,46288,51,1290,358,1331,7517,1212,2185,915,366,3509,3509
11.,46439,1082,1814,511,48227,67,1414,446,1384,6178,1246,2352,1102,271,3765,3765
12.,44731,1087,1784,624,49576,73,1569,556,1461,5098,1212,2437,1305,183,4002,3998
13.,43489,1070,1774,742,50477,68,1702,678,1497,4306,1207,2472,1511,163,4216,4216
14.,42600,1058,1785,871,51013,60,1811,802,1529,3532,1183,2479,1697,138,4434,4433
15.,42082,1027,1764,980,51193,93,1913,948,1589,2908,1130,2445,1803,105,4631,4630
16.,41763,991,1700,1103,51183,107,2028,1125,1649,2752,1113,2245,1925,124,4767,4767
