# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '16' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-4-16.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '3' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "62936251"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,98375,345,903,0,218,1,158,0,258,10881,348,159,9,392,9932,473
2.,93196,609,974,3,4966,3,247,2,473,15011,577,375,35,884,19905,5910
3.,77907,709,1062,12,19916,25,362,7,676,2347,688,598,72,260,28916,26368
4.,77778,738,1078,30,19690,108,563,15,877,338,695,608,125,82,36545,36183
5.,78631,730,1051,53,18463,204,826,42,1041,141,569,387,156,49,43718,43497
6.,79604,701,1079,86,17131,255,1072,72,1142,64,369,157,144,35,50445,49896
7.,79792,738,1209,136,16575,263,1173,114,1239,54,263,72,114,24,56807,55439
8.,79571,867,1322,191,16325,287,1259,178,1318,48,206,44,72,19,62443,60522
9.,79606,967,1469,258,15790,288,1360,262,1409,41,163,34,36,15,67936,64976
10.,79158,1137,1674,365,15622,276,1430,338,1466,41,147,28,30,12,73208,68951
11.,78674,1229,1855,508,15520,276,1527,411,1509,47,129,36,37,9,78052,72439
12.,78230,1344,2004,632,15305,301,1675,509,1565,51,110,26,22,7,82887,75543
13.,77728,1486,2170,806,15095,292,1808,615,1621,46,95,20,25,11,87553,78122
14.,76976,1637,2419,994,14991,339,1924,720,1677,43,125,31,29,9,92084,80452
15.,76372,1812,2625,1187,14711,368,2064,861,1679,37,102,32,32,2,96374,82455
16.,75754,1961,2774,1460,14425,389,2283,954,1708,33,96,18,28,13,100585,84104
17.,74918,2136,3066,1707,14275,414,2388,1096,1746,32,85,22,27,12,104461,85277
18.,73975,2292,3303,2021,14187,416,2574,1232,1771,47,74,24,24,14,108409,86603
19.,73059,2395,3536,2349,14056,444,2780,1381,1785,37,79,34,35,15,112066,87692
20.,72262,2483,3780,2739,13732,512,2955,1537,1772,33,87,19,33,7,115530,88368
21.,71203,2678,4057,3110,13560,501,3136,1755,1786,43,66,21,33,12,119443,89073
22.,70008,2910,4272,3541,13458,509,3349,1953,1803,43,72,29,29,8,122767,89757
23.,68827,3040,4479,4059,13278,573,3601,2143,1830,39,58,20,33,7,126305,90191
24.,67546,3171,4729,4547,13204,603,3826,2374,1817,32,64,21,36,5,129620,90640
25.,66100,3311,4972,5119,13246,604,4026,2622,1810,26,64,28,29,3,132947,91108
26.,64840,3445,5237,5693,13000,680,4241,2864,1807,40,49,23,27,3,136369,91315
27.,63320,3536,5462,6323,13061,652,4537,3109,1837,30,61,21,17,3,139817,91842
28.,62050,3591,5768,6991,12793,673,4717,3417,1814,32,61,31,24,5,143171,92067
29.,60549,3761,5911,7669,12677,707,4919,3807,1824,34,62,20,25,4,146521,92414
30.,59187,3843,6119,8319,12408,736,5230,4158,1802,40,49,28,27,5,149996,92696
31.,57658,3942,6268,9095,12304,763,5435,4535,1808,22,46,22,30,4,153366,92955
32.,56331,3969,6486,9945,12007,766,5664,4832,1780,27,43,17,23,5,156580,93179
33.,54866,3981,6765,10739,11827,744,5836,5242,1797,25,33,21,31,2,160020,93362
34.,53491,3996,6880,11607,11605,760,6073,5588,1784,24,33,20,20,2,163283,93482
35.,52061,4078,7052,12560,11340,785,6176,5948,1788,20,41,15,15,3,166544,93664
36.,50632,3986,7253,13385,11123,830,6370,6421,1805,35,39,24,29,1,169643,93769
37.,49227,4013,7364,14376,10926,785,6594,6715,1827,27,44,16,16,3,173044,93849
38.,47750,4010,7410,15254,10737,795,6858,7186,1834,24,44,20,20,1,176301,94017
39.,46579,3939,7459,16273,10368,800,7019,7563,1833,29,36,14,19,2,179503,94193
40.,45346,3918,7394,17363,10080,789,7189,7921,1817,24,33,13,19,2,182904,94201
41.,44084,3874,7418,18401,9847,749,7303,8324,1826,21,30,9,21,2,186036,94239
42.,42915,3734,7401,19550,9615,768,7363,8654,1824,25,26,13,24,2,189284,94071
43.,41871,3684,7372,20559,9233,744,7390,9147,1824,23,34,13,15,2,192461,94054
44.,40744,3610,7312,21621,9017,695,7408,9593,1850,18,41,8,15,3,195793,94118
