# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '15' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-68-15.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '67' '-var' 'INIT_I' '10.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "288987466"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99773,3,8,0,214,0,2,0,249,97,2,1,0,317,9946,268
2.,99583,7,11,0,396,0,3,0,461,167,7,4,0,1160,19960,524
3.,99379,9,11,0,597,0,4,0,654,281,6,6,0,2624,29967,860
4.,98116,9,14,0,1855,0,5,1,818,275,7,9,0,3334,39629,2585
5.,95833,10,15,0,4134,0,7,1,963,190,7,10,1,2793,49359,5987
6.,94115,13,13,1,5847,0,10,1,1071,81,9,8,4,2082,58803,10079
7.,93199,17,14,1,6756,0,12,1,1145,80,10,12,3,1811,67981,13727
8.,92410,17,16,2,7541,0,12,2,1238,75,10,13,2,1624,76921,17480
9.,91857,14,20,3,8089,1,14,2,1361,57,11,10,4,1646,85752,21101
10.,91468,16,19,2,8473,1,16,5,1453,66,12,8,4,1915,94232,24523
11.,90752,17,20,7,9182,2,16,4,1531,56,15,9,4,1550,102432,28499
12.,90186,16,27,8,9740,2,17,4,1588,48,18,10,5,1311,110258,32164
13.,90082,18,28,9,9836,1,20,6,1656,53,19,15,5,1265,117876,35412
14.,89882,17,30,11,10027,4,21,8,1727,54,21,18,5,1273,125326,38621
15.,89619,23,37,13,10275,3,22,8,1736,56,24,25,4,996,132577,41512
16.,89665,20,37,12,10218,7,29,12,1737,55,23,25,6,932,139484,44167
17.,89782,30,34,14,10088,7,31,14,1741,29,22,31,7,622,146228,46380
18.,89983,37,39,19,9872,5,32,13,1772,35,26,31,9,561,152819,48229
19.,90057,37,38,21,9785,5,40,17,1789,33,25,39,10,457,159321,49980
20.,90149,46,45,28,9673,1,43,15,1745,26,31,33,13,489,165546,51508
21.,90172,46,56,29,9628,4,45,20,1750,35,39,32,12,406,171569,52950
22.,90390,59,55,33,9389,1,47,26,1724,27,47,36,16,356,177770,54066
23.,90533,64,65,38,9217,3,48,32,1740,37,50,41,21,334,183722,54914
24.,90541,68,74,45,9187,3,52,30,1766,43,47,51,22,349,189658,55882
25.,90534,85,78,53,9150,2,60,38,1789,36,69,48,23,298,195706,56748
26.,90491,90,94,67,9159,1,62,36,1821,30,70,61,28,320,201575,57499
27.,90424,101,96,81,9182,3,70,43,1794,29,83,66,31,256,207579,58308
28.,90519,97,119,89,9032,14,76,54,1793,31,92,73,40,250,213407,58791
29.,90435,101,126,101,9066,13,102,56,1839,33,95,77,49,249,219122,59366
30.,90246,127,144,119,9186,12,111,55,1836,26,106,86,45,188,224672,60098
31.,90120,139,151,136,9253,14,121,66,1825,33,113,85,49,137,230403,60765
32.,90134,143,160,166,9181,15,137,64,1825,38,111,85,45,127,236026,61311
33.,89977,150,188,180,9264,21,145,75,1792,31,111,100,47,115,241561,61883
34.,89890,160,205,192,9281,20,157,95,1823,28,125,87,42,109,247403,62375
35.,89597,175,214,221,9499,22,166,106,1836,33,120,100,40,125,252911,62952
36.,89508,180,213,248,9524,22,187,118,1863,26,104,103,31,113,258296,63495
37.,89406,177,218,285,9540,32,225,117,1882,27,121,86,31,76,263750,64098
38.,89365,211,233,318,9482,21,235,135,1938,18,140,74,33,109,269202,64481
39.,89126,207,255,354,9639,28,240,151,1968,27,132,70,31,91,274752,65089
40.,88855,219,264,396,9817,28,253,168,1954,20,140,61,24,79,280007,65726
41.,88703,250,261,437,9870,21,278,180,1946,29,139,65,23,76,285327,66293
42.,88789,250,280,466,9681,31,301,202,1936,16,122,57,18,73,290559,66616
43.,88716,265,320,503,9640,37,303,216,1912,28,139,51,25,70,295706,66863
44.,88490,273,352,545,9729,48,330,233,1891,27,154,36,20,46,300807,67217
45.,88470,306,380,606,9602,50,337,249,1866,27,180,42,16,56,305890,67467
46.,88238,316,391,663,9695,51,378,268,1884,33,142,50,17,45,311027,67847
47.,88089,347,428,744,9685,43,401,263,1865,33,145,39,15,49,316257,68181
48.,87828,353,469,808,9779,37,443,283,1850,23,156,49,20,51,321366,68771
49.,87535,384,494,856,9895,53,462,321,1838,39,151,47,24,34,326339,69197
50.,87298,405,563,930,9949,50,470,335,1814,39,151,35,20,37,331303,69592
51.,86967,411,586,999,10091,56,522,368,1834,34,136,39,22,38,336220,70069
52.,86576,441,611,1066,10275,67,554,410,1843,20,135,29,25,37,341018,70526
53.,86227,491,645,1126,10391,85,579,456,1843,29,149,30,20,40,345871,71241
54.,85971,535,660,1202,10423,80,626,503,1876,22,118,26,17,24,350611,71711
55.,85697,576,690,1318,10427,106,636,550,1868,25,119,18,16,28,355626,72216
56.,85200,631,742,1413,10619,122,688,585,1868,24,137,23,16,26,360295,72792
57.,84712,662,825,1533,10805,125,703,635,1885,23,122,25,24,24,365208,73512
58.,84334,740,896,1665,10831,134,739,661,1891,31,130,18,15,30,370010,74093
59.,83899,759,951,1780,10948,148,818,697,1883,25,92,20,26,23,374712,74674
60.,83254,831,1038,1890,11219,137,857,774,1877,22,106,26,31,19,379445,75517
61.,82827,902,1139,2031,11234,149,893,825,1890,21,99,22,24,22,384189,76114
62.,82321,982,1233,2179,11269,171,951,894,1900,25,104,21,23,18,388785,76897
63.,81435,1045,1362,2335,11674,189,1005,955,1868,25,120,28,26,20,393232,77765
64.,80855,1127,1421,2517,11753,191,1108,1028,1863,29,94,21,28,17,397523,78471
65.,80231,1172,1553,2687,11863,189,1179,1126,1858,30,90,12,22,16,402161,79441
66.,79670,1285,1634,2883,11888,178,1274,1188,1905,23,80,15,33,12,406469,80212
67.,78913,1280,1755,3120,12100,216,1345,1271,1897,29,69,23,25,19,410916,81005
68.,78446,1346,1853,3327,11965,238,1475,1350,1881,37,80,24,24,12,415147,81722
69.,77720,1469,1992,3578,11997,250,1547,1447,1853,36,94,18,25,11,419130,82234
70.,76850,1577,2119,3805,12147,284,1636,1582,1845,32,83,15,25,17,423281,82996
71.,75976,1629,2219,4127,12317,300,1778,1654,1913,31,86,25,16,10,427857,83849
72.,75288,1772,2309,4431,12214,292,1934,1760,1907,30,68,19,24,8,432052,84466
73.,74504,1864,2506,4786,12175,323,1985,1857,1923,33,86,16,23,8,436145,85080
74.,73478,1934,2647,5095,12377,312,2149,2008,1947,25,62,23,29,14,439724,85620
75.,72680,1987,2867,5431,12296,361,2230,2148,1946,25,77,23,24,9,443669,86300
76.,71714,2105,2966,5847,12359,361,2406,2242,1945,33,66,19,31,4,447387,86841
77.,70752,2180,3116,6225,12369,376,2549,2433,1967,36,57,10,19,11,451181,87395
78.,69749,2321,3315,6626,12336,389,2700,2564,1961,31,64,16,28,5,454755,87838
79.,68721,2427,3437,7003,12339,423,2854,2796,1925,34,50,14,25,5,458558,88394
80.,67795,2469,3609,7489,12232,448,3000,2958,1927,28,45,18,14,4,462334,88972
81.,66792,2592,3691,7990,12137,480,3180,3138,1926,19,54,23,12,4,465947,89199
82.,65765,2750,3881,8486,11970,486,3344,3318,1939,28,53,21,28,5,469623,89547
83.,64632,2764,4070,9062,11952,531,3456,3533,1969,25,38,23,15,7,473396,89916
84.,63567,2862,4190,9662,11882,504,3585,3748,1943,19,51,24,16,3,477125,90397
85.,62542,2892,4342,10186,11733,542,3722,4041,1891,31,44,21,18,2,480648,90576
86.,61605,2958,4462,10831,11435,565,3871,4273,1898,24,47,20,18,6,484086,90699
87.,60354,3069,4584,11483,11476,528,4016,4490,1893,31,42,19,25,1,487469,91022
88.,59122,3071,4714,12034,11513,554,4171,4821,1883,29,48,15,17,2,491125,91440
89.,58260,3037,4820,12799,11170,556,4352,5006,1894,26,45,22,29,4,494576,91582
90.,57336,3036,4876,13479,10961,549,4421,5342,1910,20,47,20,22,10,497905,91454
91.,56216,3118,4919,14219,10828,532,4594,5574,1950,16,42,19,15,3,501246,91591
92.,54815,3021,5037,14964,11000,586,4739,5838,1954,24,37,21,26,1,504551,91789
93.,53895,3036,5109,15754,10724,540,4855,6087,1922,26,50,14,19,5,507980,91802
94.,53019,2953,5205,16543,10414,538,4962,6366,1910,21,20,12,12,2,511360,92056
