# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '15' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-72-15.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '71' '-var' 'INIT_I' '10.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '1.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "617506707"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99310,4,10,0,675,0,1,0,278,1,4,2,0,16,10074,814
2.,98555,12,11,0,1421,0,1,0,491,1,8,7,0,15,19822,1934
3.,97716,8,16,0,2256,1,3,0,658,1,6,10,1,10,29836,3436
4.,96848,10,21,0,3117,0,4,0,832,1,8,12,2,5,39566,5290
5.,96080,17,20,0,3876,0,7,0,957,0,13,10,4,7,49016,7379
6.,95352,18,25,1,4595,1,8,0,1072,1,13,16,4,7,58390,9498
7.,94844,19,23,3,5095,3,12,1,1176,1,12,15,3,4,67720,11612
8.,94454,26,22,4,5476,0,16,2,1287,0,13,13,2,2,76813,13645
9.,93897,30,34,6,6015,3,13,2,1345,2,20,16,2,4,85700,15826
10.,93566,22,31,9,6337,4,25,6,1420,0,16,14,2,8,94563,17916
11.,93145,24,29,11,6751,1,32,7,1491,0,8,14,2,8,103298,20165
12.,92790,29,36,12,7088,3,33,9,1551,2,15,14,1,5,111812,22209
13.,92388,33,34,14,7476,3,41,11,1619,0,24,9,1,5,120240,24288
14.,92130,44,36,14,7713,5,41,17,1634,0,31,8,3,3,128587,26240
15.,91948,38,48,17,7880,9,41,19,1665,1,23,11,3,5,136618,28037
16.,91802,40,41,21,8006,12,54,24,1721,1,25,4,4,4,144408,29739
17.,91576,53,40,27,8209,13,56,26,1728,1,22,5,2,3,152272,31384
18.,91578,45,54,29,8198,8,58,30,1700,1,11,4,2,5,159893,32806
19.,91464,47,61,35,8294,7,60,32,1749,0,15,5,1,7,167452,34264
20.,91150,48,65,42,8586,8,66,35,1763,0,24,2,2,1,174977,35820
21.,91015,48,63,52,8702,12,65,43,1767,1,13,3,1,4,182260,37177
22.,90827,61,60,65,8863,6,71,47,1812,1,27,1,1,4,189745,38542
23.,90772,62,67,72,8896,6,75,50,1785,1,20,4,3,9,196985,39854
24.,90724,75,65,79,8912,7,83,55,1805,2,21,9,1,5,204092,40964
25.,90706,70,80,87,8900,13,88,56,1812,1,20,4,0,7,211175,42028
26.,90549,86,95,100,9005,10,96,59,1815,1,39,4,1,6,218042,43021
27.,90367,88,89,111,9156,12,114,63,1835,0,25,3,1,4,224825,44002
28.,90330,85,102,120,9154,23,111,75,1833,1,22,3,0,3,231663,44915
29.,90184,96,114,128,9255,19,125,79,1863,3,27,6,0,6,238664,46011
30.,89828,97,129,148,9563,23,126,86,1892,0,35,7,1,9,245339,47147
31.,89686,106,132,162,9661,19,146,88,1870,2,23,8,0,5,251953,48156
32.,89558,110,142,183,9739,21,141,106,1880,2,29,1,0,5,258382,49155
33.,89435,123,156,200,9798,31,143,114,1887,0,31,5,1,4,264805,50007
34.,89395,149,150,228,9765,35,153,125,1908,1,27,2,2,9,271299,50847
35.,89305,167,171,245,9787,25,162,138,1894,2,37,4,3,3,277920,51656
36.,88980,181,196,262,10039,19,175,148,1914,3,29,3,1,3,284088,52524
37.,88825,180,221,296,10110,34,185,149,1906,4,30,5,0,4,290149,53250
38.,88694,196,254,321,10142,38,197,158,1894,8,33,4,0,9,296448,54076
39.,88658,204,261,353,10085,37,224,178,1880,1,32,1,1,6,302568,54673
40.,88304,203,304,382,10330,41,244,192,1898,2,42,2,1,4,308421,55496
41.,87974,234,334,431,10533,41,266,187,1859,1,41,0,0,5,314423,56445
42.,87850,260,341,474,10522,53,302,198,1845,5,37,8,3,6,320361,57397
43.,87629,300,359,508,10608,53,317,226,1861,1,32,1,2,6,326324,58075
44.,87379,340,396,562,10700,53,339,231,1875,4,30,3,4,1,332049,58867
45.,87127,361,444,611,10788,63,356,250,1845,6,33,7,2,6,337694,59610
46.,86639,396,476,672,11069,76,397,275,1843,3,36,6,9,2,343268,60620
47.,86408,451,508,728,11092,84,423,306,1868,4,38,4,3,6,348867,61334
48.,85858,472,567,802,11435,97,443,326,1878,8,41,4,8,4,354496,62338
49.,85521,493,621,879,11573,96,458,359,1855,2,32,4,4,3,360020,63342
50.,85125,510,683,949,11737,96,499,401,1832,9,30,5,6,6,365497,64435
51.,84572,536,731,1047,12049,97,549,419,1875,4,39,5,5,4,370568,65561
52.,84216,575,760,1123,12149,112,602,463,1905,5,35,2,7,3,375705,66654
53.,83811,630,832,1241,12257,115,612,502,1941,6,40,3,5,6,380931,67976
54.,83447,678,866,1341,12305,134,671,558,1936,10,24,5,6,3,385872,68982
55.,83131,715,927,1423,12310,150,708,636,1957,8,36,8,9,3,390941,70070
56.,82671,763,994,1564,12401,153,789,665,1976,6,35,7,8,2,395997,71096
57.,81852,815,1043,1704,12860,147,861,718,1954,18,45,5,5,4,400847,72252
58.,81425,848,1129,1811,12886,167,948,786,1967,6,41,6,8,3,405648,73246
59.,80862,910,1207,1956,13026,172,1010,857,1960,8,33,6,6,7,410459,74292
60.,80377,990,1302,2140,13004,196,1094,897,1940,13,34,10,10,3,415180,75144
61.,79766,1039,1415,2270,13158,203,1155,994,1890,10,31,10,3,3,419686,76133
62.,79164,1147,1514,2433,13199,219,1230,1094,1895,13,26,3,8,1,424236,77097
63.,78490,1190,1601,2671,13322,255,1325,1146,1920,17,33,10,8,3,428834,78114
64.,78117,1277,1681,2896,13134,243,1439,1213,1903,14,37,5,11,2,433193,78779
65.,77421,1407,1784,3103,13200,243,1520,1322,1861,7,45,7,9,5,437451,79646
66.,76655,1456,1956,3356,13312,271,1565,1429,1874,21,39,10,7,3,441914,80585
67.,76125,1472,2036,3607,13232,265,1685,1578,1889,20,35,12,8,5,445852,81245
68.,75328,1559,2139,3879,13329,278,1838,1650,1882,14,35,9,14,3,449851,82046
69.,74598,1626,2271,4156,13329,292,1924,1804,1864,10,36,8,10,2,453950,82668
70.,73707,1679,2412,4464,13432,340,2023,1943,1894,8,33,6,14,4,457875,83425
71.,72770,1801,2490,4743,13587,304,2150,2155,1919,17,24,14,8,2,461828,84220
72.,72062,1824,2667,5090,13509,356,2209,2283,1897,11,30,12,15,3,465829,84927
73.,71202,1974,2775,5428,13459,370,2293,2499,1928,14,29,14,11,3,469628,85419
74.,70376,2067,2867,5859,13388,398,2413,2632,1933,19,31,8,10,2,473505,85811
75.,69509,2136,3032,6242,13359,385,2566,2771,1949,11,29,12,12,4,477421,86289
76.,68566,2189,3188,6728,13356,391,2664,2918,1959,10,38,5,15,2,481200,86816
77.,67557,2247,3287,7151,13435,405,2788,3130,1963,13,25,4,8,3,485156,87374
78.,66787,2306,3393,7497,13247,427,2908,3435,1921,19,23,7,8,1,489047,87796
79.,65888,2440,3511,8042,13092,412,3062,3553,1874,14,29,9,11,3,492854,88316
80.,65001,2478,3680,8582,12920,424,3198,3717,1889,19,29,10,19,1,496651,88656
81.,64105,2505,3836,9071,12772,471,3318,3922,1875,13,36,14,9,0,500462,88917
82.,62988,2606,3962,9597,12796,464,3405,4182,1871,10,27,9,11,1,503952,89119
83.,61936,2714,4038,10171,12706,479,3533,4423,1858,18,33,6,12,3,507574,89433
84.,61018,2722,4155,10718,12536,482,3698,4671,1855,11,26,7,16,2,511191,89695
85.,59865,2725,4381,11347,12530,492,3770,4890,1829,15,17,8,12,3,514883,90061
86.,58997,2805,4432,11952,12234,478,3951,5151,1827,14,37,12,9,2,518417,90320
87.,57838,2867,4568,12575,12176,517,4050,5409,1869,11,41,10,15,4,521917,90572
88.,56622,2954,4571,13301,12168,536,4231,5617,1905,13,23,11,14,5,525330,90775
89.,55769,2970,4662,13990,11789,536,4352,5932,1897,13,34,4,9,1,528865,90960
90.,54701,2963,4873,14604,11655,540,4370,6294,1904,18,29,12,18,1,532072,91025
91.,53704,2973,4950,15314,11477,560,4437,6585,1888,15,18,5,10,1,535407,91166
92.,52891,2969,4944,16148,11134,548,4594,6772,1845,13,28,12,19,3,538774,91426
93.,51633,2979,5025,16826,11231,528,4666,7112,1838,15,33,9,12,1,542174,91679
94.,50747,2933,5069,17617,10940,547,4795,7352,1829,17,18,11,9,5,545541,91700
95.,49833,2926,5129,18413,10709,524,4892,7574,1882,14,23,10,10,1,548984,91643
96.,48884,2795,5171,19183,10581,559,4916,7911,1891,13,26,8,8,1,552202,91654
97.,47985,2782,5131,19996,10382,525,4982,8217,1901,15,24,8,12,1,555695,91782
98.,47125,2839,5101,20781,10125,486,5024,8519,1911,20,23,11,11,1,559012,91779
99.,46328,2808,5077,21708,9887,494,4929,8769,1950,15,15,7,11,0,562278,91770
100.,45389,2695,5067,22491,9843,474,4971,9070,1917,6,18,12,9,0,565573,91628
101.,44708,2677,5018,23323,9538,463,4985,9288,1921,13,22,6,11,1,568956,91723
102.,43976,2628,4925,24213,9292,480,4942,9544,1912,16,25,11,7,1,572549,91726
103.,43194,2585,4859,25124,9140,456,4952,9690,1888,7,22,7,14,0,575930,91621
104.,42675,2482,4717,25989,8810,444,4950,9933,1868,16,18,5,9,2,579505,91589
105.,41996,2448,4643,26895,8578,405,4951,10084,1916,13,17,10,15,1,582894,91450
106.,41206,2373,4586,27772,8496,443,4891,10233,1964,16,24,9,11,1,586501,91391
107.,40672,2279,4521,28523,8224,414,4838,10529,1966,12,18,7,9,1,590040,91428
108.,39915,2197,4516,29241,8158,385,4750,10838,1950,12,22,6,11,3,593557,91227
109.,39349,2202,4344,30185,7919,380,4683,10938,1936,17,22,13,5,2,596914,90992
110.,38709,2126,4260,31034,7784,384,4576,11127,1954,6,20,5,17,1,600468,90910
111.,38173,2045,4160,31931,7569,381,4508,11233,1946,12,10,5,7,2,604142,90793
112.,37523,1960,4096,32688,7526,364,4449,11394,1968,11,24,5,13,2,607366,90585
113.,37089,1935,3992,33381,7313,286,4368,11636,1981,12,15,6,12,3,610929,90537
114.,36550,1811,3925,34264,7203,304,4306,11637,1973,7,18,7,12,2,614570,90340
115.,36204,1716,3833,35058,6894,297,4232,11766,1970,8,27,6,8,3,617971,90072
116.,35676,1655,3676,35855,6811,283,4180,11864,1984,11,11,7,6,0,621631,89806
117.,35285,1562,3547,36707,6682,265,4080,11872,2036,10,20,6,12,3,625437,89825
118.,34858,1492,3413,37520,6587,257,3977,11896,2053,8,17,10,11,0,628960,89600
119.,34536,1429,3251,38292,6432,235,3853,11972,2064,8,16,5,3,1,632603,89327
120.,34283,1404,3138,39155,6204,189,3674,11953,2030,9,26,6,2,1,636242,88937
121.,34034,1343,2976,39978,5967,218,3616,11868,2030,4,14,5,5,0,639857,88616
122.,33675,1320,2839,40669,5898,205,3457,11937,2020,8,19,3,2,1,643610,88411
123.,33449,1262,2789,41454,5724,173,3319,11830,2041,10,19,5,8,1,647208,88084
124.,33218,1164,2663,42136,5567,201,3181,11870,2030,8,20,0,4,3,650956,87710
125.,32921,1129,2605,42796,5483,174,3036,11856,2026,5,18,6,7,3,654818,87276
126.,32582,1115,2476,43418,5463,152,2936,11858,2018,9,10,5,4,3,658774,87025
127.,32134,1024,2468,44059,5573,148,2784,11810,1992,8,19,6,11,2,662610,86734
128.,32069,952,2332,44625,5322,172,2703,11825,1984,8,14,2,11,1,666418,86400
129.,31812,911,2213,45165,5257,144,2629,11869,2033,5,20,4,3,2,670264,86044
130.,31679,876,2127,45811,5090,117,2542,11758,2023,12,16,2,9,4,674099,85699
131.,31428,830,2039,46376,5045,123,2468,11691,2031,5,11,4,8,1,678082,85405
132.,31220,792,1910,46980,4989,130,2386,11593,2029,4,15,4,7,4,681925,85012
133.,31133,765,1835,47481,4829,121,2272,11564,2020,9,11,2,12,1,685922,84518
134.,30961,705,1741,48132,4772,105,2191,11393,2009,4,9,4,7,4,689912,84178
135.,30750,659,1634,48771,4774,100,2109,11203,2014,5,18,1,4,3,693830,83641
136.,30563,653,1566,49254,4724,94,1998,11148,2050,3,12,2,4,5,697908,83241
137.,30455,620,1503,49686,4632,91,1910,11103,2048,5,17,2,4,2,701981,82809
138.,30442,608,1445,50222,4428,89,1835,10931,2051,2,16,2,2,1,706073,82391
139.,30270,584,1395,50514,4415,78,1754,10990,2064,7,18,2,7,1,710038,81952
140.,30156,528,1362,51141,4340,86,1691,10696,2084,6,14,5,5,2,714222,81583
141.,29996,516,1270,51335,4332,76,1651,10824,2045,3,18,4,8,5,718389,81260
142.,29865,479,1234,51879,4307,78,1541,10617,2027,1,15,2,7,1,722548,80878
143.,29832,449,1176,52282,4201,64,1497,10499,2028,1,10,2,2,3,726952,80517
144.,29758,441,1118,52672,4116,66,1416,10413,2036,7,14,3,9,4,731211,80021
145.,29654,420,1076,53125,4075,65,1357,10228,2046,5,16,3,7,3,735584,79650
146.,29541,410,1005,53460,4048,55,1321,10160,2030,7,15,3,4,2,740059,79196
147.,29421,399,944,53768,4038,54,1259,10117,1993,8,11,4,4,3,744438,78794
148.,29330,394,877,54137,3987,52,1246,9977,1996,4,23,0,0,2,748855,78352
149.,29284,377,869,54604,3907,52,1169,9738,1973,6,13,3,3,2,753218,77913
150.,29206,368,842,54786,3860,53,1126,9759,1996,3,19,1,9,1,757734,77415
151.,29163,354,803,54934,3789,50,1081,9826,1974,3,30,2,4,5,762122,77086
152.,29170,318,784,55354,3683,47,1048,9596,1964,4,9,1,4,2,766583,76617
153.,29034,316,746,55632,3724,32,1015,9501,1992,1,17,5,3,5,771323,76381
154.,29032,303,698,56057,3629,44,962,9275,2009,3,10,1,5,2,775877,75772
