# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '9' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-66-9.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '65' '-var' 'INIT_I' '10.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "809090909"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99757,1,10,0,231,0,1,0,259,101,1,1,0,378,10057,270
2.,99574,8,13,0,405,0,0,0,487,194,8,1,0,1363,19909,525
3.,99398,8,18,1,574,0,1,0,689,330,11,3,1,2914,29941,778
4.,96920,17,19,1,3039,0,4,0,848,252,17,10,1,2724,39813,1008
5.,94711,17,22,2,5241,0,7,0,982,266,12,14,5,3020,49752,1195
6.,91684,20,28,2,8252,0,13,1,1116,255,21,16,11,2892,59758,1392
7.,87470,22,27,4,12454,2,19,2,1185,97,22,17,13,1271,69782,1524
8.,84311,22,31,6,15598,5,20,7,1273,54,25,24,16,726,79619,1684
9.,81856,22,34,9,18040,6,26,7,1345,58,27,24,19,558,89392,1803
10.,79822,24,36,10,20065,6,29,8,1418,59,22,20,19,652,99252,1947
11.,77785,22,36,17,22090,6,32,12,1502,42,25,23,18,538,109200,2057
12.,76039,21,36,18,23829,4,37,16,1566,38,23,21,22,430,118991,2191
13.,74427,27,39,18,25427,3,36,23,1559,37,24,28,20,382,128705,2266
14.,72858,27,44,22,26985,3,35,26,1620,28,25,30,22,374,138406,2355
15.,71591,27,46,23,28244,3,39,27,1662,46,18,31,23,434,148446,2447
16.,70513,35,48,26,29307,3,37,31,1685,55,24,29,20,484,158311,2515
17.,69518,36,52,27,30292,3,33,39,1726,50,21,27,19,517,168151,2611
18.,68656,40,57,31,31136,1,38,41,1753,59,29,29,12,487,177942,2679
19.,67834,43,64,40,31938,1,41,39,1764,55,31,38,14,396,187807,2762
20.,67000,42,71,44,32754,1,42,46,1789,35,35,37,17,317,197667,2832
21.,66306,49,72,54,33424,3,44,48,1787,53,39,41,20,353,207448,2872
22.,65671,42,83,64,34044,1,44,51,1782,55,28,53,23,324,217250,2915
23.,65185,59,85,69,34487,1,48,66,1801,49,53,54,24,241,227098,2958
24.,64722,61,82,76,34931,2,55,71,1774,41,47,58,22,204,236623,3018
25.,64533,66,84,84,35095,2,66,70,1765,34,56,48,30,195,246226,3032
26.,64380,63,93,93,35224,5,61,81,1787,39,57,47,34,176,255983,3053
27.,64010,66,95,106,35570,5,62,86,1805,44,58,58,33,191,265749,3072
28.,63700,69,94,112,35853,7,73,92,1800,32,59,65,36,151,275411,3086
29.,63600,60,104,125,35926,9,80,96,1812,36,57,71,38,186,285108,3164
30.,63469,68,90,140,36028,12,88,105,1797,52,57,67,43,168,294901,3166
31.,63237,59,108,151,36235,14,87,109,1785,43,55,71,35,161,304663,3200
32.,62911,57,109,159,36541,12,91,120,1801,36,52,67,36,126,314562,3223
33.,62693,59,106,181,36731,8,92,130,1882,33,54,66,35,129,324238,3297
34.,62586,61,96,191,36816,8,106,136,1891,30,62,54,34,138,333939,3302
35.,62462,60,89,193,36918,8,116,154,1885,20,53,64,29,132,343748,3308
36.,62451,64,93,193,36903,8,110,178,1900,29,59,57,30,127,353374,3286
