# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '15' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-36-15.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '35' '-var' 'INIT_I' '100.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "1056715119"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99655,33,85,0,207,0,20,0,240,1037,34,5,0,359,10029,285
2.,98574,57,85,0,1248,1,35,0,465,1318,53,18,2,849,20123,1500
3.,97012,69,106,0,2772,3,38,0,640,1136,60,32,7,1320,30055,3867
4.,94768,88,112,0,4972,2,54,4,813,636,75,43,13,1015,39729,7798
5.,93015,101,127,6,6678,2,65,6,956,266,69,65,18,601,49054,12256
6.,91700,117,158,9,7926,4,80,6,1103,213,88,84,25,502,57974,16727
7.,90424,141,174,16,9124,2,104,15,1191,130,120,96,34,293,66570,21610
8.,89404,148,199,24,10077,9,117,22,1296,93,133,99,33,229,75187,26409
9.,88798,178,218,29,10591,9,136,41,1365,77,171,91,44,163,83173,30764
10.,88346,200,231,49,10957,14,157,46,1441,73,162,136,46,123,90751,35005
11.,87877,216,252,69,11326,16,190,54,1490,55,182,122,59,114,98073,38840
12.,87582,214,273,85,11536,27,222,61,1580,39,178,124,60,103,105076,42484
13.,87444,247,281,98,11565,25,263,77,1658,37,183,122,57,97,111887,46004
14.,87472,251,292,120,11431,35,302,97,1682,34,184,104,55,73,118513,48971
15.,87290,252,317,149,11513,39,316,124,1707,31,174,88,52,54,124892,51884
16.,87385,273,305,191,11308,45,358,135,1732,26,167,66,50,61,131001,54404
17.,87402,291,337,224,11170,49,362,165,1740,22,159,50,40,68,137071,56677
18.,87218,303,358,278,11223,47,399,174,1743,21,171,43,29,52,142752,58721
