# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '19' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-90-19.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '89' '-var' 'INIT_I' '10.0' '-var' 'k_result' '12' '-var' 'm' '500.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "796535452"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99861,3,10,0,126,0,0,0,230,136,3,0,0,622,507,223
2.,99726,6,14,0,254,0,0,0,449,251,8,0,0,2361,982,477
3.,98199,8,13,0,1775,1,4,0,659,263,12,2,0,3897,1441,743
4.,94295,9,14,0,5676,1,5,0,828,184,13,4,0,3564,1893,969
5.,90330,16,16,0,9633,1,2,2,986,138,13,10,1,3350,2286,1185
6.,85950,22,21,0,13998,1,6,2,1083,100,19,12,1,2512,2680,1365
7.,82088,22,22,0,17853,2,11,2,1229,78,20,14,2,1885,3055,1554
8.,78271,27,22,2,21656,3,16,3,1294,46,24,15,4,1208,3415,1697
9.,75189,25,26,3,24730,2,19,6,1382,42,20,18,6,902,3788,1848
10.,72699,25,27,3,27210,2,26,8,1438,28,22,22,6,619,4149,1952
11.,70823,30,26,5,29075,2,26,13,1489,36,28,21,7,545,4464,2052
12.,69183,28,34,5,30707,4,22,17,1561,41,24,24,8,567,4776,2155
13.,67855,28,36,7,32029,1,26,18,1620,32,15,28,8,607,5093,2239
14.,66634,33,39,10,33232,1,31,20,1638,26,28,26,9,446,5415,2325
15.,65462,33,41,13,34390,4,32,25,1654,21,23,31,14,386,5727,2409
16.,64563,36,42,17,35279,3,33,27,1671,20,22,32,15,324,6098,2477
17.,64048,35,45,20,35781,5,37,29,1678,23,19,29,19,321,6414,2534
18.,63413,30,54,23,36402,5,39,34,1707,28,19,31,20,365,6708,2612
19.,62779,30,55,28,37026,3,40,39,1761,26,19,31,23,360,6995,2673
20.,62360,36,56,31,37426,4,43,44,1768,29,29,25,23,340,7283,2709
21.,61835,34,60,36,37938,4,42,51,1794,28,28,26,25,320,7525,2747
22.,61596,32,57,45,38167,7,45,51,1778,33,26,27,25,270,7815,2766
23.,61178,34,63,47,38566,9,49,54,1761,35,28,34,18,256,8117,2801
24.,60857,36,57,53,38876,10,53,58,1814,19,30,32,23,258,8423,2869
25.,60468,34,60,60,39248,10,56,64,1807,19,31,35,20,216,8745,2931
26.,60164,33,58,64,39540,8,62,71,1821,17,29,36,22,194,9060,3012
27.,60024,35,56,78,39665,4,65,73,1835,17,27,38,24,189,9329,3051
28.,59681,37,61,81,39989,2,61,88,1850,18,29,44,28,175,9600,3078
29.,59548,38,57,93,40108,4,55,97,1880,17,23,42,33,190,9864,3102
30.,59371,31,62,100,40274,6,54,102,1874,16,28,32,34,197,10142,3160
31.,59128,33,56,100,40507,4,58,114,1882,14,27,28,27,142,10431,3178
32.,59171,31,61,106,40448,5,58,120,1903,18,31,28,23,186,10695,3211
33.,58994,33,54,113,40609,6,68,123,1875,14,30,33,29,180,10961,3240
34.,58857,37,54,120,40732,5,69,126,1903,16,29,32,28,184,11194,3262
35.,58844,38,60,123,40726,7,64,138,1878,16,29,39,23,145,11462,3269
36.,58850,32,63,129,40702,10,70,144,1891,11,28,42,25,145,11729,3281
37.,58744,31,65,134,40796,5,78,147,1912,22,27,39,27,161,11982,3310
38.,58535,38,70,140,40986,5,64,162,1898,18,28,44,29,165,12251,3339
39.,58454,41,64,148,41051,4,70,168,1882,17,27,47,27,141,12496,3331
40.,58391,47,66,150,41093,4,74,175,1868,15,30,54,24,155,12741,3349
41.,58294,49,69,161,41176,5,73,173,1868,17,28,50,26,145,12998,3373
42.,58423,54,73,178,41020,5,67,180,1872,11,40,48,27,143,13235,3369
43.,58506,51,78,176,40914,7,73,195,1859,14,44,43,31,145,13507,3367
44.,58640,54,80,188,40759,6,77,196,1867,17,50,42,31,148,13826,3385
45.,58612,46,85,189,40774,6,82,206,1854,21,41,49,28,166,14115,3385
