# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '5' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-52-5.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '51' '-var' 'INIT_I' '100.0' '-var' 'k_result' '12' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "113055396"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99717,35,95,0,140,0,13,0,259,1145,35,6,0,820,10065,294
2.,99313,63,114,0,489,0,21,0,474,1757,73,17,1,2338,19992,1535
3.,98028,85,128,1,1722,3,33,0,639,437,90,41,4,1036,29603,8308
4.,98315,105,146,2,1381,2,47,2,823,182,108,56,10,564,38791,13933
5.,97836,140,160,3,1779,4,70,8,973,108,136,77,16,368,47730,19671
6.,97692,164,183,11,1851,2,81,16,1047,70,131,107,23,216,56017,25163
7.,97554,186,190,23,1914,1,110,22,1187,61,141,112,31,174,63841,30254
8.,97385,203,210,30,2002,4,133,33,1269,36,138,122,35,152,71423,35273
9.,97111,205,250,42,2199,5,151,37,1355,44,144,116,44,126,78738,40082
10.,96954,229,255,56,2263,6,180,57,1433,42,147,113,41,125,85779,44395
11.,96754,257,281,78,2355,7,199,69,1519,34,154,98,38,115,92385,48333
12.,96469,283,321,92,2506,9,233,87,1536,34,161,95,46,74,98652,51777
13.,96277,331,346,115,2542,9,275,105,1590,38,195,78,43,88,104870,55027
14.,96122,332,385,143,2562,20,310,126,1623,21,174,52,37,54,110794,57806
15.,95958,369,418,177,2574,14,342,148,1682,27,157,47,24,68,116493,60186
16.,95762,420,453,224,2580,22,367,172,1670,26,179,46,25,47,122056,62310
17.,95516,446,501,264,2641,32,407,193,1690,26,159,42,15,53,127619,64165
18.,95118,509,586,310,2801,33,427,216,1740,28,164,35,25,50,132995,65949
19.,94709,592,688,373,2912,25,445,256,1756,23,182,27,30,46,138151,67923
20.,94473,679,740,460,2838,35,495,280,1739,27,163,21,25,37,143057,69620
21.,93867,738,876,539,3112,34,526,308,1740,33,171,40,32,22,147948,71189
22.,93533,796,960,629,3091,59,574,358,1748,42,156,40,23,27,152812,72633
23.,92963,891,1091,731,3250,74,610,390,1760,30,151,28,23,35,157528,73928
24.,92231,979,1214,847,3511,87,709,422,1823,33,141,35,27,36,162219,75564
25.,91720,1139,1372,970,3459,79,784,477,1839,38,138,24,36,27,166717,77045
26.,91000,1295,1518,1139,3587,86,864,511,1795,30,126,23,31,31,171181,78574
27.,90275,1442,1696,1330,3680,97,921,559,1774,42,109,29,26,21,175723,79810
28.,89358,1646,1865,1487,3878,110,1029,627,1766,47,121,35,23,15,180032,81044
29.,88606,1761,2047,1733,3888,134,1152,679,1795,34,124,20,30,25,184131,82087
30.,87583,1940,2257,1934,4084,137,1285,780,1807,41,101,27,25,10,188345,83232
31.,86616,2122,2445,2217,4153,144,1465,838,1806,31,94,27,28,12,192178,84211
