# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '6' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-12-6.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '11' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '0.5' '-var' 'm' '500.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "244284913"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,98375,351,879,0,209,0,186,0,247,10577,357,169,11,331,506,457
2.,90997,544,923,3,7238,3,292,0,455,12410,533,367,34,721,961,961
3.,77156,648,1023,7,20763,10,383,10,641,5440,653,570,87,472,1373,1371
4.,68924,718,1102,23,28675,28,508,22,804,2410,740,731,150,223,1761,1760
5.,64138,792,1186,41,33101,47,657,38,934,2316,809,928,216,163,2069,2069
6.,60265,790,1286,77,36669,64,782,67,1037,2403,808,1105,311,158,2433,2433
7.,56589,836,1323,129,40004,72,957,90,1167,1933,847,1164,400,124,2739,2739
8.,53816,852,1341,190,42435,98,1127,141,1274,1594,850,1213,487,94,3052,3051
9.,51674,817,1324,248,44263,136,1315,223,1371,1049,813,1186,568,60,3334,3334
10.,50296,808,1337,302,45319,135,1475,328,1413,826,832,1115,631,43,3678,3678
11.,48994,768,1315,384,46322,150,1627,440,1491,659,786,939,644,40,3863,3863
12.,48122,726,1267,453,46912,171,1779,570,1509,560,759,847,640,50,4071,4070
13.,47550,690,1234,522,47236,182,1899,687,1591,402,681,702,614,25,4308,4307
14.,47103,660,1222,605,47431,198,1970,811,1641,405,638,580,545,29,4513,4511
15.,46967,637,1228,684,47319,197,1995,973,1669,314,625,467,430,14,4636,4635
16.,46844,597,1191,774,47197,203,2058,1136,1688,294,566,403,366,21,4813,4813
17.,46724,601,1139,884,47044,224,2102,1282,1700,275,545,315,316,16,4943,4942
18.,46615,580,1158,964,46908,217,2125,1433,1742,235,504,300,244,13,5129,5127
19.,46723,571,1126,1057,46573,208,2159,1583,1743,237,466,278,202,8,5284,5284
20.,46630,553,1146,1173,46427,210,2154,1707,1794,219,446,270,201,19,5413,5412
21.,46455,525,1146,1297,46367,197,2185,1828,1834,223,446,265,201,17,5487,5487
22.,46609,510,1136,1421,45978,206,2179,1961,1826,165,432,256,153,12,5625,5625
23.,46580,516,1095,1556,45776,195,2212,2070,1881,117,401,198,162,8,5772,5772
24.,46490,475,1118,1681,45645,191,2189,2211,1852,149,371,154,135,13,5843,5843
25.,46569,438,1112,1848,45360,193,2185,2295,1836,127,328,177,145,11,5947,5946
26.,46543,475,1087,1996,45137,186,2146,2430,1868,127,378,153,136,11,5999,5998
27.,46442,456,1104,2080,45019,195,2101,2603,1872,131,367,149,127,6,6080,6079
28.,46352,477,1068,2202,44881,187,2092,2741,1850,127,350,126,119,7,6160,6159
29.,46370,476,1088,2361,44643,200,2024,2838,1895,139,345,136,121,15,6175,6175
30.,46354,460,1090,2494,44461,199,2007,2935,1897,136,325,130,115,14,6234,6234
31.,46337,442,1077,2640,44282,191,2025,3006,1890,130,310,125,102,12,6340,6339
32.,46352,438,1085,2754,44058,174,2031,3108,1904,126,331,127,110,12,6429,6427
33.,46349,445,1076,2873,43856,165,2022,3214,1913,113,312,140,126,17,6448,6447
34.,46173,471,1061,3011,43799,164,1997,3324,1911,115,335,112,105,12,6541,6539
35.,46005,422,1045,3122,43772,192,1996,3446,1895,100,297,122,97,7,6594,6594
36.,45816,460,1033,3242,43740,162,1985,3562,1883,102,335,122,102,11,6634,6633
37.,45762,453,1049,3341,43569,184,1953,3689,1905,127,354,109,109,12,6654,6654
38.,45766,450,1024,3465,43358,194,1941,3802,1890,106,346,132,115,10,6699,6698
39.,45761,447,1036,3583,43146,194,1922,3911,1875,117,346,148,124,13,6753,6753
40.,45628,453,1035,3681,43047,197,1924,4035,1852,113,332,128,107,15,6754,6751
41.,45544,438,1046,3835,42941,184,1917,4095,1860,115,309,125,122,12,6737,6735
42.,45510,453,1044,3983,42768,174,1913,4155,1862,135,324,123,111,6,6689,6688
43.,45447,453,1017,4070,42596,196,1945,4276,1902,137,343,118,127,13,6694,6694
44.,45411,452,1009,4211,42432,195,1935,4355,1906,132,329,141,114,13,6703,6703
45.,45419,414,1017,4292,42217,205,1947,4489,1910,127,315,147,118,9,6670,6669
46.,45379,430,996,4407,42076,175,1951,4586,1886,138,291,136,130,8,6684,6683
47.,45357,433,976,4517,41903,172,1944,4698,1877,120,301,138,118,12,6719,6717
48.,45391,418,1004,4612,41697,149,1938,4791,1891,131,311,134,122,18,6719,6716
49.,45308,415,988,4757,41576,158,1934,4864,1901,94,339,141,128,12,6749,6748
50.,45468,430,954,4901,41213,164,1923,4947,1874,117,335,122,119,11,6791,6790
51.,45514,423,965,4998,40977,174,1904,5045,1870,149,341,153,122,20,6738,6737
52.,45511,429,953,5149,40786,184,1873,5115,1890,163,316,165,121,13,6724,6724
53.,45411,424,940,5264,40717,178,1849,5217,1883,129,302,141,139,19,6756,6753
54.,45412,427,915,5406,40526,175,1843,5296,1891,148,307,146,138,20,6788,6786
55.,45521,439,949,5491,40231,152,1814,5403,1882,135,311,138,152,15,6782,6780
56.,45488,453,948,5636,40066,149,1807,5453,1921,128,321,130,125,14,6827,6825
57.,45424,449,963,5761,39944,137,1814,5508,1887,144,332,129,155,14,6811,6811
58.,45366,431,971,5824,39821,147,1804,5636,1889,152,300,144,124,16,6829,6827
59.,45364,434,964,5875,39629,144,1787,5803,1889,127,318,139,147,18,6876,6876
60.,45164,458,962,5988,39611,157,1783,5877,1915,132,351,145,128,19,6881,6880
61.,44995,435,976,6086,39576,154,1818,5960,1895,134,331,129,137,17,6850,6850
62.,44869,458,962,6209,39491,146,1829,6036,1888,119,330,129,144,12,6879,6879
63.,44818,440,955,6311,39363,147,1838,6128,1874,117,329,134,117,12,6901,6899
64.,44469,439,972,6456,39522,143,1822,6177,1860,152,339,145,155,18,6911,6910
65.,44372,464,981,6504,39412,130,1835,6302,1835,129,354,153,143,20,6933,6932
66.,44312,441,959,6635,39282,131,1864,6376,1835,126,339,154,141,17,6942,6942
67.,44212,422,970,6764,39195,153,1832,6452,1852,133,310,141,125,13,6917,6916
68.,44257,411,959,6858,38974,148,1828,6565,1872,121,319,116,121,13,6938,6937
69.,44103,397,971,6974,38945,142,1829,6639,1911,146,316,144,159,16,6953,6952
70.,44023,410,960,7101,38833,131,1860,6682,1897,137,330,154,113,13,6932,6932
71.,43901,395,991,7201,38785,133,1787,6807,1893,146,330,152,123,29,6959,6958
72.,43900,417,954,7279,38605,144,1768,6933,1892,119,355,148,123,20,6937,6937
