# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '2' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-50-2.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '49' '-var' 'INIT_I' '100.0' '-var' 'k_result' '12' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "180234973"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99427,31,91,0,437,0,14,0,248,906,31,3,0,691,10131,272
2.,97700,63,107,0,2106,3,21,0,458,1247,61,23,0,1842,20138,548
3.,92075,87,116,2,7678,6,35,1,630,329,90,32,5,740,30133,795
4.,87518,111,141,4,12171,5,49,1,817,206,104,62,12,529,39892,1029
5.,83241,125,139,6,16389,14,77,9,966,108,110,87,17,349,49775,1231
6.,79322,136,169,8,20246,15,91,13,1097,59,124,97,21,256,59489,1412
7.,75664,143,174,16,23837,18,123,25,1210,77,118,119,33,216,69166,1572
8.,72610,143,197,19,26822,21,144,44,1284,60,140,121,41,148,79012,1735
9.,69939,148,212,30,29423,22,173,53,1392,53,133,127,49,124,88832,1899
10.,67295,148,226,37,31999,28,198,69,1504,31,127,117,60,86,98675,2049
11.,65150,148,209,50,34079,40,241,83,1555,35,116,106,61,74,108659,2170
12.,63391,154,230,55,35779,42,245,104,1610,29,111,93,55,81,118469,2254
13.,61965,152,251,59,37129,44,262,138,1633,33,122,97,46,60,128252,2337
14.,60695,154,250,75,38330,43,288,165,1653,21,136,70,44,68,138201,2425
15.,59787,147,228,98,39178,46,331,185,1707,24,118,72,38,53,147968,2502
16.,59011,127,214,118,39903,53,364,210,1756,18,90,73,31,44,157786,2586
17.,58251,118,212,136,40619,37,386,241,1776,26,93,56,29,62,167573,2633
18.,57769,119,237,150,41035,35,378,277,1795,22,105,51,29,64,177372,2693
19.,57120,143,235,167,41600,40,387,308,1787,17,123,54,22,54,187126,2739
20.,56682,119,229,196,41987,47,403,337,1759,15,105,59,17,61,197156,2781
21.,56409,114,228,223,42211,39,407,369,1763,26,105,48,21,43,206910,2830
22.,56088,109,243,244,42484,34,382,416,1796,18,97,48,19,38,216797,2837
23.,55969,138,225,274,42526,32,392,444,1752,18,117,41,21,50,226564,2864
24.,55818,139,234,294,42616,42,388,469,1753,15,99,46,21,49,236382,2914
25.,55661,129,232,306,42726,45,396,505,1769,21,95,38,8,44,246155,2971
26.,55693,120,232,343,42645,45,390,532,1780,15,96,36,13,34,255938,3029
27.,55604,120,229,360,42684,35,404,564,1795,11,92,40,19,38,265656,3069
28.,55462,120,220,391,42766,44,394,603,1788,13,100,28,12,40,275691,3082
29.,55426,120,217,426,42752,42,386,631,1792,16,96,38,11,36,285490,3095
30.,55352,116,221,447,42781,44,385,654,1831,21,99,40,6,46,295192,3151
31.,55231,107,221,482,42851,41,386,681,1843,20,92,50,8,41,304798,3189
32.,55249,101,213,525,42777,48,387,700,1838,20,102,37,14,43,314434,3193
33.,55175,107,217,559,42791,42,391,718,1813,16,104,34,18,39,324206,3181
34.,55210,97,221,587,42707,43,396,739,1836,14,95,38,13,43,333890,3201
35.,55194,120,198,641,42668,40,387,752,1840,19,93,30,23,31,343612,3215
36.,55237,108,208,657,42583,31,389,787,1850,18,79,40,14,42,353420,3263
37.,55299,117,214,697,42467,25,385,796,1847,9,92,34,15,36,363358,3308
38.,55321,124,204,724,42381,29,395,822,1826,15,102,34,15,35,373347,3315
39.,55194,127,208,753,42448,42,390,838,1859,13,90,54,7,33,383288,3327
40.,55063,118,226,787,42525,33,391,857,1886,9,88,44,16,41,392987,3368
41.,55031,125,226,800,42498,33,387,900,1874,10,102,38,7,32,402717,3397
42.,54911,128,223,832,42568,35,378,925,1850,15,92,46,12,33,412365,3399
43.,54946,129,225,849,42472,42,378,959,1876,15,102,41,13,32,422144,3426
44.,54887,137,209,878,42482,38,375,994,1888,17,104,35,11,30,432041,3432
45.,54746,125,218,897,42580,40,374,1020,1907,18,82,47,4,41,441788,3471
46.,54698,120,225,918,42568,44,381,1046,1918,9,90,39,9,40,451559,3469
47.,54504,118,223,937,42704,41,389,1084,1869,17,92,39,13,33,461211,3469
48.,54468,112,216,946,42695,50,392,1121,1892,21,80,37,11,45,470995,3494
49.,54393,131,203,978,42715,42,395,1143,1883,12,80,33,8,37,480544,3501
50.,54268,129,212,1009,42776,47,397,1162,1915,15,80,37,11,38,490382,3503
51.,54109,110,230,1028,42892,40,403,1188,1885,11,82,36,18,49,500093,3493
52.,54056,119,203,1067,42898,36,415,1206,1883,17,79,30,16,41,509854,3482
53.,54073,110,207,1080,42840,36,406,1248,1870,14,69,31,11,42,519486,3481
54.,53996,109,207,1117,42874,33,398,1266,1894,11,61,31,7,33,529163,3494
55.,53842,103,211,1157,42985,34,378,1290,1930,10,63,34,10,43,539045,3524
