# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '9' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-50-9.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '49' '-var' 'INIT_I' '100.0' '-var' 'k_result' '12' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "139830483"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99750,19,104,0,124,0,3,0,252,1158,20,5,0,755,10122,279
2.,98062,48,104,0,1773,0,13,0,470,1537,41,17,0,2002,20008,542
3.,93160,74,104,2,6636,2,21,1,653,719,55,30,1,1654,30085,791
4.,88134,74,118,3,11626,6,38,1,832,314,57,52,2,1037,39955,1021
5.,83610,84,125,7,16105,5,60,4,968,148,68,66,7,592,49833,1230
6.,79714,110,126,13,19950,7,73,7,1110,94,82,75,13,425,59824,1430
7.,76277,115,148,17,23331,15,84,13,1220,101,90,81,15,321,69599,1604
8.,73146,106,157,24,26426,19,101,21,1306,74,77,83,22,240,79547,1758
9.,70715,124,149,30,28806,13,133,30,1365,48,85,91,27,157,89465,1897
10.,68509,111,167,29,30973,12,153,46,1392,37,81,91,34,129,99513,1979
11.,66530,118,177,28,32893,15,183,56,1427,33,86,98,42,88,109355,2069
12.,64913,116,182,38,34459,20,202,70,1494,31,89,93,47,107,119304,2190
13.,63564,119,174,47,35762,18,226,90,1531,30,92,85,54,75,129273,2294
14.,62305,120,186,52,36969,26,231,111,1609,19,93,75,58,95,139167,2397
15.,61182,124,199,64,38041,26,233,131,1666,19,97,71,57,77,148888,2441
16.,60390,132,210,73,38761,31,256,147,1691,19,108,75,52,70,158873,2521
17.,59496,135,182,92,39603,31,288,173,1706,17,100,71,53,67,168583,2600
18.,58945,122,199,115,40097,34,291,197,1702,21,94,70,46,51,178463,2678
19.,58409,116,204,122,40579,40,310,220,1741,10,104,58,40,48,188291,2762
20.,57875,115,213,141,41066,41,307,242,1759,11,98,60,32,54,198139,2811
21.,57471,114,211,157,41415,42,317,273,1769,19,106,58,27,52,207964,2856
22.,56970,112,232,175,41855,34,326,296,1794,25,114,51,25,59,217768,2901
23.,56589,121,216,194,42176,31,362,311,1810,21,102,64,24,37,227666,2940
24.,56340,125,234,217,42365,26,364,329,1835,19,109,53,24,52,237476,3023
25.,56103,134,234,224,42539,34,347,385,1870,15,112,55,21,56,247087,3064
26.,55825,116,229,256,42770,45,355,404,1911,11,88,58,20,52,256934,3126
27.,55704,111,219,272,42843,48,356,447,1932,22,88,39,18,50,266710,3151
28.,55444,119,230,297,43041,41,364,464,1905,25,95,50,20,57,276365,3183
29.,55310,119,222,325,43119,44,370,491,1880,15,88,58,14,49,286234,3232
30.,55125,127,209,341,43257,48,361,532,1884,19,87,45,15,31,296170,3276
31.,55260,130,207,362,43074,42,358,567,1858,22,82,54,12,41,305817,3307
32.,55161,131,204,399,43125,45,350,585,1874,12,80,50,16,35,315807,3352
33.,55163,120,200,432,43085,41,360,599,1871,18,80,48,17,55,325589,3358
34.,55164,129,205,449,43025,32,370,626,1865,17,83,46,14,57,335278,3379
35.,55118,130,221,470,43011,29,371,650,1857,11,97,49,22,40,345018,3408
36.,54964,124,238,499,43098,32,356,689,1875,11,100,45,16,30,354690,3418
37.,55099,131,240,524,42906,29,364,707,1854,13,100,44,20,35,364318,3419
38.,55120,129,220,553,42837,32,378,731,1875,20,98,42,12,33,373993,3428
39.,55049,130,211,596,42860,38,365,751,1922,11,83,43,16,35,383744,3450
40.,54965,121,208,629,42900,37,371,769,1942,19,87,31,14,47,393540,3479
41.,54853,121,213,662,42967,30,353,801,1960,9,85,37,11,57,403234,3490
42.,54785,121,208,686,42973,32,363,832,1953,12,94,38,20,41,412968,3485
43.,54737,122,205,702,42970,31,360,873,1954,14,98,37,11,43,422711,3484
44.,54623,119,196,717,43038,38,368,901,1958,12,100,30,9,37,432385,3503
45.,54722,113,204,748,42897,35,358,923,1932,16,100,36,15,41,442279,3515
46.,54727,129,207,780,42828,33,353,943,1909,8,114,44,13,22,452183,3512
47.,54616,118,211,818,42884,36,362,955,1885,17,114,51,18,45,461913,3524
48.,54592,116,210,846,42854,44,362,976,1893,16,104,46,16,46,471515,3501
49.,54655,121,209,869,42738,43,360,1005,1862,18,90,39,7,39,481112,3476
50.,54779,122,218,897,42565,44,340,1035,1843,19,95,31,11,40,491014,3480
51.,54707,126,207,945,42575,49,355,1036,1859,12,102,32,16,34,500662,3494
52.,54724,101,217,953,42523,50,350,1082,1870,17,64,39,13,36,510556,3526
53.,54737,98,221,967,42458,41,365,1113,1801,20,89,25,15,30,520364,3521
54.,54673,106,230,1006,42465,40,369,1111,1798,15,91,36,18,45,530123,3496
55.,54630,101,230,1022,42462,36,373,1146,1792,19,75,43,16,30,540097,3523
56.,54476,113,216,1059,42562,34,377,1163,1818,10,81,47,14,29,549816,3532
57.,54700,114,204,1099,42292,39,365,1187,1852,13,75,43,17,38,559622,3501
58.,54672,123,191,1129,42273,46,357,1209,1856,15,73,36,12,34,569404,3499
59.,54658,111,194,1165,42243,47,360,1222,1834,15,67,39,15,46,579134,3483
60.,54627,116,200,1199,42217,42,355,1244,1841,14,77,39,10,48,588976,3495
61.,54466,108,209,1218,42332,31,358,1278,1815,24,72,39,15,45,598854,3514
62.,54521,103,203,1238,42228,34,371,1302,1849,15,86,27,18,30,608717,3504
63.,54464,99,217,1260,42238,31,361,1330,1843,14,97,29,11,30,618517,3507
64.,54328,110,207,1287,42313,41,364,1350,1904,18,94,38,19,32,628135,3509
65.,54288,96,213,1340,42309,46,360,1348,1899,8,87,32,8,31,637952,3471
66.,54253,122,207,1349,42281,44,363,1381,1918,17,108,27,11,31,647723,3500
67.,54174,113,203,1384,42310,42,370,1404,1928,8,107,25,11,33,657425,3557
68.,54103,107,206,1384,42323,47,370,1460,1917,15,95,36,7,29,667247,3586
69.,54111,104,194,1435,42277,39,382,1458,1913,11,83,37,10,28,676949,3568
