# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '11' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-2-11.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '1' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "795211106"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,98405,331,891,0,203,1,169,0,252,10730,329,163,9,314,10018,438
2.,84528,547,911,4,13695,10,300,5,452,5938,517,391,35,361,19922,813
3.,73208,688,999,10,24643,45,399,8,666,898,673,529,84,138,29882,1110
4.,67042,676,1018,27,30515,88,614,20,860,412,656,581,132,81,39674,1363
5.,62379,625,1011,45,34911,174,806,49,991,197,572,520,180,42,49673,1596
6.,58928,514,894,72,38138,240,1126,88,1087,105,418,303,179,24,59510,1755
7.,56480,500,897,102,40350,261,1267,143,1178,71,327,194,156,27,69393,1897
8.,54431,443,919,125,42175,278,1413,216,1233,68,291,88,112,14,79229,2046
9.,52616,393,935,164,43776,282,1534,300,1343,63,228,67,85,18,88967,2195
10.,51147,406,929,217,45011,290,1602,398,1372,35,213,70,59,11,98792,2300
11.,49948,385,940,272,46014,273,1664,504,1476,51,186,41,47,17,108553,2433
12.,49047,368,946,350,46716,258,1695,620,1521,37,197,45,30,13,118336,2549
13.,48384,350,942,430,47196,247,1745,706,1570,41,165,43,29,13,128082,2625
14.,47895,319,955,483,47492,278,1742,836,1592,32,144,34,26,13,137849,2698
15.,47421,344,963,569,47737,275,1749,942,1624,43,156,36,21,8,147611,2793
16.,46856,342,903,661,48117,261,1815,1045,1678,31,151,28,28,12,157307,2867
17.,46566,338,904,745,48221,246,1842,1138,1677,42,132,26,21,11,167199,2939
18.,46203,331,909,815,48387,244,1866,1245,1728,24,129,29,26,7,176995,3011
19.,45939,336,893,898,48493,237,1844,1360,1732,31,115,29,30,13,186953,3038
20.,45661,332,884,972,48575,241,1855,1480,1742,28,127,30,30,7,196713,3085
21.,45535,326,887,1086,48504,251,1845,1566,1750,30,127,29,19,16,206576,3118
22.,45605,319,880,1173,48256,237,1849,1681,1766,24,112,25,25,11,216430,3172
23.,45539,310,857,1235,48140,236,1882,1801,1767,22,130,22,19,11,226260,3226
24.,45412,334,833,1340,48102,226,1877,1876,1737,22,132,23,26,10,236057,3220
25.,45359,319,844,1418,47995,221,1861,1983,1766,17,124,12,23,11,245777,3256
26.,45354,291,835,1503,47826,231,1864,2096,1768,26,115,28,34,13,255665,3301
27.,45288,295,817,1585,47714,227,1868,2206,1783,27,127,13,16,20,265483,3338
28.,45086,280,818,1688,47758,222,1846,2302,1777,24,116,26,22,12,275438,3358
29.,45008,300,809,1794,47657,199,1847,2386,1814,21,125,24,20,13,285075,3394
30.,44973,302,802,1878,47535,198,1814,2498,1832,25,132,22,28,7,294852,3438
31.,44837,314,818,1956,47495,206,1797,2577,1839,19,138,22,25,10,304673,3459
32.,44795,308,823,2020,47392,207,1758,2697,1850,37,119,13,24,16,314507,3452
33.,44539,328,826,2084,47460,213,1740,2810,1834,23,153,21,17,12,324304,3469
34.,44469,315,834,2185,47360,222,1736,2879,1827,31,140,27,18,17,334004,3462
35.,44344,320,835,2260,47307,232,1733,2969,1853,30,139,18,18,6,343903,3488
36.,44223,306,834,2332,47266,224,1776,3039,1834,21,137,25,25,12,353758,3530
37.,44210,315,809,2424,47103,222,1783,3134,1839,24,143,17,22,8,363398,3533
38.,44316,324,813,2524,46833,225,1758,3207,1825,28,128,26,24,7,373247,3537
39.,44397,331,795,2614,46593,239,1729,3302,1835,23,134,22,19,17,383164,3553
40.,44203,316,809,2714,46617,227,1738,3376,1854,25,121,29,21,14,392755,3553
41.,44237,305,785,2809,46440,226,1753,3445,1846,19,106,23,18,10,402596,3581
42.,44171,311,812,2902,46326,228,1726,3524,1888,18,121,28,22,12,412406,3625
43.,43919,288,842,2984,46420,222,1730,3595,1901,27,112,20,19,15,422158,3649
44.,43743,292,840,3084,46417,220,1716,3688,1902,18,120,21,23,9,431743,3658
45.,43847,290,810,3171,46174,214,1721,3773,1889,20,98,22,18,14,441433,3681
46.,43832,256,834,3260,46033,211,1721,3853,1893,24,109,36,22,21,451113,3676
47.,43667,277,825,3309,46036,211,1714,3961,1893,22,121,22,18,6,461020,3669
48.,43710,272,811,3373,45829,216,1734,4055,1863,21,121,16,28,12,470853,3633
49.,43644,273,786,3490,45731,210,1757,4109,1837,26,125,30,28,12,480554,3615
50.,43655,239,777,3571,45587,205,1765,4201,1878,18,94,25,14,10,490432,3616
51.,43667,254,766,3659,45440,182,1739,4293,1842,30,100,23,18,7,500165,3597
52.,43812,245,759,3732,45159,157,1743,4393,1855,17,111,24,16,10,509805,3583
53.,43922,246,760,3782,44893,158,1727,4512,1879,17,124,29,21,18,519550,3571
54.,43898,254,728,3876,44771,166,1712,4595,1915,21,117,21,20,11,529338,3582
55.,43897,254,748,3955,44622,170,1676,4678,1919,17,128,14,19,13,539346,3581
56.,43894,259,747,4047,44477,171,1665,4740,1909,29,110,23,20,8,549181,3589
57.,43855,262,758,4161,44373,164,1660,4767,1874,26,127,20,18,14,558822,3591
58.,43952,238,758,4240,44148,170,1643,4851,1904,18,111,19,20,15,568508,3563
59.,43748,240,745,4292,44197,175,1674,4929,1912,20,116,19,17,12,578111,3572
60.,43701,244,719,4387,44111,170,1674,4994,1890,22,92,26,23,8,587804,3550
61.,43766,266,702,4472,43902,164,1659,5069,1905,18,126,21,16,12,597488,3560
62.,43765,245,707,4564,43768,159,1665,5127,1938,23,124,26,24,6,607138,3621
63.,43790,254,704,4654,43611,156,1655,5176,1961,33,131,21,16,13,616934,3652
64.,43729,242,689,4777,43553,152,1642,5216,1966,22,109,19,24,19,626650,3669
65.,43770,252,698,4780,43374,137,1642,5347,1940,24,121,26,25,19,636454,3674
66.,43640,240,690,4875,43377,145,1615,5418,1980,19,121,28,28,12,646145,3670
67.,43505,227,682,4905,43382,151,1631,5517,1951,26,123,26,15,6,655895,3660
68.,43563,222,684,4989,43201,146,1618,5577,1955,25,126,17,33,8,665603,3664
69.,43473,210,685,5044,43171,146,1622,5649,1910,20,118,23,28,6,675392,3640
70.,43422,235,704,5204,43071,144,1598,5622,1868,24,140,22,22,14,685402,3615
71.,43389,238,694,5262,42969,152,1597,5699,1884,25,138,30,24,14,695165,3618
72.,43536,249,678,5401,42689,154,1585,5708,1881,20,129,21,24,11,705067,3621
73.,43337,243,694,5489,42756,153,1575,5753,1901,20,125,21,20,10,714877,3632
74.,43282,247,695,5537,42688,145,1582,5824,1904,19,126,28,19,11,724593,3625
75.,43379,258,714,5612,42458,134,1562,5883,1865,22,124,21,17,16,734333,3597
76.,43306,267,690,5687,42400,134,1545,5971,1881,25,138,24,21,9,744056,3562
77.,43056,246,691,5755,42516,143,1563,6030,1880,25,129,26,27,12,753778,3570
78.,43086,250,676,5853,42350,157,1549,6079,1839,25,130,28,23,20,763684,3581
79.,43057,256,694,5971,42237,153,1544,6088,1848,20,145,37,24,12,773404,3571
80.,43013,264,717,6049,42134,166,1538,6119,1852,26,130,32,27,15,783230,3595
81.,42710,239,743,6126,42309,159,1545,6169,1875,21,128,17,22,16,793068,3590
82.,42563,245,718,6144,42337,165,1532,6296,1868,29,116,20,31,14,802887,3598
83.,42358,241,730,6205,42392,182,1517,6375,1907,28,113,23,33,23,812634,3589
