# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '8' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-94-8.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '93' '-var' 'INIT_I' '10.0' '-var' 'k_result' '12' '-var' 'm' '500.0' '-var' 'thetaD' '1.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "976960769"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99004,6,9,0,980,0,1,0,293,10,6,0,0,98,492,253
2.,97040,11,9,0,2939,0,1,0,468,3,9,2,0,68,940,463
3.,94341,10,11,0,5635,0,3,0,665,2,9,3,0,61,1445,700
4.,91177,12,12,0,8795,0,3,1,845,1,11,5,0,50,1923,925
5.,87861,11,12,0,12106,1,8,1,993,0,9,6,2,29,2352,1139
6.,84620,10,13,0,15343,1,11,2,1095,0,8,7,1,34,2779,1332
7.,81703,10,14,0,18258,0,12,3,1187,0,7,7,2,26,3165,1485
8.,79094,8,14,0,20864,2,15,3,1259,1,6,5,3,15,3543,1605
9.,76740,12,15,0,23213,2,14,4,1393,1,6,7,3,18,3965,1790
10.,74636,13,12,1,25313,3,18,4,1466,1,6,9,3,16,4324,1908
11.,72725,11,15,2,27222,2,18,5,1544,0,7,9,2,12,4679,2049
12.,71080,5,19,2,28866,2,18,8,1579,0,5,8,3,13,5044,2137
13.,69676,9,21,3,30260,1,23,7,1630,1,11,9,2,15,5421,2207
14.,68548,9,21,4,31383,1,23,11,1656,0,12,9,0,6,5729,2282
15.,67638,13,23,5,32285,2,19,15,1699,1,16,7,3,19,6084,2368
16.,66768,10,21,8,33154,1,19,19,1723,0,8,14,2,7,6367,2432
17.,66081,9,24,6,33837,1,20,22,1738,0,9,9,4,9,6675,2489
18.,65573,7,16,8,34344,0,27,25,1775,0,6,7,4,7,7025,2557
19.,65043,11,16,8,34867,0,28,27,1793,0,8,5,3,7,7313,2635
20.,64527,8,19,9,35379,2,28,28,1803,0,8,5,3,10,7672,2663
21.,64132,7,19,9,35770,2,29,32,1839,0,9,3,2,5,7961,2686
22.,63873,10,16,13,36023,3,30,32,1856,0,11,3,1,4,8306,2700
23.,63608,11,16,18,36283,3,27,34,1865,0,9,5,1,3,8615,2723
24.,63467,9,16,19,36421,4,28,36,1850,0,6,4,1,3,8937,2738
25.,63300,7,10,22,36588,1,36,36,1837,0,4,1,1,4,9251,2752
26.,63085,7,10,23,36801,1,32,41,1833,0,4,0,1,2,9556,2765
27.,63012,6,13,25,36872,2,29,41,1851,0,3,1,1,8,9878,2809
28.,62819,10,13,28,37058,2,26,44,1858,0,6,3,0,2,10153,2822
29.,62920,10,12,28,36954,2,29,45,1857,0,4,6,0,3,10434,2821
30.,62735,8,15,27,37136,2,28,49,1872,0,6,4,0,4,10736,2824
31.,62776,10,8,32,37090,3,29,52,1868,0,4,3,0,1,11078,2806
32.,62795,6,7,33,37070,2,31,56,1845,0,2,3,0,4,11390,2814
33.,62822,5,8,30,37042,1,32,60,1833,0,2,2,0,3,11707,2800
34.,62944,5,7,31,36917,2,32,62,1851,0,4,0,0,1,12017,2826
35.,62895,9,5,36,36962,1,29,63,1868,0,7,1,0,1,12301,2856
36.,62895,5,9,36,36960,1,28,66,1841,0,4,1,0,3,12603,2830
37.,62811,6,11,37,37042,0,24,69,1867,0,6,1,0,3,12914,2864
38.,62792,5,8,38,37060,0,27,70,1880,0,6,0,0,2,13217,2872
39.,62676,5,10,40,37174,1,25,69,1903,0,5,1,0,1,13485,2871
40.,62618,7,9,40,37230,1,26,69,1917,0,3,1,0,0,13818,2872
41.,62605,5,8,44,37241,3,28,66,1886,0,3,1,0,0,14106,2880
42.,62640,3,10,47,37204,2,28,66,1872,0,3,2,0,3,14389,2864
43.,62512,2,9,46,37332,2,27,70,1894,0,1,1,0,3,14701,2905
44.,62273,3,10,47,37569,2,25,71,1860,0,2,0,0,2,15005,2898
45.,62134,5,9,50,37706,1,23,72,1859,0,4,0,0,3,15276,2884
46.,62246,5,10,54,37590,2,23,70,1861,0,5,1,0,2,15533,2884
47.,62356,5,10,50,37479,2,21,77,1853,0,5,1,0,1,15838,2885
48.,62326,5,12,54,37505,1,22,75,1906,0,5,1,0,1,16127,2892
49.,62219,5,13,55,37609,2,21,76,1904,0,7,0,0,3,16420,2936
50.,62202,7,11,56,37623,1,20,80,1911,0,6,1,0,1,16751,2952
51.,62282,5,11,60,37542,2,20,78,1890,0,4,2,0,5,17078,2931
52.,62393,5,16,59,37425,3,18,81,1860,0,5,2,0,1,17373,2939
53.,62404,2,14,62,37414,2,21,81,1849,0,3,0,0,1,17653,2928
54.,62472,5,13,64,37341,0,25,80,1816,0,4,2,0,2,17962,2922
55.,62443,6,11,63,37367,0,27,83,1796,0,5,0,0,2,18270,2898
56.,62498,9,13,62,37307,0,25,86,1834,0,5,0,0,1,18600,2904
57.,62386,9,14,65,37415,1,24,86,1830,0,5,1,0,2,18907,2934
58.,62397,8,17,65,37400,3,21,89,1853,0,2,2,0,3,19214,2902
