# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '21' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-7-21.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '6' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '1.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '0.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "865363295"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,89787,286,845,0,8848,14,219,1,263,154,286,123,10,7,9592,9526
2.,86090,363,747,1,12215,108,473,3,469,48,325,106,27,1,18450,18375
3.,85020,380,743,9,13044,157,634,13,659,28,167,27,26,2,26616,25899
4.,84330,457,837,19,13440,177,716,24,801,20,122,14,21,6,34478,32171
5.,83284,549,936,36,14140,197,810,48,935,21,101,19,21,1,41963,38442
6.,82427,651,1040,63,14608,209,919,83,1033,22,75,7,14,3,48985,44225
7.,81579,735,1146,119,15052,221,1035,113,1131,19,63,10,10,2,55780,49635
8.,81151,818,1273,161,15038,246,1141,172,1233,21,65,14,8,6,61971,54400
9.,80470,897,1376,228,15267,244,1270,248,1328,16,71,15,9,4,68047,59050
10.,79927,1022,1481,317,15290,258,1403,302,1437,19,59,12,5,3,73708,63305
11.,79333,1097,1631,416,15300,312,1523,388,1507,12,43,9,9,5,79100,66980
12.,78539,1209,1783,542,15518,311,1611,487,1562,14,41,8,8,7,83972,70462
13.,78205,1336,1883,694,15230,298,1754,600,1614,10,49,9,9,3,88829,73257
14.,77604,1472,2018,855,15147,307,1885,712,1680,16,43,13,11,4,93547,75789
15.,77049,1601,2183,1035,14972,338,2001,821,1690,14,41,14,18,4,97960,77941
16.,76263,1712,2398,1256,14973,352,2124,922,1712,6,26,15,8,2,102306,79886
17.,75701,1798,2612,1481,14746,351,2264,1047,1705,23,41,16,11,5,106616,81288
18.,74804,1908,2806,1690,14761,384,2452,1195,1699,23,24,10,11,4,110781,82717
19.,74026,2017,3006,1958,14606,388,2611,1388,1743,22,42,15,12,3,114799,84111
20.,72996,2206,3206,2275,14573,418,2801,1525,1757,11,33,8,14,5,118694,85217
21.,71971,2303,3459,2605,14548,439,2978,1697,1755,16,39,14,10,4,122731,86438
22.,71088,2473,3670,2977,14293,449,3180,1870,1778,26,34,8,14,2,126500,87068
23.,69841,2639,3890,3370,14352,465,3370,2073,1781,20,30,8,14,3,130216,87854
24.,68688,2823,4140,3806,14233,498,3490,2322,1782,23,33,24,12,3,133910,88602
25.,67564,2978,4334,4281,14060,541,3758,2484,1772,19,40,10,22,2,137593,89183
26.,66331,3133,4567,4798,13932,582,3928,2729,1721,21,33,10,13,3,141166,89586
27.,65049,3182,4876,5293,13904,612,4101,2983,1755,18,38,5,24,3,144625,89952
28.,63888,3283,5065,5860,13697,623,4384,3200,1769,19,29,14,10,3,148216,90292
29.,62494,3424,5231,6419,13645,623,4646,3518,1789,17,33,15,18,3,151710,90656
30.,61091,3532,5458,7019,13519,670,4870,3841,1793,14,25,14,15,5,155154,90990
31.,59658,3526,5731,7673,13525,690,5003,4194,1813,22,25,10,16,0,158619,91434
32.,58371,3668,5896,8317,13286,699,5225,4538,1804,18,38,14,16,4,162198,91783
33.,57170,3759,6034,8996,12948,712,5486,4895,1812,19,41,15,24,0,165668,92023
34.,55710,3751,6247,9762,12852,761,5648,5269,1846,18,28,8,17,3,169240,92274
35.,54348,3844,6309,10593,12694,726,5938,5548,1843,20,26,10,14,1,172767,92444
36.,52974,3831,6562,11470,12536,728,5979,5920,1840,22,33,17,12,1,176224,92551
37.,51819,3726,6663,12324,12284,753,6117,6314,1828,21,35,10,4,2,179664,92628
38.,50514,3779,6741,13215,12063,738,6307,6643,1846,14,17,10,10,2,183114,92763
39.,49490,3758,6703,14178,11660,735,6484,6992,1861,19,23,8,8,2,186517,92745
40.,48086,3753,6781,14985,11626,709,6606,7454,1869,12,24,4,15,1,189925,92837
41.,46971,3738,6846,15914,11316,706,6644,7865,1866,16,35,7,11,0,193130,92816
42.,45751,3606,6886,16853,11205,734,6736,8229,1850,11,34,13,13,3,196560,92900
43.,44761,3638,6894,17833,10782,679,6828,8585,1877,17,22,8,8,0,199822,92847
44.,43524,3444,6904,18725,10725,730,6855,9093,1903,16,23,15,16,0,203202,93048
45.,42651,3372,6826,19780,10308,691,6931,9441,1866,17,27,3,19,2,206431,92830
46.,41705,3278,6774,20842,10005,672,6928,9796,1855,6,31,12,12,1,209661,92826
47.,40814,3238,6669,21936,9686,633,6846,10178,1844,15,16,11,10,1,213133,92660
48.,39844,3168,6543,22986,9466,647,6830,10516,1861,15,21,7,8,3,216426,92543
49.,38912,3136,6428,24084,9235,595,6802,10808,1887,16,20,6,15,1,219738,92505
50.,37922,3070,6383,25064,9067,561,6677,11256,1925,12,21,4,15,1,223108,92449
51.,37229,3009,6279,26122,8702,554,6636,11469,1933,7,21,11,7,1,226530,92308
52.,36546,2867,6087,27191,8409,542,6556,11802,1878,11,13,4,11,2,230092,92326
