# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '22' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-26-22.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '25' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '12' '-var' 'm' '500.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "921970688"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,95514,359,932,0,3056,2,137,0,259,8127,367,171,6,486,486,382
2.,78982,563,956,1,19210,33,254,1,480,692,549,364,37,162,898,737
3.,71350,608,942,10,26528,85,467,10,671,235,575,431,84,71,1333,1008
4.,65728,580,944,25,31839,179,675,30,837,144,535,336,123,47,1760,1257
5.,61458,523,914,38,35842,256,905,64,962,87,410,235,121,36,2105,1465
6.,58173,437,867,67,38898,311,1134,113,1068,53,283,93,116,29,2470,1638
7.,55669,395,851,79,41207,324,1289,186,1174,49,205,70,86,20,2790,1783
8.,53842,378,847,106,42841,305,1407,274,1234,35,171,49,55,17,3174,1933
9.,52222,359,887,142,44264,291,1481,354,1329,40,168,47,38,18,3526,2059
10.,50685,374,904,187,45585,261,1558,446,1385,32,181,32,24,11,3884,2179
11.,49394,385,881,244,46653,280,1614,549,1430,37,147,33,19,23,4219,2267
12.,48565,361,896,303,47309,254,1661,651,1501,25,146,26,10,11,4528,2376
13.,47779,354,901,365,47908,265,1684,744,1545,23,139,31,20,13,4876,2467
14.,47088,326,873,445,48432,261,1710,865,1619,35,108,26,21,9,5184,2547
15.,46545,314,903,507,48805,246,1708,972,1643,21,133,32,20,8,5557,2648
16.,45950,321,871,559,49219,250,1754,1076,1691,20,116,23,15,17,5877,2743
17.,45527,314,887,610,49461,233,1765,1203,1699,28,126,21,10,15,6240,2834
18.,45290,312,885,696,49505,232,1796,1284,1712,19,133,17,16,10,6545,2904
19.,44989,321,869,786,49614,224,1801,1396,1736,20,120,25,18,8,6786,2931
20.,44809,323,874,869,49597,231,1780,1517,1786,16,132,22,21,15,7073,2998
21.,44581,299,873,913,49658,230,1792,1654,1801,21,111,19,21,9,7353,3075
22.,44469,295,841,999,49610,228,1798,1760,1805,16,107,15,6,18,7648,3090
23.,44260,309,835,1083,49650,230,1764,1869,1821,19,111,20,18,18,7921,3117
24.,44083,294,837,1156,49652,242,1772,1964,1846,18,113,15,12,9,8197,3180
25.,44041,280,856,1227,49535,249,1770,2042,1845,10,97,25,17,13,8464,3212
26.,44017,293,850,1286,49391,250,1768,2145,1874,21,101,16,14,11,8688,3228
27.,43935,277,848,1396,49343,229,1754,2218,1856,17,76,17,19,11,8947,3230
28.,43648,275,863,1480,49487,192,1728,2327,1846,13,107,18,14,15,9220,3289
29.,43577,279,813,1558,49377,200,1759,2437,1880,10,113,14,17,9,9513,3343
30.,43655,262,839,1657,49143,194,1723,2527,1890,18,105,18,14,11,9793,3355
31.,43526,309,801,1749,49090,190,1717,2618,1871,19,126,21,10,13,10012,3381
32.,43507,304,813,1840,48929,219,1706,2682,1874,13,123,19,14,8,10290,3407
33.,43520,272,833,1932,48763,224,1704,2752,1859,21,96,16,21,13,10535,3412
34.,43515,277,820,1983,48606,220,1725,2854,1867,15,104,21,6,9,10811,3401
35.,43415,256,834,2060,48541,224,1723,2947,1858,29,94,19,15,14,11101,3407
36.,43317,273,821,2135,48466,215,1753,3020,1866,17,108,13,16,15,11396,3452
37.,43253,280,830,2233,48356,218,1759,3071,1900,21,108,18,16,17,11630,3496
38.,43137,272,856,2313,48329,216,1728,3149,1891,20,93,25,20,13,11902,3522
39.,43118,278,828,2410,48189,207,1735,3235,1921,26,116,14,18,7,12146,3523
40.,42911,267,814,2503,48247,207,1733,3318,1935,22,115,20,17,13,12369,3537
41.,42855,278,814,2560,48141,201,1741,3410,1902,14,99,22,23,12,12603,3519
