# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '18' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-88-18.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '87' '-var' 'INIT_I' '10.0' '-var' 'k_result' '12' '-var' 'm' '10000.0' '-var' 'thetaD' '1.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "7928534"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99635,4,10,0,350,0,1,0,238,27,4,0,0,244,9965,884
2.,99282,6,9,0,701,0,2,0,431,10,5,1,0,155,19703,3186
3.,98964,8,10,0,1015,1,2,0,635,4,7,3,0,123,29418,6527
4.,98782,9,9,0,1193,0,7,0,783,4,10,4,0,109,38794,10243
5.,98561,14,10,0,1407,0,7,1,916,4,10,8,0,97,47935,14285
6.,98398,14,15,1,1564,0,7,1,1027,0,8,10,0,117,56660,18446
7.,98260,16,17,2,1696,0,9,0,1165,3,10,10,0,103,65199,22874
8.,98169,22,19,2,1775,0,12,1,1234,2,17,10,1,119,73474,26964
9.,97990,25,27,4,1938,1,13,2,1302,3,20,15,3,119,81350,30963
10.,97999,27,28,4,1921,0,16,5,1358,7,15,19,7,107,89031,34566
11.,97920,28,31,7,1989,2,15,8,1407,7,20,18,8,102,96430,37707
12.,97766,27,34,9,2133,3,21,7,1477,2,18,18,8,87,103615,40776
13.,97706,36,44,9,2170,2,20,13,1538,3,27,19,11,69,110585,43485
14.,97559,43,48,12,2297,1,26,14,1591,6,32,21,14,87,117455,46186
15.,97604,42,48,17,2237,2,32,18,1632,3,33,24,10,76,124121,48628
16.,97611,49,47,23,2207,1,45,17,1650,4,39,27,9,81,130542,50552
17.,97518,59,62,26,2269,2,42,22,1680,5,49,33,9,74,136840,52309
18.,97480,62,69,32,2287,0,44,26,1691,9,41,37,13,85,143020,53999
19.,97367,62,71,39,2376,3,57,25,1714,5,44,40,16,90,148857,55280
20.,97351,61,77,48,2374,0,61,28,1706,7,46,34,15,64,154800,56525
21.,97278,71,77,58,2417,1,69,29,1736,6,55,39,17,76,160768,57777
22.,97206,74,91,63,2460,3,66,37,1771,6,47,44,15,64,166342,58731
23.,97148,80,112,75,2478,1,67,39,1816,8,54,42,20,71,172017,59603
24.,97018,89,120,86,2565,1,81,40,1841,9,66,41,16,67,177872,60658
25.,96954,102,115,101,2581,7,95,45,1876,15,70,42,14,80,183256,61611
26.,96956,110,123,114,2537,3,108,49,1894,8,72,38,16,57,188594,62409
27.,96780,131,143,133,2649,3,105,56,1889,8,87,40,15,70,194249,63146
28.,96764,148,150,144,2605,6,119,64,1858,6,82,43,19,63,199874,63742
29.,96731,159,182,167,2566,5,116,74,1870,11,92,46,13,77,205432,64307
30.,96587,166,208,186,2636,8,128,81,1883,17,93,61,13,64,210898,65019
31.,96371,192,227,207,2751,7,147,98,1917,13,102,58,14,62,216021,65564
32.,96262,217,225,245,2771,5,171,104,1948,11,103,30,15,50,221334,66069
33.,96119,232,274,268,2815,4,168,120,1937,12,95,46,13,66,226666,66854
34.,96010,276,319,299,2775,11,184,126,1925,14,136,43,15,45,232017,67449
35.,95771,322,359,346,2851,21,204,126,1891,23,151,45,15,45,236932,67873
36.,95689,354,382,392,2784,19,238,142,1901,15,137,41,16,46,241966,68444
37.,95442,387,417,443,2850,30,278,153,1895,18,142,24,16,48,246912,68891
38.,95239,437,497,490,2848,26,296,167,1860,21,137,34,25,42,252195,69605
39.,95012,495,530,535,2887,25,316,200,1859,26,114,19,9,31,257130,69978
40.,94668,530,589,594,3000,32,372,215,1854,18,125,21,14,33,261923,70645
41.,94456,590,656,654,2953,24,423,244,1866,28,128,19,18,34,266942,71340
42.,93997,666,723,746,3115,27,471,255,1850,21,128,23,18,36,271849,72276
43.,93717,701,795,836,3095,58,514,284,1818,26,92,21,27,28,276837,73143
44.,93239,752,914,910,3240,61,539,345,1817,28,105,24,11,35,281338,73977
45.,92759,867,995,1004,3323,62,623,367,1814,32,128,22,20,26,285813,74860
46.,92288,931,1134,1133,3391,64,646,413,1790,24,114,23,20,30,290469,75847
47.,91678,1051,1226,1268,3517,69,725,466,1792,28,113,35,24,19,295221,77128
48.,91105,1189,1342,1449,3546,82,806,481,1831,30,111,30,27,18,299722,78132
49.,90528,1334,1457,1597,3584,86,881,533,1791,19,95,23,17,14,303935,79050
50.,89727,1414,1594,1792,3798,110,976,589,1831,31,95,17,26,19,308333,79940
51.,88944,1570,1758,1999,3928,112,1049,640,1809,35,89,18,25,19,312644,80932
52.,88223,1676,1934,2214,3940,132,1153,728,1821,22,78,26,32,10,316913,81874
53.,87182,1796,2129,2469,4220,132,1289,783,1853,37,91,22,31,18,321113,82796
