# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '7' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-70-7.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '69' '-var' 'INIT_I' '10.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '1.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "536956884"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99256,2,8,0,732,0,2,0,268,4,2,0,0,18,9959,286
2.,98160,4,9,0,1823,0,4,0,483,0,4,3,0,9,19965,531
3.,96852,6,9,0,3128,0,5,0,690,0,7,3,0,7,29833,767
4.,95449,4,12,1,4526,0,8,0,838,0,12,2,0,6,39688,936
5.,93921,5,11,1,6052,0,10,0,995,0,6,6,0,5,49526,1141
6.,92502,6,11,1,7468,0,11,1,1125,0,7,5,2,5,59419,1318
7.,91062,7,13,2,8903,0,11,2,1217,0,11,3,3,3,69443,1475
8.,89607,2,16,2,10358,1,12,2,1288,0,7,6,3,2,79468,1614
9.,88041,6,13,2,11918,1,16,3,1376,0,7,6,2,2,89479,1768
10.,86737,10,11,2,13215,1,20,4,1434,0,10,5,1,5,99363,1888
11.,85592,7,10,4,14356,1,24,6,1452,0,9,5,0,5,109225,1980
12.,84465,10,13,4,15478,0,21,9,1503,0,10,4,0,4,118996,2116
13.,83527,8,14,5,16414,1,21,10,1554,0,9,4,0,4,129067,2222
14.,82671,11,12,4,17266,1,21,14,1556,0,8,7,1,0,138819,2288
15.,81940,7,12,7,17995,3,22,14,1593,0,4,5,0,0,148602,2356
16.,81299,7,13,7,18634,2,22,16,1623,0,3,5,0,0,158341,2455
17.,80681,11,12,10,19247,1,22,16,1691,0,7,4,0,0,168011,2534
18.,79978,11,14,11,19946,1,19,20,1733,0,7,3,0,2,177820,2589
19.,79241,11,14,12,20680,0,22,20,1741,0,9,3,0,1,187671,2620
20.,78705,8,12,16,21214,2,23,20,1741,0,6,4,0,2,197315,2659
21.,78130,8,11,17,21786,4,21,23,1783,0,4,2,0,3,206825,2714
22.,77603,8,12,17,22310,3,21,26,1815,0,2,3,1,2,216548,2773
23.,77057,8,13,19,22852,3,21,27,1847,0,5,1,2,1,226545,2790
24.,76686,7,15,21,23219,3,18,31,1859,0,6,4,2,3,236308,2838
25.,76453,12,13,23,23446,4,17,32,1864,0,9,4,0,0,246055,2835
26.,76213,12,13,23,23683,5,19,32,1873,0,6,3,0,1,255847,2854
27.,76068,10,15,25,23823,7,21,31,1856,0,5,3,0,2,265579,2893
28.,75908,12,14,29,23979,4,22,32,1859,0,5,4,0,2,275341,2924
29.,75744,11,14,29,24139,5,25,33,1870,0,5,4,0,2,285173,2927
30.,75574,10,17,34,24304,4,22,35,1865,0,4,1,1,1,295097,2954
31.,75432,8,16,35,24444,4,23,38,1885,0,4,0,0,1,304800,2968
32.,75386,12,14,37,24485,3,23,40,1887,0,7,1,0,0,314498,2977
33.,75206,15,17,37,24660,2,20,43,1856,0,6,3,0,2,324231,2955
34.,75009,16,22,39,24848,3,18,45,1861,0,7,8,0,1,334270,2988
35.,74760,14,20,40,25092,4,24,46,1870,0,7,5,0,0,344200,2995
36.,74585,11,19,45,25261,5,29,45,1843,0,8,3,0,0,353985,3002
37.,74716,13,18,46,25124,2,35,46,1809,1,8,1,0,1,363670,3002
38.,74641,9,23,44,25192,7,31,53,1813,0,4,2,0,0,373383,3000
39.,74586,14,27,45,25238,3,33,54,1821,0,7,1,0,2,383199,3003
40.,74344,14,31,50,25470,4,33,54,1841,0,9,2,1,1,392983,3028
41.,74234,12,27,56,25576,4,37,54,1860,0,4,3,0,1,402828,3042
42.,73984,13,28,61,25816,5,36,57,1889,1,7,4,0,0,412759,3065
43.,73912,8,33,65,25884,5,35,58,1883,0,6,2,0,0,422543,3046
44.,73847,10,30,67,25937,8,38,63,1860,0,9,2,0,2,432484,3022
45.,73713,16,24,72,26060,10,41,64,1874,0,10,3,1,0,442258,3045
46.,73625,15,28,76,26142,7,42,65,1856,0,11,2,0,0,452130,3035
47.,73694,8,25,86,26069,7,47,64,1827,0,10,1,0,0,461891,3021
48.,73669,8,23,84,26084,10,52,70,1810,0,7,1,0,0,471776,3008
49.,73585,9,27,87,26159,8,52,73,1802,0,2,3,1,1,481564,3039
50.,73509,15,23,86,26226,4,53,84,1800,0,5,0,0,0,491297,3039
51.,73518,14,26,95,26211,5,50,81,1831,0,6,0,0,1,501178,3048
52.,73386,12,25,97,26338,6,49,87,1815,0,4,3,0,0,510842,3010
53.,73445,13,22,95,26273,6,53,93,1834,0,6,1,0,1,520632,3037
54.,73535,16,19,103,26177,5,49,96,1864,0,5,0,0,0,530202,3003
55.,73522,14,23,111,26186,2,50,92,1858,0,5,0,1,2,539994,3041
56.,73563,18,23,115,26134,3,49,95,1845,0,9,2,0,1,549767,3042
57.,73494,22,30,112,26186,7,47,102,1828,0,9,2,0,1,559476,2994
58.,73529,20,29,115,26142,9,48,108,1824,0,9,2,0,0,569352,2987
59.,73390,19,32,121,26273,8,48,109,1855,0,7,1,0,0,579305,3023
60.,73198,18,36,119,26453,11,51,114,1871,0,5,0,1,1,589275,3028
61.,72936,23,35,121,26699,13,52,121,1886,0,7,1,0,0,599040,3041
62.,72776,24,36,122,26849,12,55,126,1918,0,7,1,0,0,608887,3050
63.,72664,24,39,127,26949,10,62,125,1893,0,13,0,0,0,618607,3040
64.,72525,26,41,128,27069,16,63,132,1851,0,8,2,0,0,628395,3004
65.,72407,28,41,139,27173,10,61,141,1843,2,12,0,0,1,638172,2992
66.,72419,22,43,147,27152,11,66,140,1850,0,8,0,0,0,647989,2982
67.,72192,23,44,157,27364,14,62,144,1880,0,7,1,0,0,657817,3000
68.,71881,29,43,162,27660,13,63,149,1948,0,12,1,0,1,667744,3054
69.,71713,23,44,167,27817,15,66,155,1910,0,4,1,0,1,677355,3034
70.,71501,26,41,176,28008,17,66,165,1928,1,13,1,0,1,687094,3022
71.,71390,24,41,180,28105,21,67,172,1904,0,7,1,0,0,696951,3021
72.,71234,22,42,186,28246,17,77,176,1912,0,6,1,0,0,706637,3009
73.,71097,20,45,191,28374,16,75,182,1916,0,3,0,1,1,716435,3050
74.,70928,23,47,189,28529,18,72,194,1890,0,5,1,0,0,726063,3050
75.,70766,28,43,194,28675,22,70,202,1892,0,8,1,0,0,735776,3035
76.,70698,27,42,203,28734,17,73,206,1869,0,3,1,0,0,745639,3016
77.,70603,23,48,202,28818,15,73,218,1864,0,2,0,0,1,755288,3006
78.,70584,30,42,209,28821,13,74,227,1876,0,5,0,0,0,765224,3015
79.,70450,28,42,214,28941,13,74,238,1893,0,8,1,0,0,774878,3042
80.,70359,20,42,216,29026,17,70,250,1916,0,3,0,0,1,784589,3075
81.,70238,20,44,222,29138,14,73,251,1908,0,3,1,0,0,794168,3040
82.,70191,27,38,232,29171,12,76,253,1917,0,7,0,0,1,803999,3005
83.,70059,24,46,236,29287,15,73,260,1900,0,11,1,0,0,813621,3000
84.,69841,21,46,248,29488,16,81,259,1876,0,7,1,0,0,823328,2993
85.,69668,20,47,255,29645,13,79,273,1861,0,11,0,0,0,833012,2995
86.,69594,21,44,263,29702,14,78,284,1856,0,8,0,0,0,842752,2988
87.,69466,20,46,266,29812,18,78,294,1874,0,11,0,0,1,852502,3015
88.,69414,22,43,275,29850,16,80,300,1890,0,8,0,0,0,862415,3018
89.,69451,24,47,278,29798,19,76,307,1922,0,6,0,0,0,872115,3030
90.,69326,22,45,277,29916,19,71,324,1952,0,3,0,0,1,881912,3037
91.,69215,26,43,292,30010,16,79,319,1967,0,8,0,0,0,891682,3033
92.,69043,18,52,303,30169,20,70,325,1969,0,8,1,0,0,901544,3017
93.,68822,20,56,309,30372,18,74,329,1938,0,8,1,1,1,911315,3007
94.,68608,19,56,317,30571,17,81,331,1909,0,7,0,0,1,921045,2993
95.,68521,20,48,326,30646,17,89,333,1930,0,5,0,0,0,930770,3016
96.,68472,27,42,334,30679,15,93,338,1919,0,5,0,0,0,940504,3020
97.,68446,26,46,349,30693,15,89,336,1922,0,6,1,0,0,950319,3004
98.,68414,27,44,356,30707,19,89,344,1923,0,9,0,0,2,960264,2978
99.,68362,21,52,367,30751,19,85,343,1929,0,3,0,1,0,970180,2998
100.,68233,23,52,370,30863,15,92,352,1903,0,8,1,0,0,979830,2978
101.,68068,21,51,380,31010,17,96,357,1864,0,5,1,0,1,989489,2992
102.,67926,26,51,384,31138,13,93,369,1891,0,7,1,0,0,999426,3008
103.,67821,24,47,392,31228,16,89,383,1885,0,5,0,0,0,1009322,2985
104.,67764,23,46,397,31272,16,89,393,1899,0,7,0,1,0,1019032,2946
105.,67639,23,49,406,31382,14,90,397,1888,0,9,2,0,0,1028796,2948
106.,67684,24,43,413,31323,17,96,400,1888,0,6,0,0,0,1038417,2949
107.,67640,24,47,421,31357,13,87,411,1876,0,3,0,0,0,1048061,2939
108.,67554,31,46,434,31427,13,86,409,1857,0,8,1,0,0,1057802,2926
109.,67517,25,53,435,31451,13,83,423,1817,0,6,0,0,1,1067608,2887
110.,67575,23,47,447,31381,17,81,429,1793,0,7,0,0,0,1077293,2884
111.,67507,24,45,464,31437,17,81,425,1777,0,4,0,0,0,1087125,2873
112.,67573,23,41,474,31362,16,82,429,1794,0,3,0,0,1,1096772,2887
113.,67693,23,40,472,31230,10,92,440,1797,1,7,0,0,0,1106546,2910
114.,67674,22,40,482,31236,13,90,443,1845,0,3,0,0,0,1116423,2918
115.,67800,21,39,492,31099,12,93,444,1825,0,5,0,0,0,1126230,2895
116.,67838,14,44,501,31052,14,91,446,1843,0,1,0,0,0,1136013,2897
117.,67869,21,46,503,31004,10,93,454,1841,1,9,0,0,0,1145814,2914
118.,67820,20,42,507,31038,15,95,463,1823,0,9,0,0,0,1155704,2905
119.,67864,28,46,513,30976,16,91,466,1827,0,10,1,0,1,1165387,2878
120.,67838,22,42,516,30987,21,96,478,1823,0,3,1,0,0,1175109,2872
121.,67842,26,40,526,30975,9,95,487,1838,0,2,1,0,0,1184874,2857
122.,67863,23,37,545,30945,10,97,480,1879,0,4,0,0,0,1194532,2850
123.,67933,20,36,553,30868,13,85,492,1862,0,4,0,0,0,1204204,2832
124.,67928,19,34,558,30863,15,81,502,1858,0,3,0,0,0,1214126,2837
125.,67910,21,35,571,30872,13,77,501,1847,0,4,1,0,0,1223886,2851
126.,67935,26,34,581,30831,15,77,501,1847,0,4,0,0,0,1233806,2857
127.,67924,23,39,590,30829,16,69,510,1842,0,6,0,0,0,1243563,2846
128.,67825,16,43,602,30918,20,68,508,1875,0,3,0,0,0,1253325,2877
129.,67629,24,47,613,31095,14,67,511,1858,0,9,0,0,1,1263101,2874
130.,67561,22,49,628,31146,19,68,507,1895,1,5,0,0,0,1272941,2899
131.,67347,18,53,630,31341,23,74,514,1882,0,6,0,0,0,1282525,2903
132.,67255,17,53,634,31423,14,84,520,1876,0,4,0,0,0,1292352,2926
133.,67236,17,52,638,31431,16,77,533,1869,0,4,0,0,0,1302069,2952
134.,67008,21,58,643,31644,15,72,539,1868,0,7,0,0,0,1311899,2954
135.,66858,23,45,653,31778,17,82,544,1872,1,5,0,0,0,1321684,2958
136.,66669,19,48,664,31953,21,78,548,1900,0,3,0,0,0,1331506,2961
137.,66532,20,48,665,32077,17,78,563,1863,0,2,0,0,0,1341230,2947
138.,66378,18,47,676,32215,15,86,565,1910,0,4,0,0,0,1350948,2953
139.,66273,18,48,686,32312,13,84,566,1909,0,5,0,0,1,1360867,2962
140.,66183,22,45,689,32380,20,77,584,1943,0,3,0,1,0,1370862,2977
141.,66140,25,47,701,32406,24,75,582,1926,0,5,0,0,1,1380607,2951
142.,66037,25,45,706,32498,18,82,589,1965,0,4,0,0,0,1390312,2944
143.,65968,27,50,709,32554,17,80,595,1931,0,3,0,0,0,1399980,2939
144.,65897,26,50,716,32612,14,85,600,1897,0,3,2,0,1,1409677,2923
145.,65752,22,57,721,32743,18,80,607,1873,0,3,0,0,0,1419391,2943
146.,65584,28,51,731,32894,19,80,613,1878,0,4,0,0,1,1429204,2899
147.,65532,25,56,737,32930,17,82,621,1863,1,6,0,0,1,1439014,2894
148.,65505,33,47,750,32938,17,86,624,1874,0,6,0,0,2,1448630,2919
149.,65383,30,53,758,33046,19,77,634,1902,0,3,0,0,2,1458319,2935
150.,65258,36,55,762,33147,28,75,639,1910,0,3,1,0,0,1467988,2940
151.,65126,32,56,766,33272,20,74,654,1932,0,3,0,0,0,1477864,2928
152.,65123,32,53,774,33260,24,74,660,1947,0,5,0,0,0,1487662,2939
153.,65036,30,59,781,33329,28,63,674,1949,0,5,0,0,0,1497327,2915
154.,64934,30,63,793,33414,30,68,668,1990,0,3,0,0,1,1507093,2923
155.,64771,31,65,799,33561,28,71,674,1972,0,1,0,0,0,1516796,2884
156.,64671,42,63,803,33635,24,80,682,1959,0,8,0,0,0,1526595,2890
157.,64698,34,70,802,33591,27,84,694,1963,0,5,0,0,1,1536252,2871
158.,64685,33,64,816,33579,28,95,700,1933,0,5,0,0,0,1545721,2865
159.,64577,28,65,812,33676,23,100,719,1933,0,3,0,0,1,1555654,2851
160.,64577,28,69,826,33656,21,102,721,1883,0,2,0,0,0,1565513,2821
161.,64556,34,67,844,33653,19,99,728,1880,0,7,0,0,0,1575263,2811
162.,64528,24,60,850,33670,21,110,737,1866,0,2,0,0,1,1585034,2800
163.,64495,24,59,862,33688,17,112,743,1869,0,7,0,0,1,1594765,2795
164.,64482,28,59,862,33685,18,111,755,1885,0,5,0,0,0,1604550,2794
165.,64440,23,55,861,33713,14,113,781,1895,0,6,0,0,0,1614083,2804
166.,64378,21,60,872,33758,18,102,791,1834,0,7,0,0,0,1623938,2799
167.,64286,26,64,883,33825,21,104,791,1832,0,6,0,0,0,1633909,2788
168.,64285,22,60,884,33812,27,98,812,1821,0,2,0,0,0,1643754,2786
169.,64169,36,56,898,33905,28,95,813,1795,0,4,0,1,0,1653593,2761
170.,64079,32,57,906,33980,22,101,823,1801,0,3,0,0,0,1663265,2789
171.,64053,37,56,915,33987,14,106,832,1842,0,5,0,0,0,1672881,2787
172.,63983,31,62,928,34041,16,106,833,1853,0,4,0,0,0,1682581,2804
173.,63933,34,57,941,34069,23,105,838,1827,0,3,0,0,0,1692385,2784
174.,63778,35,59,941,34204,22,105,856,1838,0,2,0,0,0,1702160,2797
175.,63631,38,64,950,34326,27,105,859,1854,0,7,0,0,0,1711912,2772
176.,63557,33,58,956,34386,25,114,871,1881,0,4,0,0,0,1721721,2755
177.,63461,32,64,963,34466,26,105,883,1896,0,4,0,0,0,1731594,2769
178.,63393,35,64,962,34520,17,101,908,1886,0,6,0,0,0,1741454,2757
179.,63292,25,70,975,34602,24,102,910,1919,0,5,1,0,0,1751230,2766
180.,63153,25,70,980,34724,20,99,929,1911,0,4,0,0,1,1760893,2743
181.,63086,23,65,994,34771,23,102,936,1924,0,5,0,0,2,1770786,2741
182.,63070,25,63,982,34771,20,107,962,1953,0,3,0,0,0,1780494,2754
183.,62970,18,72,989,34855,22,102,972,1943,0,1,0,0,0,1790421,2762
184.,62852,23,68,1005,34954,23,101,974,1972,0,4,0,0,0,1800125,2801
185.,62706,25,68,1010,35078,27,107,979,1994,0,4,1,0,0,1809777,2792
186.,62683,26,64,1022,35086,24,108,987,1953,0,4,0,0,0,1819400,2761
187.,62595,25,70,1030,35156,23,104,997,1909,0,5,0,0,0,1829174,2777
188.,62551,30,67,1041,35185,22,101,1003,1878,0,3,0,0,0,1838908,2780
189.,62400,33,72,1052,35317,19,95,1012,1894,0,5,0,0,0,1848709,2782
190.,62372,27,71,1046,35324,26,101,1033,1857,0,2,0,1,0,1858485,2744
191.,62222,30,75,1055,35457,24,100,1037,1893,0,2,0,0,0,1868447,2778
192.,62064,35,80,1065,35595,21,98,1042,1858,0,4,0,0,0,1878312,2774
193.,61947,29,78,1088,35693,26,101,1038,1855,0,1,0,0,0,1888146,2747
194.,61877,34,80,1093,35742,21,105,1048,1863,0,8,0,0,0,1897868,2729
195.,61869,26,89,1099,35728,27,107,1055,1845,0,7,0,0,1,1907573,2716
196.,61770,34,86,1109,35806,19,105,1071,1867,0,5,0,0,1,1917478,2700
197.,61683,34,80,1126,35872,23,109,1073,1850,0,3,0,0,0,1927227,2703
198.,61618,37,79,1132,35909,28,113,1084,1874,0,6,1,0,0,1937018,2696
199.,61644,38,81,1145,35853,31,116,1092,1851,0,2,0,1,0,1946704,2702
200.,61585,34,93,1157,35886,31,116,1098,1886,0,3,0,0,1,1956458,2711
201.,61291,32,92,1175,36154,26,124,1106,1875,0,4,0,0,0,1966333,2704
202.,61170,36,90,1189,36244,32,134,1105,1880,0,5,0,0,0,1976151,2695
203.,61094,33,86,1198,36295,30,140,1124,1896,0,2,0,0,0,1985999,2712
204.,61015,29,81,1213,36357,30,140,1135,1958,0,5,0,0,0,1995797,2744
205.,60848,36,78,1228,36496,30,143,1141,1974,0,8,0,0,0,2005487,2759
206.,60799,35,80,1251,36525,31,142,1137,1931,0,3,0,0,0,2015359,2750
207.,60788,32,84,1252,36516,25,144,1159,1917,0,4,0,0,0,2025227,2740
208.,60827,39,83,1256,36457,24,134,1180,1883,0,4,1,0,0,2035161,2757
209.,60699,40,81,1276,36553,30,137,1184,1907,0,5,0,0,0,2045041,2771
210.,60575,36,91,1282,36661,28,126,1201,1898,0,2,0,0,0,2054888,2763
211.,60456,40,83,1286,36767,25,117,1226,1895,0,3,0,0,0,2064644,2759
212.,60368,41,79,1297,36831,30,114,1240,1891,0,4,0,0,0,2074451,2751
213.,60175,35,80,1312,37008,33,111,1246,1883,0,2,0,0,0,2084146,2776
214.,60098,42,77,1318,37063,27,115,1260,1880,0,5,1,0,0,2093920,2791
215.,60049,36,78,1342,37086,34,125,1250,1855,1,0,0,0,0,2103858,2784
216.,60050,41,78,1350,37066,27,120,1268,1864,0,3,0,0,0,2113597,2760
217.,59997,40,76,1354,37096,30,123,1284,1848,0,2,0,0,0,2123450,2746
218.,60014,38,74,1364,37065,23,134,1288,1838,0,2,0,0,1,2133177,2710
219.,60065,37,71,1375,36999,17,131,1305,1858,0,3,1,0,0,2142912,2713
220.,60094,30,82,1383,36957,18,120,1316,1867,0,4,1,0,1,2152879,2693
221.,60079,30,78,1394,36944,27,121,1327,1843,0,4,0,0,0,2162768,2694
222.,59953,32,79,1413,37047,29,120,1327,1853,0,5,0,0,0,2172356,2699
223.,59904,33,78,1426,37076,28,120,1335,1843,0,3,0,0,0,2182169,2658
224.,59896,33,84,1433,37065,33,114,1342,1839,0,0,0,0,0,2192156,2627
225.,59839,30,85,1442,37106,27,119,1352,1865,0,3,0,0,0,2201970,2606
226.,59822,33,84,1450,37100,20,122,1369,1843,0,6,0,0,0,2211812,2582
227.,59765,28,85,1462,37135,27,121,1377,1867,0,2,0,0,0,2221534,2606
228.,59791,36,84,1476,37085,27,120,1381,1861,0,9,0,0,0,2231549,2594
229.,59770,27,90,1503,37082,31,124,1373,1855,0,5,0,0,0,2241442,2576
230.,59637,38,83,1511,37189,25,132,1385,1901,0,5,0,0,0,2251357,2588
231.,59543,40,85,1513,37256,33,123,1407,1901,0,5,0,0,0,2261066,2616
232.,59510,42,88,1525,37265,33,122,1415,1868,0,4,0,0,0,2270786,2589
233.,59400,41,88,1522,37355,34,123,1437,1883,0,4,0,0,0,2280921,2607
234.,59252,39,87,1538,37478,37,130,1439,1896,0,2,0,0,0,2290722,2597
235.,59174,38,89,1533,37530,33,130,1473,1911,0,0,0,0,0,2300518,2606
236.,59020,42,91,1560,37652,38,126,1471,1904,0,3,0,0,0,2310397,2571
237.,58821,44,94,1564,37820,42,129,1486,1890,0,3,0,0,0,2320179,2597
238.,58704,35,105,1588,37920,36,132,1480,1911,1,4,0,0,0,2329888,2566
239.,58478,38,98,1590,38119,33,138,1506,1951,0,3,0,0,0,2339798,2577
240.,58402,38,98,1601,38172,32,135,1522,1896,0,6,0,0,0,2349741,2594
241.,58308,37,94,1605,38241,35,146,1534,1892,0,1,0,1,0,2359563,2623
242.,58265,43,90,1604,38252,37,148,1561,1907,0,5,0,0,0,2369529,2636
243.,58273,38,96,1623,38226,32,146,1566,1872,0,1,0,0,0,2379370,2607
244.,58174,33,93,1657,38307,33,150,1553,1863,1,1,0,1,0,2389119,2617
245.,58067,33,98,1647,38389,34,143,1589,1831,0,5,0,0,0,2399045,2613
246.,57969,30,95,1655,38464,37,148,1602,1822,0,5,0,0,0,2408875,2608
247.,57989,32,96,1653,38416,36,155,1623,1828,0,4,0,0,0,2418795,2600
248.,57894,42,96,1672,38477,38,158,1623,1847,0,5,0,0,0,2428380,2621
249.,57825,33,99,1673,38522,33,166,1649,1858,0,4,0,0,0,2438040,2622
250.,57716,37,92,1698,38602,38,162,1655,1867,0,4,0,0,1,2447926,2598
251.,57664,38,84,1717,38629,43,160,1665,1879,0,3,0,0,0,2457646,2615
252.,57737,41,81,1739,38533,36,168,1665,1880,0,5,0,0,0,2467393,2580
253.,57703,39,80,1763,38545,38,164,1668,1839,0,2,1,0,0,2477150,2544
254.,57720,43,81,1793,38502,41,160,1660,1877,1,1,0,0,1,2486850,2562
255.,57642,36,78,1815,38561,40,160,1668,1899,0,1,0,0,0,2496586,2579
256.,57709,33,81,1804,38477,39,158,1699,1880,0,1,0,0,1,2506466,2574
257.,57817,39,91,1806,38346,27,152,1722,1842,1,6,0,0,0,2516436,2570
258.,57758,31,88,1824,38390,27,154,1728,1824,0,1,0,0,0,2526206,2595
259.,57823,36,91,1829,38306,22,143,1750,1850,0,4,1,0,0,2535979,2576
260.,57704,41,87,1850,38398,23,141,1756,1901,0,2,0,0,0,2545909,2583
261.,57597,35,94,1861,38486,25,142,1760,1903,0,4,0,0,0,2555622,2585
262.,57495,33,103,1872,38560,26,140,1771,1904,0,4,0,0,1,2565418,2584
263.,57439,44,96,1880,38585,27,145,1784,1916,0,7,0,0,1,2575302,2582
264.,57288,42,94,1900,38710,30,153,1783,1936,0,1,0,0,0,2585072,2575
265.,57285,39,85,1901,38691,33,153,1813,1903,0,2,0,0,0,2594930,2593
266.,57204,36,82,1927,38750,34,154,1813,1887,0,5,0,0,2,2604900,2580
267.,57188,35,89,1932,38744,32,153,1827,1874,0,2,0,0,0,2614680,2584
268.,57087,38,81,1934,38827,34,147,1852,1862,0,0,0,0,0,2624427,2567
269.,57077,41,79,1961,38817,27,149,1849,1852,0,3,0,0,0,2634114,2539
270.,57040,25,81,1972,38842,33,144,1863,1843,0,0,0,0,0,2644104,2531
271.,57131,28,77,1985,38737,22,153,1867,1834,0,2,0,0,0,2653897,2502
272.,57123,23,82,1998,38731,22,148,1873,1858,0,2,0,0,0,2663689,2507
273.,57079,27,76,2009,38752,24,144,1889,1858,0,3,0,0,0,2673500,2503
274.,57076,27,78,2021,38736,25,140,1897,1866,0,4,0,0,0,2683216,2498
275.,57059,26,74,2023,38733,27,144,1914,1867,0,0,0,0,0,2692850,2509
276.,56976,29,67,2038,38799,26,144,1921,1871,0,2,0,0,0,2702596,2537
277.,56936,23,73,2058,38819,26,139,1926,1857,0,0,0,0,0,2712354,2545
278.,56799,18,71,2069,38945,24,138,1936,1894,0,2,0,0,0,2722108,2540
279.,56766,23,55,2074,38963,24,140,1955,1844,0,1,0,0,0,2731844,2549
280.,56853,18,64,2079,38865,20,132,1969,1862,0,2,0,0,0,2741651,2549
281.,56835,18,69,2075,38868,22,125,1988,1890,0,5,0,0,0,2751395,2538
282.,56857,25,63,2107,38826,25,110,1987,1881,0,2,1,0,0,2761214,2496
283.,56857,27,57,2131,38813,20,108,1987,1876,0,1,0,0,0,2771036,2498
284.,56920,28,60,2142,38734,21,105,1990,1865,0,1,0,0,0,2780781,2499
285.,56941,29,56,2157,38695,23,105,1994,1901,0,4,0,0,0,2790815,2522
286.,56916,31,54,2181,38701,24,105,1988,1901,0,2,1,0,1,2800476,2535
287.,56903,29,56,2185,38697,24,110,1996,1895,0,4,0,0,0,2810220,2540
288.,56875,24,57,2207,38712,24,113,1988,1872,0,2,0,0,0,2820051,2505
289.,56866,27,61,2205,38707,21,109,2004,1877,1,5,0,0,0,2829810,2529
290.,56845,23,61,2215,38717,19,112,2008,1900,0,4,0,0,0,2839643,2534
291.,56765,24,61,2207,38785,18,106,2034,1920,0,4,1,0,0,2849328,2509
292.,56783,22,68,2209,38751,17,100,2050,1918,0,2,0,0,0,2859023,2518
293.,56698,28,68,2233,38815,22,96,2040,1924,0,7,0,0,0,2868989,2537
294.,56462,30,66,2245,39036,22,97,2042,1948,0,4,0,0,0,2878723,2563
295.,56289,31,59,2241,39197,19,99,2065,1925,0,2,0,0,0,2888537,2563
296.,56219,37,62,2239,39247,18,101,2077,1963,0,6,0,0,0,2898407,2554
297.,56049,38,66,2237,39397,19,95,2099,1949,0,5,0,0,0,2908340,2566
298.,56034,33,66,2250,39395,21,99,2102,1965,0,3,0,0,0,2918161,2587
299.,55940,34,59,2261,39473,22,102,2109,1962,0,4,0,0,0,2928011,2593
300.,55823,32,63,2267,39573,22,100,2120,1913,0,1,0,0,0,2937772,2581
301.,55757,31,71,2273,39621,25,100,2122,1906,1,3,0,0,0,2947516,2557
302.,55774,27,74,2259,39587,24,112,2143,1883,0,4,0,0,0,2957535,2529
303.,55666,31,65,2263,39677,25,112,2161,1868,0,4,0,0,1,2967227,2518
304.,55678,25,68,2283,39650,26,116,2154,1844,0,2,0,0,0,2977112,2505
305.,55618,37,65,2285,39683,26,113,2173,1875,0,3,0,0,0,2986887,2508
306.,55469,29,65,2298,39820,27,117,2175,1847,0,0,0,0,0,2996875,2496
307.,55477,23,75,2306,39798,17,123,2181,1860,0,1,0,0,0,3006766,2508
308.,55428,23,75,2301,39833,16,120,2204,1873,0,4,0,0,0,3016643,2513
309.,55344,27,70,2325,39895,21,120,2198,1903,0,5,0,0,0,3026507,2515
310.,55199,24,65,2347,40022,21,120,2202,1908,0,1,1,0,0,3036286,2491
