# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '23' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-91-23.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '90' '-var' 'INIT_I' '10.0' '-var' 'k_result' '12' '-var' 'm' '500.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '0.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "323597959"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99848,6,11,0,135,0,0,0,250,134,5,1,0,727,474,230
2.,99671,11,12,0,304,0,2,0,478,220,8,4,0,2607,959,587
3.,99286,9,12,0,688,0,4,1,684,279,8,3,1,5097,1376,1368
4.,97739,12,14,0,2228,0,5,2,828,311,9,6,2,6359,1738,1734
5.,96022,13,17,0,3940,0,5,3,991,348,9,9,1,6912,2110,2109
6.,94704,14,18,0,5253,0,8,3,1137,405,10,8,2,7348,2424,2423
7.,93047,22,22,0,6896,0,10,3,1219,427,15,11,2,7022,2770,2769
8.,91607,20,20,2,8332,1,14,4,1327,475,15,13,3,6664,3057,3057
9.,90520,23,24,2,9411,1,15,4,1380,547,15,15,3,6245,3327,3326
10.,89245,29,24,4,10673,1,19,5,1458,552,21,17,5,5775,3591,3590
11.,88118,34,30,7,11784,1,18,8,1530,560,23,25,6,5251,3805,3805
12.,87302,32,38,12,12586,2,19,9,1587,638,27,24,9,4872,4005,4003
13.,87085,39,39,13,12789,2,22,11,1589,778,30,27,9,5078,4226,4225
14.,86789,42,40,18,13069,1,28,13,1640,894,32,30,9,5149,4430,4428
15.,86527,36,50,22,13322,0,28,15,1653,989,30,32,12,5181,4664,4664
16.,86325,48,51,26,13499,1,32,18,1699,1107,40,33,13,5217,4853,4852
17.,85987,50,60,29,13815,1,35,23,1730,1225,43,36,16,5206,5010,5006
18.,85241,49,67,38,14542,2,37,24,1722,1276,45,43,18,4825,5110,5108
19.,84375,63,74,45,15374,1,41,27,1767,1239,52,46,21,4256,5203,5203
20.,83395,63,85,47,16323,6,45,36,1784,1191,66,44,15,3581,5289,5287
21.,82334,65,90,54,17364,4,48,41,1805,1104,57,58,22,2857,5434,5433
22.,81522,66,98,62,18148,4,59,41,1823,1043,55,62,26,2430,5546,5546
23.,80977,69,101,70,18660,5,70,48,1828,1074,58,72,28,2132,5671,5670
24.,80534,80,115,85,19061,6,68,51,1839,1024,66,78,29,1903,5769,5768
25.,79895,95,120,95,19655,5,75,60,1850,1021,86,74,33,1635,5797,5796
26.,79668,113,128,109,19831,4,87,60,1823,1185,89,90,41,1682,5830,5830
27.,79383,126,144,130,20056,3,94,64,1832,1321,94,113,46,1718,5883,5881
28.,78746,149,158,149,20628,2,98,70,1841,1358,114,122,52,1569,5978,5976
