# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '14' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-4-14.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '3' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "534550637"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,97078,349,896,0,1506,0,171,0,260,9543,370,142,4,339,9973,1843
2.,85651,550,936,1,12571,8,282,1,489,4609,552,349,25,365,19363,15826
3.,81114,676,1023,10,16740,28,400,9,695,776,643,496,78,119,27776,27519
4.,80005,720,1081,32,17468,103,569,22,903,311,654,544,124,63,35576,35510
5.,79546,694,1100,56,17560,205,802,37,1042,136,549,346,165,51,42669,42617
6.,79445,732,1113,88,17257,256,1032,77,1126,80,393,129,164,32,49473,49417
7.,79413,803,1198,116,16843,281,1208,138,1207,64,275,60,117,19,55773,55534
8.,79473,908,1333,185,16346,276,1294,185,1316,36,185,46,75,17,61649,60711
9.,79373,1024,1456,272,15940,259,1415,261,1408,56,159,44,37,27,67027,65065
10.,78996,1122,1636,375,15764,265,1505,337,1458,55,143,40,31,19,72123,69038
11.,78572,1211,1809,490,15597,290,1584,447,1530,37,137,41,22,20,77059,72592
12.,78098,1352,1944,630,15366,310,1761,539,1573,23,131,27,27,9,81633,75591
13.,77703,1466,2138,793,15046,323,1894,637,1586,31,125,26,32,17,86243,78117
14.,77380,1642,2282,950,14624,335,2013,774,1623,39,98,34,24,11,90600,80175
15.,76757,1717,2543,1180,14414,348,2163,878,1648,17,98,28,24,15,94796,82015
16.,75904,1909,2754,1427,14320,376,2299,1011,1712,36,77,27,27,11,98952,83645
17.,75112,2013,2945,1710,14206,379,2491,1144,1732,42,84,28,31,11,102954,84924
18.,74294,2159,3190,2023,14007,409,2633,1285,1709,38,92,21,31,10,106696,86052
19.,73433,2321,3415,2379,13789,463,2777,1423,1738,30,67,20,33,6,110323,87088
20.,72274,2532,3666,2722,13736,505,2960,1605,1772,33,57,21,28,6,113908,87948
21.,71186,2709,3878,3071,13597,526,3204,1829,1808,46,60,24,32,5,117378,88533
22.,69666,2942,4216,3499,13779,523,3374,2001,1786,38,73,23,31,4,121047,89416
23.,68610,3079,4444,3954,13532,573,3608,2200,1777,39,65,24,30,3,124878,90133
24.,67442,3210,4668,4488,13347,622,3824,2399,1811,28,47,26,28,8,128300,90705
25.,66113,3393,4953,5026,13216,605,4050,2644,1841,30,62,23,34,6,131505,90938
26.,64616,3398,5296,5626,13250,672,4276,2866,1822,34,58,22,23,8,135316,91443
27.,63408,3562,5568,6200,12832,744,4504,3182,1811,35,59,21,34,4,138608,91730
28.,62085,3702,5741,6901,12653,697,4774,3447,1806,44,54,31,35,4,142099,92098
29.,60506,3747,5960,7522,12685,753,4962,3865,1812,29,50,31,26,3,145500,92558
30.,59281,3869,6115,8256,12353,722,5263,4141,1816,26,45,18,14,6,148986,92866
31.,57489,3916,6407,9057,12493,785,5437,4416,1818,38,51,16,25,4,152394,93162
32.,56235,3973,6574,9871,12182,788,5582,4795,1804,31,41,26,27,2,155711,93292
33.,54848,4077,6760,10612,11873,770,5866,5194,1780,30,43,17,25,4,159057,93471
34.,53457,4145,6964,11449,11577,771,6059,5578,1771,28,45,19,21,3,162468,93589
35.,51895,4106,7124,12393,11491,769,6289,5933,1777,23,33,16,23,6,165917,93783
36.,50429,4137,7277,13238,11298,787,6462,6372,1755,19,46,16,24,2,169226,93850
37.,49196,4104,7332,14308,10939,800,6621,6700,1772,23,33,19,19,1,172572,93940
38.,47801,3987,7365,15296,10824,844,6771,7112,1787,29,43,14,21,2,175907,94082
39.,46576,3966,7433,16206,10564,781,6919,7555,1800,22,39,19,29,1,178950,94027
40.,45543,3885,7544,17245,10059,828,6950,7946,1806,15,28,17,22,1,182368,94066
41.,44285,3877,7555,18246,9855,754,7066,8362,1790,28,32,21,21,4,186022,94180
42.,43078,3819,7428,19268,9628,740,7211,8828,1811,24,24,13,16,1,189194,94212
43.,41978,3750,7372,20478,9345,745,7310,9022,1791,27,27,15,13,2,192369,94175
44.,40936,3626,7361,21569,8993,744,7324,9447,1807,10,24,10,10,0,195595,94165
45.,39916,3518,7242,22519,8764,705,7321,10015,1822,19,26,9,17,0,198767,94178
