# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '9' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-19-9.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '18' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '12' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '0.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "974799434"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,98216,385,964,0,345,1,89,0,250,11085,388,181,8,724,9932,690
2.,94568,640,1024,4,3559,2,202,1,442,10170,643,429,45,1484,19593,12421
3.,93458,836,1164,12,4207,14,308,1,622,3133,851,659,96,745,28020,27984
4.,90183,987,1299,42,6967,40,458,24,790,1478,975,881,152,408,35808,35793
5.,88187,1102,1376,81,8392,128,674,60,935,880,1044,923,234,247,43019,43007
6.,87117,1223,1461,135,8907,147,917,93,1077,526,982,807,312,184,49712,49704
7.,86645,1277,1555,183,8826,180,1177,157,1196,391,843,583,344,136,55977,55969
8.,86532,1364,1768,268,8323,174,1343,228,1309,346,736,396,339,95,61679,61662
9.,86400,1549,1994,373,7714,169,1488,313,1357,293,706,278,279,98,67018,67002
10.,86353,1712,2227,513,6948,201,1658,388,1434,296,638,233,203,85,72255,72223
11.,86410,1946,2463,717,6000,181,1781,502,1524,277,606,196,194,97,76832,76801
12.,86263,2126,2730,938,5219,193,1912,619,1574,279,535,199,186,74,81092,80995
13.,85769,2378,3087,1174,4579,203,2075,735,1605,295,549,211,183,70,85246,84003
14.,84366,2697,3412,1453,4769,197,2246,860,1637,275,524,198,204,75,88959,85873
15.,82782,2881,3864,1746,5055,240,2402,1030,1658,269,522,202,182,50,92619,87354
16.,81174,3199,4204,2093,5180,297,2674,1179,1691,280,505,208,181,52,96141,88637
17.,79273,3500,4631,2534,5478,361,2909,1314,1715,275,461,192,196,53,99571,89755
18.,77485,3799,5063,2991,5673,360,3099,1530,1731,287,465,230,209,52,103089,90634
19.,75590,4141,5382,3507,5786,401,3440,1753,1739,282,437,181,209,44,106562,91345
20.,73674,4406,5842,4051,5842,433,3779,1973,1758,298,390,187,186,31,110079,92210
21.,71508,4590,6320,4688,6068,565,4047,2214,1768,280,367,217,208,30,113441,92591
22.,69293,4904,6838,5367,6169,575,4419,2435,1788,245,397,181,199,29,116869,93183
23.,67153,5091,7214,6170,6226,599,4851,2696,1723,237,363,192,227,21,120193,93695
24.,65011,5262,7627,6943,6232,634,5281,3010,1768,242,337,184,193,31,123353,93990
25.,62850,5366,8048,7895,6277,666,5598,3300,1770,242,314,150,191,30,126490,94205
26.,60593,5600,8554,8803,6296,679,5863,3612,1759,226,338,144,174,24,129976,94533
27.,58394,5684,8856,9813,6235,734,6265,4019,1749,228,303,152,168,22,133221,94790
28.,56166,5734,9170,10822,6175,792,6676,4465,1735,208,266,137,190,16,136357,94964
29.,53989,5856,9562,11968,6035,777,6902,4911,1756,198,246,149,182,20,139810,95250
30.,51780,5899,9805,13226,5941,814,7254,5281,1762,199,253,126,170,18,143126,95297
31.,49619,5903,9993,14471,5881,831,7541,5761,1743,177,234,117,171,11,146382,95435
32.,47607,5870,10057,15797,5742,785,7908,6234,1756,206,239,127,138,13,149765,95448
33.,45859,5781,10270,17128,5348,795,8157,6662,1758,184,207,121,141,12,152847,95507
34.,43910,5722,10356,18547,5250,734,8356,7125,1789,160,204,129,145,7,156082,95675
35.,42168,5488,10364,20030,5078,815,8473,7584,1783,178,199,120,137,5,159442,95673
36.,40368,5328,10288,21473,4983,766,8705,8089,1784,166,197,91,135,19,162414,95697
37.,38995,5081,10438,22905,4583,732,8649,8617,1795,140,205,101,141,12,165605,95705
38.,37361,4998,10217,24402,4461,683,8807,9071,1842,151,177,81,136,12,168856,95664
39.,35962,4781,10092,25922,4263,609,8830,9541,1835,150,185,94,125,14,171995,95594
40.,34593,4549,9858,27514,4110,628,8874,9874,1848,137,168,82,111,9,175401,95610
41.,33368,4396,9581,29074,3860,587,8891,10243,1862,122,138,87,90,9,178454,95356
42.,32186,4143,9383,30694,3688,553,8705,10648,1869,126,161,68,116,10,181727,95406
43.,31155,3878,9149,32237,3431,504,8647,10999,1885,111,148,67,90,3,184732,95283
44.,30103,3775,8763,33855,3259,457,8474,11314,1887,105,155,65,79,10,187756,95139
45.,29146,3586,8494,35533,3053,434,8276,11478,1874,93,146,75,87,6,191010,94984
46.,28201,3364,8167,37005,2960,358,8198,11747,1880,97,113,73,103,10,194156,94851
47.,27548,3109,7925,38521,2652,364,7992,11889,1871,103,133,49,72,6,197559,94630
48.,26588,3001,7646,39879,2645,351,7658,12232,1880,103,116,75,84,8,200751,94465
49.,25871,2880,7385,41510,2414,305,7396,12239,1884,93,133,51,75,7,203993,94349
50.,25147,2725,6932,42913,2284,273,7286,12440,1906,81,115,49,74,3,207206,94115
51.,24455,2572,6778,44157,2175,256,6963,12644,1930,86,110,44,73,11,210209,93940
52.,23893,2398,6394,45669,2032,249,6723,12642,1953,91,112,48,63,11,213485,93751
53.,23370,2223,6128,47116,1940,225,6413,12585,1968,68,114,37,74,11,216842,93634
54.,22912,2059,5833,48379,1816,200,6177,12624,1977,86,105,49,66,5,219991,93357
55.,22382,1887,5588,49657,1783,174,5930,12599,2002,73,89,46,58,16,223475,93044
56.,21962,1732,5218,51018,1710,174,5714,12472,1999,70,99,40,67,12,226545,92779
57.,21584,1680,4955,52292,1605,134,5429,12321,1988,68,95,29,64,14,230046,92534
58.,21283,1556,4693,53308,1468,141,5236,12315,2029,77,96,35,72,14,233479,92180
59.,20957,1429,4423,54504,1402,114,4992,12179,2020,59,89,43,47,18,236964,91882
60.,20627,1365,4215,55680,1344,112,4713,11944,2019,50,105,37,52,16,240577,91480
61.,20319,1296,3993,56664,1286,86,4472,11884,1983,51,81,35,64,10,244034,91150
62.,19981,1231,3827,57804,1252,79,4187,11639,2029,66,107,27,44,15,247359,90761
63.,19744,1112,3611,58869,1198,75,3988,11403,2009,51,92,34,45,17,250853,90526
64.,19486,1042,3449,59712,1127,78,3764,11342,2043,53,108,33,52,19,254557,90297
65.,19228,990,3266,60795,1111,56,3577,10977,2034,55,106,26,55,15,258043,89883
66.,19003,852,3160,61563,1088,66,3429,10839,2041,57,95,20,52,13,261623,89553
67.,18780,837,2968,62533,1045,58,3289,10490,2021,57,81,26,49,27,265337,89182
68.,18573,794,2880,63337,994,55,3127,10240,2056,47,102,32,48,20,268914,88845
69.,18350,752,2718,64127,1003,53,3027,9970,2020,44,85,32,42,20,272594,88642
70.,18266,715,2630,64883,873,42,2807,9784,2034,57,88,34,47,24,276347,88414
71.,18034,664,2509,65714,908,44,2684,9443,2067,59,98,29,45,15,280191,88123
72.,17852,612,2338,66384,905,44,2588,9277,2046,52,126,17,54,23,283989,87705
73.,17696,599,2293,67006,861,30,2418,9097,2073,50,103,40,50,30,287659,87205
74.,17562,569,2157,67580,822,28,2320,8962,2077,52,80,31,44,32,291393,86837
75.,17449,547,2094,68171,780,31,2202,8726,2109,44,93,26,41,22,295088,86530
76.,17259,533,2017,68798,795,27,2099,8472,2101,57,99,25,46,31,298930,86186
77.,17137,497,1926,69296,764,31,2034,8315,2098,50,84,29,56,30,302935,85977
78.,17028,477,1886,69948,726,35,1899,8001,2088,57,104,36,52,21,306923,85748
79.,16919,434,1867,70269,705,20,1797,7989,2108,74,90,40,55,32,310835,85587
80.,16781,388,1808,70852,718,24,1730,7699,2097,48,102,30,53,40,314768,85349
81.,16672,391,1746,71396,701,21,1630,7443,2095,49,112,30,53,34,318526,85131
82.,16561,374,1673,71834,686,13,1579,7280,2098,57,141,27,54,34,322728,84934
83.,16433,353,1606,72165,697,21,1523,7202,2084,57,110,41,55,41,326725,84602
84.,16391,321,1568,72593,637,15,1466,7009,2116,70,108,29,44,54,330705,84280
85.,16274,324,1495,73069,649,12,1441,6736,2117,50,103,38,48,45,334454,84062
86.,16216,292,1455,73565,610,14,1397,6451,2119,65,97,37,45,55,338526,83770
87.,16130,289,1425,73888,597,16,1335,6320,2104,56,117,48,65,38,342683,83502
88.,16004,285,1419,74103,630,15,1287,6257,2108,66,112,34,59,46,346511,83095
89.,15924,270,1366,74330,614,16,1287,6193,2124,52,116,36,73,55,350666,83015
90.,15852,253,1353,74774,608,13,1246,5901,2115,67,104,34,60,49,354870,82954
91.,15805,249,1324,74974,571,11,1211,5855,2156,68,126,41,63,64,358787,82930
92.,15648,253,1317,75233,623,10,1172,5744,2135,69,153,38,74,67,362885,82842
93.,15583,239,1330,75482,597,12,1124,5633,2099,83,127,53,82,67,366715,82447
94.,15469,262,1287,75833,608,15,1117,5409,2138,75,123,56,68,70,370914,82313
95.,15380,255,1256,76040,604,15,1123,5327,2157,86,129,41,74,76,375095,82334
96.,15282,255,1240,76302,620,7,1100,5194,2171,72,102,42,71,60,379293,82238
97.,15262,247,1225,76556,565,9,1064,5072,2169,85,108,65,83,66,383470,82251
98.,15184,239,1198,76731,567,9,1072,5000,2171,82,106,60,89,72,387602,82175
99.,15105,247,1181,76914,560,9,1047,4937,2167,69,108,37,86,83,391855,82039
100.,15001,241,1195,76996,584,8,1006,4969,2184,71,129,68,94,90,396133,82057
101.,14913,206,1208,77256,613,12,997,4795,2192,106,113,49,107,89,400214,82035
102.,14893,205,1178,77440,561,8,1009,4706,2170,97,114,75,91,110,404312,81838
103.,14829,224,1169,77515,536,3,991,4733,2109,85,135,72,96,89,408276,81752
104.,14723,204,1209,77719,576,5,934,4630,2151,100,133,76,121,101,412412,81752
105.,14667,206,1129,77949,552,9,982,4506,2137,108,136,68,89,101,416595,81823
106.,14614,214,1126,78080,534,5,952,4475,2136,85,124,65,106,82,420716,81688
107.,14515,217,1137,78232,556,10,922,4411,2122,102,129,85,105,123,424936,81634
108.,14478,218,1106,78462,528,7,928,4273,2126,114,135,67,105,124,428798,81642
109.,14384,212,1114,78593,553,12,904,4228,2138,117,130,56,134,152,433126,81422
110.,14349,227,1098,78662,510,8,910,4236,2182,99,146,77,114,122,437356,81406
111.,14261,224,1129,78813,516,9,886,4162,2175,116,162,89,109,123,441665,81414
112.,14210,227,1125,78879,492,7,875,4185,2212,133,162,69,126,138,446077,81384
113.,14081,226,1102,79016,556,8,881,4130,2179,128,152,88,119,156,450281,81377
114.,14055,227,1084,79117,512,7,886,4112,2162,112,142,86,134,147,454396,81432
115.,13943,221,1120,79309,546,11,868,3982,2154,125,143,90,141,143,458706,81567
116.,13867,200,1120,79394,557,10,858,3994,2142,124,137,87,142,142,463085,81581
117.,13855,186,1083,79465,502,11,884,4014,2158,142,136,105,148,170,467163,81387
