# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '13' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-36-13.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '35' '-var' 'INIT_I' '100.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "280787127"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99631,33,92,0,227,0,17,0,271,1117,31,9,0,369,9944,309
2.,99406,65,88,1,408,0,32,0,468,1991,57,12,4,1261,20060,584
3.,96308,91,96,1,3461,1,42,0,676,1080,62,33,6,1237,29868,4321
4.,93752,102,118,1,5962,1,63,1,823,353,82,50,8,574,39534,9057
5.,92570,119,137,6,7082,4,76,6,965,177,101,60,16,403,48792,13320
6.,91241,138,154,11,8350,7,90,9,1128,166,114,82,24,317,57575,17810
7.,90212,160,186,17,9308,8,97,12,1232,118,133,98,26,254,66177,22389
8.,89431,163,218,27,10014,15,117,15,1286,90,140,113,35,184,74665,26934
9.,88505,183,224,40,10853,17,153,25,1361,70,160,119,40,155,82641,31602
10.,88175,209,240,59,11080,19,186,32,1433,52,183,129,49,138,89951,35701
11.,87732,216,269,74,11428,23,206,52,1513,51,184,146,51,104,97164,39677
12.,87649,231,265,93,11418,24,253,67,1547,43,169,131,53,103,104297,43303
13.,87405,249,260,105,11556,29,298,98,1596,44,171,98,56,76,110878,46673
14.,87382,261,296,141,11475,29,302,114,1641,32,153,92,51,75,117407,49553
15.,87306,272,317,177,11432,40,340,116,1661,22,176,62,48,49,123920,52356
16.,87108,269,351,204,11512,45,360,151,1730,26,177,65,37,62,130194,55002
17.,87007,271,403,243,11468,50,386,172,1719,36,165,77,40,46,136203,57209
18.,86951,308,400,284,11365,61,432,199,1776,30,147,62,32,57,142325,59444
19.,86914,350,424,319,11238,65,459,231,1800,26,159,38,31,51,147947,61188
20.,86809,372,466,383,11193,64,472,241,1799,26,145,46,24,44,153359,62754
21.,86704,392,505,437,11115,72,484,291,1777,17,141,35,12,43,158967,64313
22.,86769,432,529,504,10840,77,544,305,1744,24,146,35,25,44,164377,65636
23.,86521,450,573,561,10897,73,579,346,1750,35,128,28,16,36,169628,66901
24.,86231,511,599,651,10943,83,616,366,1808,23,155,29,29,33,174764,67991
25.,86117,536,685,733,10818,77,650,384,1801,11,152,13,26,29,180043,69042
26.,85551,585,752,824,11096,94,655,443,1828,26,127,26,20,31,185314,70260
27.,85211,655,784,926,11131,97,716,480,1812,28,136,24,28,32,190199,71177
28.,84849,690,873,1028,11165,115,751,529,1822,23,135,21,22,22,195086,72143
29.,84482,740,927,1124,11213,122,822,570,1840,31,125,21,11,18,199953,73256
30.,84343,764,1012,1245,11058,125,828,625,1818,30,98,20,22,19,204628,73999
31.,83839,790,1102,1382,11207,136,864,680,1821,31,112,32,20,12,209187,74781
32.,83161,858,1139,1550,11478,158,938,718,1810,24,104,19,16,18,213718,75738
33.,82655,905,1265,1705,11578,154,978,760,1802,42,100,21,25,16,218142,76538
34.,82110,987,1349,1857,11663,161,1035,838,1794,26,110,21,28,15,222604,77313
35.,81544,1062,1409,2022,11746,193,1120,904,1846,26,85,23,24,16,226932,78262
