# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '11' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-14-11.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '13' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '0.5' '-var' 'm' '500.0' '-var' 'thetaD' '1.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "351469344"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,88614,309,826,0,10015,11,225,0,253,147,293,130,8,6,497,363
2.,81398,374,701,2,16934,114,476,1,468,50,327,117,18,1,954,686
3.,76431,299,659,9,21666,227,704,5,671,18,193,46,18,4,1379,941
4.,72532,289,631,15,25368,267,872,26,809,6,86,18,18,2,1777,1144
5.,69474,295,654,35,28223,277,987,55,925,8,61,9,16,2,2172,1313
6.,66665,303,676,57,30838,284,1077,100,1059,10,58,3,8,0,2563,1482
7.,64227,320,681,82,33062,296,1192,140,1153,2,53,3,3,2,2945,1592
8.,62224,313,709,115,34872,299,1263,205,1226,8,46,7,2,1,3331,1717
9.,60292,297,760,150,36628,286,1317,270,1321,5,44,2,6,1,3699,1824
10.,58488,300,741,199,38230,301,1406,335,1362,3,40,4,2,0,4056,1905
11.,57091,311,741,239,39420,290,1503,405,1462,3,33,0,3,2,4467,2031
12.,55911,330,781,285,40400,284,1514,495,1526,6,28,3,3,1,4866,2085
13.,54825,307,801,331,41302,279,1573,582,1600,4,22,2,3,0,5241,2177
14.,53725,307,814,384,42200,277,1613,680,1617,9,18,1,3,0,5580,2216
15.,52766,317,813,431,42953,290,1638,792,1690,3,18,1,2,1,5920,2300
16.,51840,325,823,492,43674,283,1675,888,1719,1,25,3,6,2,6250,2368
17.,51189,310,825,551,44129,294,1708,994,1723,2,17,2,0,2,6581,2442
18.,50675,305,823,602,44469,285,1738,1103,1728,3,20,1,3,1,6887,2475
19.,50026,279,849,653,44959,272,1752,1210,1706,3,14,3,0,0,7202,2490
20.,49523,284,860,734,45267,276,1738,1318,1735,3,24,1,1,0,7565,2538
21.,49080,273,874,785,45504,303,1761,1420,1743,0,16,1,1,1,7855,2554
22.,48597,272,862,862,45825,294,1771,1517,1779,2,13,1,2,0,8158,2564
23.,48325,271,854,921,45941,271,1791,1626,1763,1,18,1,1,0,8483,2557
24.,48068,288,830,995,46015,272,1796,1736,1777,0,22,2,0,0,8786,2571
25.,47739,281,848,1060,46153,255,1821,1843,1785,2,19,0,0,0,9154,2590
26.,47725,275,846,1130,45992,267,1824,1941,1797,1,15,0,1,0,9534,2632
27.,47574,256,836,1205,45986,258,1825,2060,1838,2,16,0,0,0,9856,2663
28.,47407,245,834,1271,45979,260,1819,2185,1834,2,15,0,2,0,10153,2645
29.,47262,233,838,1321,45961,272,1801,2312,1840,0,6,0,2,0,10435,2648
30.,47037,252,861,1379,46000,256,1772,2443,1851,2,16,1,2,0,10754,2648
31.,46929,263,850,1447,45934,245,1784,2548,1825,0,8,2,0,1,11041,2649
32.,46660,263,871,1498,46012,247,1792,2657,1883,3,8,2,0,0,11381,2684
33.,46299,269,876,1574,46178,264,1792,2748,1904,0,10,1,0,0,11691,2695
34.,46069,266,860,1632,46247,263,1791,2872,1857,2,12,0,0,1,12003,2697
35.,45928,265,866,1704,46217,253,1787,2980,1843,1,14,3,3,0,12283,2722
36.,45891,275,813,1767,46077,254,1818,3105,1837,1,8,1,1,0,12536,2723
37.,45881,277,785,1849,45936,246,1798,3228,1835,1,7,2,3,1,12826,2726
38.,45833,277,806,1922,45807,258,1786,3311,1807,2,10,0,0,0,13111,2679
39.,45804,286,813,2007,45666,239,1793,3392,1774,0,11,1,0,1,13411,2669
