# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '12' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-18-12.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '17' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '12' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "126446710"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,95077,352,936,1,3509,4,120,1,252,7588,359,154,7,602,9926,471
2.,79004,540,953,3,19227,26,243,4,467,820,520,363,18,167,19807,827
3.,71105,571,948,9,26832,87,440,8,668,263,522,445,51,81,29689,1127
4.,65592,549,897,22,32060,172,681,27,824,148,481,390,88,48,39721,1363
5.,61438,477,852,36,35958,243,934,62,974,77,370,214,107,50,49589,1572
6.,58258,394,840,43,38935,281,1147,102,1105,48,257,114,94,25,59397,1759
7.,55774,362,854,66,41204,290,1276,174,1213,45,198,61,77,18,69337,1930
8.,53625,349,854,94,43176,286,1354,262,1281,42,167,50,71,16,79186,2069
9.,51829,373,855,130,44741,296,1421,355,1366,29,185,35,35,22,89032,2210
10.,50461,357,903,173,45896,298,1476,436,1428,32,173,37,13,19,98891,2333
11.,49156,369,879,224,46999,281,1551,541,1513,22,155,37,20,15,108709,2421
12.,48099,335,857,283,47885,288,1620,633,1566,27,130,20,20,17,118393,2515
13.,47252,317,864,341,48563,284,1667,712,1628,25,113,35,9,17,128106,2616
14.,46739,303,888,372,48918,249,1710,821,1645,22,125,21,11,23,138020,2681
15.,46379,286,875,454,49110,255,1731,910,1640,24,115,20,17,19,147761,2761
16.,46122,278,850,532,49230,223,1753,1012,1656,18,101,14,15,12,157561,2839
17.,45928,295,856,590,49243,233,1724,1131,1725,27,135,23,16,9,167288,2902
18.,45571,296,826,659,49442,218,1723,1265,1736,30,120,23,16,7,177227,2958
19.,45393,288,829,727,49434,220,1752,1357,1737,11,124,20,10,5,187044,3004
20.,45213,284,887,792,49448,219,1696,1461,1748,23,112,18,18,12,196712,3061
21.,45068,313,847,864,49388,235,1727,1558,1727,22,137,18,18,15,206527,3101
22.,44808,292,845,907,49485,237,1739,1687,1780,24,126,24,14,15,216299,3159
23.,44735,268,858,992,49390,238,1753,1766,1786,14,106,18,20,18,226067,3204
