# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '24' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-34-24.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '33' '-var' 'INIT_I' '100.0' '-var' 'k_result' '0.5' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "599176887"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99656,36,89,0,202,0,17,0,251,1071,32,10,0,377,10130,284
2.,99417,53,99,0,408,1,22,0,467,1972,47,19,2,1341,20205,544
3.,98950,76,103,0,833,0,37,1,681,2708,57,39,5,2674,30098,817
4.,94251,89,118,3,5489,2,48,0,850,1524,68,55,6,2020,40012,1041
5.,90046,108,129,5,9644,5,61,2,972,807,73,73,13,1538,49927,1247
6.,85569,115,150,11,14060,8,80,7,1121,300,88,90,22,699,59769,1432
7.,81911,121,165,15,17666,10,96,16,1246,241,92,104,30,496,69792,1622
8.,78591,137,174,21,20922,14,117,24,1321,136,115,110,33,239,79602,1765
9.,75844,142,184,36,23615,16,138,25,1417,96,127,112,36,192,89532,1913
10.,73326,134,207,46,26078,21,152,36,1524,90,124,124,42,183,99395,2065
11.,71078,150,216,63,28261,19,165,48,1579,87,130,128,56,186,109135,2174
12.,69168,147,228,78,30100,23,187,69,1600,73,136,139,59,120,119004,2288
13.,67293,164,235,96,31892,26,207,87,1671,61,149,146,59,108,128975,2417
14.,65826,153,240,108,33296,21,255,101,1682,51,147,135,63,106,138870,2479
15.,64519,152,239,122,34543,22,275,128,1694,41,140,110,64,76,148743,2579
16.,63488,159,243,133,35507,28,297,145,1735,46,146,103,65,71,158488,2655
17.,62335,160,253,151,36589,29,310,173,1767,43,137,107,60,65,168274,2753
18.,61549,162,242,179,37311,33,332,192,1805,34,122,105,66,71,178057,2828
19.,60770,151,247,214,38030,37,327,224,1805,36,116,91,61,48,188014,2874
20.,60147,162,243,225,38582,36,347,258,1832,26,114,93,55,54,197786,2940
21.,59720,149,237,238,38952,44,365,295,1830,24,106,81,53,56,207516,2978
22.,59400,161,231,258,39202,43,388,317,1813,24,102,70,55,62,217441,3004
23.,59181,163,247,287,39354,41,374,353,1859,30,121,55,42,40,227311,3057
24.,58888,170,231,313,39580,33,396,389,1863,21,123,51,42,49,237059,3100
25.,58672,145,234,338,39750,44,394,423,1887,31,109,46,28,50,246959,3161
26.,58516,140,247,359,39857,41,373,467,1898,26,106,39,20,41,256702,3194
27.,58211,164,241,380,40085,38,377,504,1896,26,110,56,13,46,266390,3219
28.,57986,162,251,414,40234,53,370,530,1842,33,117,64,13,33,276199,3211
29.,57774,168,270,450,40372,47,362,557,1849,26,116,62,23,37,285836,3249
30.,57513,154,274,487,40575,48,382,567,1843,12,103,62,27,49,295635,3285
31.,57263,158,266,537,40756,51,382,587,1858,26,100,59,25,48,305531,3293
32.,57135,148,263,554,40824,48,404,624,1848,22,102,53,20,42,315552,3298
33.,56858,171,257,581,41016,43,424,650,1845,21,115,50,16,33,325272,3313
34.,56887,152,257,617,40933,44,420,690,1833,18,108,51,20,22,334976,3323
35.,56872,160,274,644,40871,44,437,698,1834,22,116,54,16,37,344708,3314
36.,56752,164,284,690,40920,40,430,720,1838,14,113,59,29,41,354475,3339
37.,56675,154,281,718,40932,43,443,754,1833,30,111,56,20,33,364165,3379
38.,56741,141,264,753,40810,43,444,804,1831,20,104,44,19,26,373994,3396
39.,56714,146,273,789,40776,40,425,837,1862,20,111,36,19,35,383759,3394
40.,56691,138,273,823,40746,45,424,860,1885,23,102,48,21,35,393455,3413
41.,56627,153,260,880,40734,44,430,872,1886,22,111,57,21,26,403291,3455
42.,56706,154,262,900,40592,41,432,913,1884,23,111,56,16,24,413053,3489
43.,56749,149,262,935,40480,43,446,936,1859,21,109,50,15,30,422948,3453
44.,56799,148,250,981,40356,50,478,938,1841,20,114,48,24,31,432660,3457
45.,56750,145,259,1005,40339,54,454,994,1834,22,113,51,11,21,442546,3513
46.,56836,138,261,1043,40193,49,456,1024,1843,24,106,47,15,32,452360,3511
47.,56760,144,249,1093,40206,50,446,1052,1868,21,102,43,15,30,462233,3487
48.,56763,126,262,1149,40155,49,437,1059,1862,21,87,45,18,32,472079,3473
49.,56772,142,246,1180,40086,43,438,1093,1880,20,93,30,21,27,481724,3472
50.,56893,158,249,1202,39899,29,446,1124,1831,18,103,38,15,36,491544,3437
51.,56812,169,267,1237,39894,31,425,1165,1849,14,122,46,18,42,501282,3441
52.,56696,169,265,1270,39943,41,422,1194,1843,25,120,47,22,36,510848,3440
53.,56663,170,267,1300,39903,51,425,1221,1837,14,127,54,12,32,520684,3449
54.,56643,163,256,1350,39857,52,439,1240,1838,27,126,43,16,37,530427,3472
55.,56591,139,265,1380,39847,60,446,1272,1869,21,116,54,17,26,540198,3480
56.,56536,146,263,1411,39836,57,440,1311,1872,21,116,41,21,34,549746,3470
57.,56510,142,270,1430,39795,57,425,1371,1892,17,103,49,23,34,559365,3449
58.,56297,133,250,1480,39951,54,450,1385,1917,27,90,49,30,40,569218,3475
59.,56170,121,259,1492,40010,53,463,1432,1908,14,96,46,12,39,579125,3461
60.,56110,138,254,1566,40001,53,454,1424,1905,17,111,41,11,40,588638,3507
61.,55950,154,249,1635,40091,49,451,1421,1922,15,113,40,16,45,598501,3527
62.,55860,150,249,1674,40104,62,439,1462,1888,17,102,46,19,37,608302,3526
63.,55739,144,246,1694,40163,56,454,1504,1893,11,100,37,16,24,618004,3544
64.,55722,134,256,1750,40121,61,439,1517,1859,23,81,51,18,32,627727,3564
65.,55839,131,255,1773,39948,55,423,1576,1851,17,78,41,21,30,637429,3553
66.,55828,144,248,1829,39888,51,439,1573,1858,14,87,46,16,24,647270,3597
67.,55927,155,242,1872,39719,50,444,1591,1856,17,98,55,20,29,657132,3624
68.,55941,156,219,1900,39657,50,449,1628,1839,14,86,48,13,30,666870,3652
69.,56029,141,237,1930,39518,44,437,1664,1846,11,82,51,16,27,676633,3680
70.,55921,155,228,1972,39551,44,443,1686,1860,17,109,45,19,34,686518,3681
71.,55753,150,240,2017,39651,53,438,1698,1878,20,98,49,11,29,696183,3678
72.,55797,112,250,2036,39564,60,437,1744,1887,13,74,32,21,23,705900,3683
73.,55733,129,238,2069,39571,57,439,1764,1890,9,77,29,20,34,715568,3719
74.,55759,125,247,2090,39488,51,428,1812,1829,12,87,25,15,33,725284,3684
75.,55692,125,238,2145,39511,46,435,1808,1796,13,79,26,26,31,735081,3638
76.,55782,136,226,2182,39364,40,429,1841,1827,17,86,41,17,48,744745,3642
77.,55840,122,236,2221,39259,35,427,1860,1846,25,85,41,16,36,754516,3615
78.,55910,121,244,2272,39134,41,415,1863,1828,16,92,39,18,35,764199,3602
79.,55845,129,238,2317,39140,40,414,1877,1851,19,93,33,10,32,773893,3583
80.,55859,135,249,2370,39058,35,401,1893,1863,17,102,40,19,27,783718,3577
81.,55763,150,247,2378,39075,36,409,1942,1879,10,113,57,16,34,793335,3591
82.,55825,142,245,2411,38954,37,419,1967,1872,20,97,58,21,33,802919,3579
83.,55832,149,245,2446,38877,47,421,1983,1842,21,99,47,21,38,812668,3551
84.,55717,129,254,2450,38941,50,411,2048,1832,20,92,47,17,23,822298,3479
85.,55437,148,235,2511,39160,37,418,2054,1862,21,103,51,21,36,831994,3505
86.,55476,149,235,2579,39053,45,416,2047,1849,22,99,54,16,23,841684,3502
87.,55461,150,224,2610,39012,42,425,2076,1838,8,107,48,19,26,851423,3522
88.,55522,159,223,2673,38883,40,433,2067,1847,17,112,50,19,44,861157,3519
89.,55605,154,213,2688,38753,39,430,2118,1847,24,88,61,15,33,870818,3541
90.,55698,143,220,2736,38599,39,438,2127,1863,10,84,58,15,38,880498,3546
91.,55653,135,218,2800,38594,38,452,2110,1880,23,73,46,17,33,890286,3581
92.,55625,142,207,2817,38558,42,441,2168,1898,15,84,41,17,30,900060,3575
93.,55591,138,220,2836,38533,40,441,2201,1896,16,96,39,18,29,909945,3561
94.,55551,131,226,2844,38523,37,441,2247,1913,21,92,40,22,37,919656,3559
95.,55588,129,219,2851,38441,43,433,2296,1927,17,82,33,18,36,929431,3590
96.,55502,138,218,2866,38469,32,421,2354,1928,18,86,34,11,37,939109,3574
97.,55574,143,224,2923,38337,36,408,2355,1887,8,98,38,18,25,948849,3569
98.,55661,135,226,2943,38201,40,400,2394,1893,17,94,37,20,27,958520,3559
99.,55530,133,219,2989,38279,42,414,2394,1911,14,78,31,20,39,968363,3621
100.,55486,141,212,3022,38267,41,409,2422,1951,26,89,39,16,47,978062,3630
101.,55346,147,221,3058,38335,47,415,2431,1971,17,93,48,12,32,988040,3649
102.,55203,148,230,3080,38420,44,415,2460,1960,13,98,34,18,38,997780,3644
103.,55145,165,217,3120,38407,55,403,2488,1925,20,111,42,18,36,1007563,3633
104.,55173,145,221,3165,38333,60,399,2504,1911,19,99,35,16,28,1017428,3660
105.,55124,155,227,3211,38325,53,395,2510,1931,13,99,41,20,38,1026988,3651
106.,55039,139,233,3226,38372,46,397,2548,1955,13,87,37,16,37,1036805,3649
107.,54847,140,228,3245,38503,47,404,2586,1951,19,100,34,19,40,1046523,3637
108.,54894,147,237,3279,38385,45,402,2611,1905,21,111,38,26,23,1056217,3645
109.,54905,150,242,3305,38325,36,399,2638,1895,19,109,38,16,33,1066111,3621
110.,54784,134,237,3361,38402,32,413,2637,1934,23,91,51,22,34,1075681,3618
111.,54652,137,230,3382,38472,35,407,2685,1919,24,102,42,26,34,1085341,3623
112.,54539,128,232,3417,38530,34,410,2710,1913,23,103,55,16,34,1095108,3627
113.,54534,145,222,3469,38475,31,416,2708,1883,17,108,46,24,33,1104716,3585
114.,54604,129,219,3482,38357,42,404,2763,1909,17,109,33,18,45,1114580,3578
115.,54548,118,230,3522,38361,36,401,2784,1900,14,101,47,20,33,1124264,3598
116.,54336,135,225,3513,38511,35,394,2851,1901,21,104,41,18,33,1134161,3591
117.,54218,115,222,3534,38588,42,402,2879,1902,20,84,45,17,26,1143893,3616
118.,54277,116,218,3565,38484,37,401,2902,1871,16,83,42,28,40,1153641,3601
119.,54341,129,215,3643,38360,30,394,2888,1832,18,101,34,14,50,1163280,3558
120.,54211,130,224,3694,38434,34,377,2896,1849,13,95,43,16,44,1173106,3572
121.,54253,128,230,3701,38345,23,392,2928,1912,28,90,50,21,38,1182809,3591
122.,54262,126,232,3726,38283,30,391,2950,1917,23,101,55,26,39,1192445,3612
123.,54083,129,227,3756,38409,34,387,2975,1924,13,95,47,24,34,1202245,3611
124.,54070,149,213,3798,38355,33,391,2991,1888,20,94,47,23,49,1212126,3602
125.,53974,133,225,3865,38396,35,390,2982,1916,19,87,45,25,37,1221771,3572
126.,53828,135,233,3883,38477,37,397,3010,1941,19,102,45,17,35,1231442,3596
127.,53681,124,232,3879,38583,38,383,3080,1921,24,86,50,20,49,1241084,3600
128.,53767,130,233,3930,38440,34,378,3088,1857,10,95,53,24,35,1250894,3597
129.,53622,124,242,3992,38529,33,387,3071,1854,18,91,52,23,40,1260420,3601
130.,53586,140,240,4019,38502,35,380,3098,1858,23,102,46,18,40,1270114,3572
131.,53525,118,250,4073,38509,38,395,3092,1861,23,99,39,24,41,1279826,3576
132.,53536,134,244,4091,38435,39,407,3114,1871,21,102,47,15,37,1289775,3599
133.,53570,122,235,4195,38351,51,392,3084,1900,30,86,48,21,41,1299616,3621
134.,53524,125,230,4219,38341,42,412,3107,1896,19,84,49,21,40,1309306,3612
135.,53446,126,238,4272,38360,41,411,3106,1886,19,93,44,19,46,1318943,3594
136.,53565,134,238,4305,38174,46,419,3119,1856,27,108,45,18,42,1328680,3586
137.,53588,128,240,4333,38087,45,434,3145,1892,19,90,53,22,49,1338509,3595
138.,53643,137,240,4344,37970,44,434,3188,1885,20,89,52,27,35,1348121,3613
139.,53637,160,234,4364,37911,40,432,3222,1882,25,96,41,20,37,1357830,3605
140.,53597,147,245,4407,37899,35,426,3244,1897,24,93,47,23,53,1367702,3614
141.,53408,137,248,4438,38028,45,434,3262,1879,13,100,47,19,29,1377308,3622
142.,53401,145,259,4415,37965,43,425,3347,1886,22,107,53,29,35,1387229,3607
143.,53369,131,263,4456,37940,48,420,3373,1881,21,99,53,17,38,1396973,3615
144.,53330,133,265,4438,37912,51,420,3451,1878,31,106,55,20,37,1406575,3586
145.,53224,135,277,4465,37954,49,412,3484,1898,13,106,59,22,32,1416283,3587
146.,52955,142,286,4508,38140,49,406,3514,1879,25,115,57,24,43,1425790,3569
147.,52718,126,261,4545,38336,51,415,3548,1924,13,87,49,18,48,1435456,3603
148.,52637,135,251,4547,38357,50,424,3599,1869,14,96,48,10,28,1445293,3596
149.,52545,127,253,4621,38389,46,439,3580,1845,24,108,37,27,39,1455187,3554
150.,52774,123,231,4652,38106,50,440,3624,1808,13,82,45,28,25,1464976,3545
151.,52922,124,211,4735,37909,50,450,3599,1817,18,81,37,18,34,1474848,3553
152.,53148,114,214,4755,37642,45,451,3631,1826,11,80,46,15,31,1484446,3547
153.,53215,116,211,4805,37524,39,439,3651,1852,12,90,37,21,30,1494172,3517
154.,53416,125,204,4837,37253,42,437,3686,1840,16,102,40,20,29,1503916,3521
155.,53477,122,215,4915,37143,36,419,3673,1876,17,97,42,18,29,1513572,3528
156.,53477,123,205,4924,37101,37,419,3714,1870,21,77,51,19,30,1523219,3511
157.,53475,114,216,4968,37052,35,402,3738,1911,26,89,44,14,41,1533158,3535
158.,53487,110,205,5033,36997,30,419,3719,1917,23,79,44,24,36,1543040,3556
159.,53502,110,199,5044,36931,29,416,3769,1934,21,85,40,17,31,1552782,3559
160.,53559,105,214,5075,36823,30,405,3789,1926,17,91,32,13,35,1562464,3551
161.,53418,103,221,5099,36914,30,396,3819,1922,15,91,38,14,43,1572254,3560
162.,53258,108,206,5136,37023,31,400,3838,1917,15,89,45,16,31,1582031,3539
163.,53397,109,205,5189,36839,31,387,3843,1914,13,91,45,20,35,1591723,3531
164.,53532,131,193,5246,36646,30,380,3842,1925,13,101,48,15,52,1601502,3510
165.,53540,124,191,5297,36592,28,372,3856,1898,25,89,52,15,34,1611373,3509
166.,53525,123,196,5328,36557,33,369,3869,1963,22,85,52,12,42,1621131,3537
167.,53578,113,200,5384,36465,32,375,3853,1959,19,87,49,19,42,1630883,3555
168.,53508,122,195,5425,36487,25,371,3867,1945,19,79,51,24,31,1640526,3571
169.,53445,113,191,5448,36508,21,378,3896,1924,20,72,42,19,23,1650238,3576
170.,53472,106,197,5464,36437,23,377,3924,1959,24,68,37,24,41,1659930,3575
171.,53418,113,198,5449,36442,26,363,3991,1952,15,78,43,14,45,1669662,3590
172.,53374,106,193,5442,36444,24,374,4043,1933,21,87,37,16,41,1679579,3581
173.,53460,102,205,5420,36320,20,365,4108,1950,15,73,39,31,38,1689419,3588
174.,53483,95,212,5469,36259,19,358,4105,1933,21,75,44,19,53,1699031,3577
