# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '3' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-20-3.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '19' '-var' 'INIT_I' '1000.0' '-var' 'k_result' '12' '-var' 'm' '10000.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "194959212"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,96501,366,951,0,2070,0,111,1,245,6470,367,160,10,441,9590,5235
2.,94008,583,1009,6,4162,13,218,1,461,1436,602,378,42,309,18829,18793
3.,90921,747,1104,12,6801,55,352,8,616,347,724,543,79,108,27275,27256
4.,89574,809,1058,28,7707,146,658,20,802,129,565,352,125,37,35141,35133
5.,88730,866,1209,53,8113,173,803,53,998,82,350,107,135,29,42216,42199
6.,88044,1006,1330,81,8327,176,944,92,1099,54,207,61,86,24,48856,48846
7.,87398,1139,1531,128,8437,166,1051,150,1205,48,185,48,45,24,55233,55229
8.,87010,1249,1729,191,8210,203,1189,219,1282,60,183,33,31,13,60951,60930
9.,86802,1422,1969,277,7724,189,1313,304,1391,39,147,35,35,21,66544,66532
10.,86617,1613,2228,401,7106,208,1453,374,1449,58,131,29,26,14,71624,71603
11.,86793,1847,2474,558,6083,179,1581,485,1510,53,127,26,27,11,76307,76281
12.,86717,2125,2768,759,5135,192,1736,568,1565,52,101,28,25,12,80872,80760
13.,86137,2353,3091,996,4626,221,1917,659,1608,41,106,38,21,11,85113,83783
14.,84811,2622,3432,1231,4803,216,2076,809,1605,52,90,24,25,13,88975,85739
15.,83432,2839,3770,1556,4928,259,2287,929,1668,39,93,34,25,7,92812,87465
16.,81667,3092,4218,1881,5282,309,2451,1100,1668,46,91,42,35,10,96505,88751
17.,79975,3460,4562,2307,5421,305,2751,1219,1678,47,75,33,32,10,100201,89722
