# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '16' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-59-16.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '58' '-var' 'INIT_I' '100.0' '-var' 'k_result' '12' '-var' 'm' '500.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '0.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "308663755"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99724,31,101,0,137,0,7,0,257,1121,33,6,1,689,509,252
2.,99454,70,106,0,353,0,17,0,476,1967,62,25,2,2613,980,806
3.,98718,98,118,1,1040,0,24,1,697,2609,81,40,6,4825,1411,1404
4.,96423,98,147,4,3284,1,37,6,869,2783,93,51,15,5881,1805,1804
5.,93106,112,162,11,6543,1,57,8,1010,2949,106,68,17,5645,2155,2154
6.,90158,127,184,13,9423,2,81,12,1155,3062,124,92,30,5229,2494,2494
7.,86910,164,193,19,12586,7,106,15,1294,2980,138,104,41,4213,2763,2762
8.,84134,177,210,29,15295,8,121,26,1401,2727,138,118,56,3221,3070,3070
9.,82159,177,244,40,17197,8,138,37,1472,2688,151,127,74,2674,3305,3304
10.,80475,196,266,53,18789,8,168,45,1498,2885,169,166,72,2310,3617,3617
11.,79182,206,294,68,20000,11,179,60,1540,3174,175,197,68,2201,3849,3848
12.,77457,238,306,87,21611,12,210,79,1537,2970,199,221,78,1824,4090,4090
13.,75906,253,325,109,23053,18,235,101,1581,2859,211,240,91,1451,4289,4288
14.,74485,290,342,141,24344,17,262,119,1625,2715,248,259,118,1173,4481,4480
15.,73202,285,376,171,25525,18,280,143,1675,2627,238,289,141,1077,4650,4650
16.,71801,295,388,210,26815,16,310,165,1727,2457,239,316,160,968,4761,4759
17.,70393,310,423,243,28100,19,328,184,1743,2169,253,344,183,794,4942,4942
18.,69085,328,436,289,29279,19,351,213,1761,1840,280,343,208,570,5105,5105
19.,67945,373,469,333,30257,15,374,234,1771,1597,328,363,231,455,5256,5253
20.,66936,373,512,368,31128,20,396,267,1823,1548,326,398,283,390,5396,5395
21.,65988,392,542,417,31905,17,423,316,1805,1506,361,439,309,360,5525,5525
22.,64917,408,595,464,32798,21,438,359,1799,1487,373,485,320,360,5611,5609
23.,63912,426,620,526,33643,24,461,388,1823,1605,377,495,349,368,5754,5754
24.,62763,452,635,589,34612,28,500,421,1838,1453,406,529,367,288,5822,5822
25.,61837,485,669,677,35348,21,521,442,1817,1378,440,546,411,255,5847,5845
26.,61032,514,684,748,35957,30,545,490,1783,1412,464,566,453,264,5867,5865
27.,60171,518,730,820,36630,31,581,519,1782,1337,471,589,509,250,5913,5909
28.,59270,543,734,895,37337,30,614,577,1795,1219,478,626,551,189,5977,5977
29.,58467,533,786,955,37939,37,645,638,1833,1232,495,651,591,197,6000,6000
30.,57822,546,808,1033,38380,31,665,715,1864,1306,499,654,647,194,6090,6089
31.,56937,562,840,1109,39027,42,707,776,1860,1324,530,691,689,179,6138,6136
32.,56220,572,861,1197,39516,44,742,848,1859,1220,550,716,709,145,6274,6273
33.,55388,594,865,1276,40115,47,790,925,1872,1111,563,733,750,152,6294,6292
34.,54862,597,894,1341,40419,55,833,999,1888,1059,576,769,803,146,6400,6400
35.,54348,582,912,1421,40721,64,855,1097,1930,1146,565,798,826,102,6410,6410
36.,53820,585,907,1519,41050,67,864,1188,1895,974,556,787,826,114,6452,6450
37.,53397,571,939,1609,41260,62,897,1265,1876,1056,572,804,822,122,6488,6486
38.,52887,552,945,1698,41559,63,929,1367,1877,1136,551,803,843,124,6499,6499
39.,52330,569,928,1779,41902,59,961,1472,1876,979,550,800,845,116,6585,6585
40.,52143,545,941,1886,41900,54,964,1567,1861,1002,518,813,899,133,6620,6620
41.,51741,547,937,1975,42092,51,985,1672,1844,967,514,828,902,123,6676,6673
42.,51499,538,925,2045,42142,49,1000,1802,1858,860,507,798,879,117,6688,6686
43.,51344,539,905,2167,42099,42,1018,1886,1858,833,494,773,818,116,6689,6688
44.,51256,541,897,2258,41985,48,1042,1973,1893,826,477,727,827,92,6728,6727
45.,51110,572,889,2364,41903,47,1021,2094,1928,818,514,710,784,104,6703,6702
46.,51029,559,886,2458,41797,50,1007,2214,1918,848,503,688,779,137,6716,6716
47.,50921,572,886,2596,41699,48,1000,2278,1892,822,490,688,788,104,6725,6724
48.,50848,528,898,2696,41589,50,1027,2364,1874,857,457,737,785,99,6716,6716
49.,50739,507,879,2789,41502,55,1058,2471,1901,788,473,667,772,117,6685,6685
50.,50658,498,861,2902,41413,49,1053,2566,1899,763,463,666,719,110,6697,6697
51.,50681,501,864,2992,41205,42,1041,2674,1878,746,464,638,697,99,6725,6722
52.,50769,488,836,3139,40953,46,1039,2730,1892,748,443,646,698,97,6761,6758
53.,50853,513,829,3237,40686,54,1000,2828,1890,700,457,603,678,89,6839,6838
54.,50929,500,849,3327,40431,51,992,2921,1905,757,444,602,658,92,6858,6858
55.,50876,496,871,3436,40284,55,962,3020,1901,730,467,629,668,90,6918,6917
56.,50884,494,904,3573,40079,56,946,3064,1879,812,480,642,714,96,6908,6908
57.,50529,475,898,3678,40235,59,958,3168,1888,766,482,636,678,72,6912,6911
58.,50428,484,861,3801,40146,62,987,3231,1914,718,474,652,705,79,6908,6908
59.,50216,504,870,3922,40147,61,988,3292,1898,746,497,636,732,91,6910,6908
60.,50104,512,857,4019,40069,54,995,3390,1910,729,497,625,708,81,6943,6943
61.,50156,531,843,4164,39816,66,980,3444,1906,770,488,643,711,119,6946,6944
62.,50185,553,812,4282,39590,56,1000,3522,1895,793,488,642,723,119,6941,6940
63.,50070,537,826,4405,39515,61,965,3621,1911,815,478,635,724,114,6919,6919
