6.600000000000000000e+01	1.000000000000000000e+02
6.700000000000000000e+01	2.000000000000000000e+02
6.800000000000000000e+01	2.000000000000000000e+02
6.900000000000000000e+01	3.000000000000000000e+02
7.000000000000000000e+01	7.000000000000000000e+02
7.100000000000000000e+01	7.000000000000000000e+02
7.200000000000000000e+01	9.000000000000000000e+02
7.300000000000000000e+01	1.000000000000000000e+03
7.400000000000000000e+01	2.800000000000000000e+03
7.500000000000000000e+01	4.300000000000000000e+03
7.600000000000000000e+01	6.500000000000000000e+03
7.700000000000000000e+01	8.100000000000000000e+03
7.800000000000000000e+01	1.150000000000000000e+04
7.900000000000000000e+01	1.580000000000000000e+04
8.000000000000000000e+01	1.940000000000000000e+04
8.100000000000000000e+01	2.500000000000000000e+04
8.200000000000000000e+01	2.850000000000000000e+04
8.300000000000000000e+01	3.590000000000000000e+04
8.400000000000000000e+01	5.080000000000000000e+04
8.500000000000000000e+01	6.940000000000000000e+04
8.600000000000000000e+01	8.770000000000000000e+04
8.700000000000000000e+01	1.161000000000000000e+05
8.800000000000000000e+01	1.455000000000000000e+05
8.900000000000000000e+01	1.669000000000000000e+05
9.000000000000000000e+01	2.043000000000000000e+05
9.100000000000000000e+01	2.425000000000000000e+05
9.200000000000000000e+01	3.095000000000000000e+05
9.300000000000000000e+01	3.747000000000000000e+05
9.400000000000000000e+01	4.461000000000000000e+05
9.500000000000000000e+01	5.221000000000000000e+05
9.600000000000000000e+01	5.865000000000000000e+05
9.700000000000000000e+01	6.433000000000000000e+05
9.800000000000000000e+01	7.471000000000000000e+05
9.900000000000000000e+01	8.505000000000000000e+05
1.000000000000000000e+02	9.608000000000000000e+05
1.010000000000000000e+02	1.076000000000000000e+06
1.020000000000000000e+02	1.159900000000000000e+06
1.030000000000000000e+02	1.228500000000000000e+06
1.040000000000000000e+02	1.302900000000000000e+06
1.050000000000000000e+02	1.407300000000000000e+06
1.060000000000000000e+02	1.491500000000000000e+06
1.070000000000000000e+02	1.594400000000000000e+06
1.080000000000000000e+02	1.687900000000000000e+06
1.090000000000000000e+02	1.799400000000000000e+06
1.100000000000000000e+02	1.849200000000000000e+06
1.110000000000000000e+02	1.905100000000000000e+06
1.120000000000000000e+02	2.022300000000000000e+06
1.130000000000000000e+02	2.106000000000000000e+06
1.140000000000000000e+02	2.178700000000000000e+06
1.150000000000000000e+02	2.279200000000000000e+06
1.160000000000000000e+02	2.363500000000000000e+06
1.170000000000000000e+02	2.405500000000000000e+06
1.180000000000000000e+02	2.439300000000000000e+06
1.190000000000000000e+02	2.530200000000000000e+06
1.200000000000000000e+02	2.609700000000000000e+06
1.210000000000000000e+02	2.677100000000000000e+06
1.220000000000000000e+02	2.751000000000000000e+06
1.230000000000000000e+02	2.813100000000000000e+06
1.240000000000000000e+02	2.844600000000000000e+06
1.250000000000000000e+02	2.873400000000000000e+06
1.260000000000000000e+02	2.942700000000000000e+06
1.270000000000000000e+02	3.007600000000000000e+06
1.280000000000000000e+02	3.061500000000000000e+06
1.290000000000000000e+02	3.124100000000000000e+06
1.300000000000000000e+02	3.158600000000000000e+06
1.310000000000000000e+02	3.185500000000000000e+06
1.320000000000000000e+02	3.206500000000000000e+06
1.330000000000000000e+02	3.269200000000000000e+06
1.340000000000000000e+02	3.318600000000000000e+06
1.350000000000000000e+02	3.361400000000000000e+06
1.360000000000000000e+02	3.399800000000000000e+06
1.370000000000000000e+02	3.446600000000000000e+06
1.380000000000000000e+02	3.463600000000000000e+06
1.390000000000000000e+02	3.479600000000000000e+06
1.400000000000000000e+02	3.534100000000000000e+06
1.410000000000000000e+02	3.570400000000000000e+06
