t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.185209779837401456e+01	1.572330188676100748e+00	1.089724735885168494e+00	1.998263134713634259e-01	1.142175981284067277e+01	0.000000000000000000e+00	1.233220715579061766e+00	0.000000000000000000e+00	1.323184028101239562e+01	1.282656748055898710e+01	1.513251649777906271e+00	7.626252174051303401e-01	0.000000000000000000e+00	3.736008621064286217e+01	2.282116464064785077e+01	1.212521477473010911e+01
2.000000000000000000e+00	1.517650779622534962e+01	1.978618345097294284e+00	1.499421184620548075e+00	2.763853991962832435e-01	1.555277752971760563e+01	0.000000000000000000e+00	1.411756195508118150e+00	0.000000000000000000e+00	1.861824075708790005e+01	2.152610656595588168e+01	1.818118685772619481e+00	1.183656059278482608e+00	3.307189138830738395e-01	9.342799329192270363e+01	2.955218430543201080e+01	1.841303697263315797e+01
3.000000000000000000e+00	3.053538475641370908e+01	2.548147475236775872e+00	2.215789300051388633e+00	3.307189138830738395e-01	3.118757654187890438e+01	0.000000000000000000e+00	1.731549562931679276e+00	1.998263134713633982e-01	1.941286622320362198e+01	4.052254173776478297e+01	2.120911098770735581e+00	1.898464291649086144e+00	3.726779962499648935e-01	1.411112642168898503e+02	4.011121691275673840e+01	3.421094691599297022e+01
4.000000000000000000e+00	1.043170913875360952e+02	3.172965227249320730e+00	2.978802425285854927e+00	4.545296714431548701e-01	1.048088786394867640e+02	0.000000000000000000e+00	2.013840995599095685e+00	4.714045207910316226e-01	2.288463670723706755e+01	5.955226462715101832e+01	2.496873044429772204e+00	2.290908965648545514e+00	6.400954789890507257e-01	2.399227269988309388e+02	5.089352652024289370e+01	1.226769696760108701e+02
5.000000000000000000e+00	2.303311474811863206e+02	3.718385252887184134e+00	3.521511275953360443e+00	1.050793351076541038e+00	2.312397595330199636e+02	1.998263134713633982e-01	2.307897070687704666e+00	5.527707983925665980e-01	2.194591679308223675e+01	9.142072119541001030e+01	2.499652753661773641e+00	2.730677062968490887e+00	9.709316831442535989e-01	4.086182679333963961e+02	5.484118484821015471e+01	2.479914173022033594e+02
6.000000000000000000e+00	4.441912047630939924e+02	4.241822197541471162e+00	4.738839227302634072e+00	1.306367950549240264e+00	4.443340815666368258e+02	2.763853991962832990e-01	2.776075867519153917e+00	5.713045500334202886e-01	2.702747444731009097e+01	1.255175328058461588e+02	4.219662967057387526e+00	3.585270794049825405e+00	1.485461955831324010e+00	6.808636468159800188e+02	7.439141975613405577e+01	3.733719009096545278e+02
7.000000000000000000e+00	8.423270583709685297e+02	5.407684860969207641e+00	5.930148958219064959e+00	1.666145751927683660e+00	8.411181205445126352e+02	4.061164310337067596e-01	2.936539441057941513e+00	8.569568250501304885e-01	3.623907881463508573e+01	1.645463249530525047e+02	5.361255035488943221e+00	4.451708473533877886e+00	1.802294062823514009e+00	1.107214559874111501e+03	8.572031394145861327e+01	2.584858555124438340e+02
8.000000000000000000e+00	1.264868816622454688e+03	6.927702040038641762e+00	5.950606878480733997e+00	2.158638974498102936e+00	1.259617986622222816e+03	7.058780977540591861e-01	3.826080094416332233e+00	1.037491633165727567e+00	3.425737451021799274e+01	1.677103157232732542e+02	5.820074216785288357e+00	4.866980583482946265e+00	1.920286436967151955e+00	1.591542298806063627e+03	8.288067686271766377e+01	8.255401220144030106e+01
9.000000000000000000e+00	1.696129881933836259e+03	6.766825737046548106e+00	8.077317348944237807e+00	2.153807997220014148e+00	1.688570349848915612e+03	9.270248108869578729e-01	4.642796092394705809e+00	1.907587190376599073e+00	3.774024892457505587e+01	1.724867899531246280e+02	6.940095860689211804e+00	4.699106002445807562e+00	2.248456260538673757e+00	2.165294703046600716e+03	7.814595274584318929e+01	7.794280978526641945e+01
