t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	9.990000000000000000e+04	0.000000000000000000e+00	1.000000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	9.960687500000000000e+04	3.466666666666666430e+01	8.675000000000000000e+01	0.000000000000000000e+00	2.524583333333333428e+02	4.166666666666666435e-02	1.920833333333333215e+01	0.000000000000000000e+00	2.599583333333333144e+02	1.078625000000000000e+03	3.283333333333333570e+01	6.375000000000000000e+00	5.416666666666666297e-01	2.644583333333333144e+02	1.005941666666666606e+04	0.000000000000000000e+00
2.000000000000000000e+00	9.930737500000000000e+04	5.575000000000000000e+01	8.629166666666667140e+01	4.166666666666666852e-01	5.149583333333333712e+02	1.250000000000000000e-01	3.479166666666666430e+01	2.916666666666666852e-01	4.783750000000000000e+02	1.939125000000000000e+03	4.879166666666666430e+01	1.887500000000000000e+01	1.875000000000000000e+00	5.158750000000000000e+02	2.007362500000000000e+04	0.000000000000000000e+00
3.000000000000000000e+00	9.900745833333332848e+04	7.291666666666667140e+01	9.575000000000000000e+01	9.166666666666666297e-01	7.746666666666666288e+02	1.666666666666666574e-01	4.725000000000000000e+01	8.750000000000000000e-01	6.706666666666666288e+02	2.734500000000000000e+03	6.354166666666666430e+01	3.250000000000000000e+01	4.583333333333333037e+00	7.590416666666666288e+02	3.007262500000000000e+04	0.000000000000000000e+00
4.000000000000000000e+00	9.871037500000000000e+04	9.016666666666667140e+01	1.080000000000000000e+02	2.833333333333333481e+00	1.027416666666666742e+03	2.083333333333333426e-01	5.862500000000000000e+01	2.375000000000000000e+00	8.343750000000000000e+02	3.547791666666666515e+03	7.466666666666667140e+01	4.779166666666666430e+01	8.166666666666666075e+00	9.828333333333333712e+02	4.008416666666666424e+04	0.000000000000000000e+00
5.000000000000000000e+00	9.840825000000000000e+04	1.096250000000000000e+02	1.245833333333333286e+02	5.166666666666666963e+00	1.277541666666666742e+03	4.583333333333333148e-01	6.995833333333332860e+01	4.416666666666666963e+00	9.793333333333333712e+02	4.427666666666666970e+03	8.920833333333332860e+01	6.337500000000000000e+01	1.275000000000000000e+01	1.180458333333333258e+03	5.004712500000000000e+04	0.000000000000000000e+00
6.000000000000000000e+00	9.810929166666667152e+04	1.317500000000000000e+02	1.448750000000000000e+02	9.250000000000000000e+00	1.515125000000000000e+03	3.333333333333333148e-01	8.162500000000000000e+01	7.750000000000000000e+00	1.105750000000000000e+03	5.397541666666666970e+03	1.043333333333333286e+02	8.033333333333332860e+01	1.912500000000000000e+01	1.363833333333333258e+03	6.004008333333333576e+04	0.000000000000000000e+00
7.000000000000000000e+00	9.781850000000000000e+04	1.524166666666666572e+02	1.685833333333333428e+02	1.641666666666666785e+01	1.737666666666666742e+03	5.416666666666666297e-01	9.387500000000000000e+01	1.200000000000000000e+01	1.210250000000000000e+03	6.482291666666666970e+03	1.230833333333333286e+02	9.654166666666667140e+01	2.604166666666666785e+01	1.531083333333333258e+03	7.002416666666667152e+04	0.000000000000000000e+00
8.000000000000000000e+00	9.752337500000000000e+04	1.738750000000000000e+02	1.948333333333333428e+02	2.458333333333333215e+01	1.957708333333333258e+03	8.333333333333333703e-01	1.082500000000000000e+02	1.654166666666666785e+01	1.303666666666666742e+03	7.688750000000000000e+03	1.400416666666666572e+02	1.182500000000000000e+02	3.429166666666666430e+01	1.683791666666666742e+03	7.998383333333332848e+04	0.000000000000000000e+00
9.000000000000000000e+00	9.721987500000000000e+04	2.041250000000000000e+02	2.246666666666666572e+02	3.525000000000000000e+01	2.168625000000000000e+03	9.166666666666666297e-01	1.228750000000000000e+02	2.366666666666666785e+01	1.383791666666666742e+03	9.065333333333333940e+03	1.677916666666666572e+02	1.422916666666666572e+02	4.275000000000000000e+01	1.808416666666666742e+03	8.998641666666667152e+04	0.000000000000000000e+00
