t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	7.283484695223539518e+01	1.465908895153068237e+01	1.194773049113884511e+01	4.714045207910316226e-01	7.493440418496405186e+01	2.706730294818619154e+00	1.081536972193841351e+01	1.998263134713633982e-01	1.577659791167495840e+01	4.021606143348975593e+01	1.632860263123850331e+01	9.356277601458581117e+00	2.990436144333019186e+00	6.914156170897181042e+00	1.943253107263407387e+01	1.768076285118942437e+01
2.000000000000000000e+00	1.798222067534114785e+02	2.100657139246351690e+01	2.119351152016945505e+01	1.343709624716425077e+00	1.720200246741317187e+02	8.967146827292514999e+00	1.876369869958715952e+01	1.428261375083551332e+00	2.146569453026541652e+01	1.139436690747766967e+01	2.124750802381828052e+01	1.752835005228831022e+01	6.211408634297232112e+00	3.451801059672407579e+00	2.982934680068532174e+01	2.222138453282233073e+01
3.000000000000000000e+00	2.668978685231903683e+02	1.206341749533135577e+01	1.983613425600417202e+01	2.324014127897390036e+00	2.554334415372340175e+02	1.641645515938200361e+01	2.113050552847444052e+01	3.142175025183811865e+00	2.793789615677362903e+01	6.762719497361989518e+00	2.063758033835900463e+01	1.728117151378600269e+01	7.529110173187798516e+00	3.265720526247700040e+00	3.763344312797683244e+01	2.968433462657066357e+01
4.000000000000000000e+00	3.135537788358197986e+02	1.721912494550431205e+01	2.557338976140802345e+01	3.704351795148812077e+00	2.905041564772448055e+02	2.017798408331879756e+01	2.093375795747677515e+01	5.322254117278588659e+00	3.090416975641528907e+01	5.802148787781604256e+00	1.439907404430345039e+01	7.822243923581007508e+00	7.538788585265761455e+00	2.828427124746190291e+00	4.548801734767324945e+01	2.703697956297797944e+01
5.000000000000000000e+00	3.738402970632424172e+02	1.768454284270745802e+01	2.285973990082418439e+01	4.366658715005482527e+00	3.460929447256746130e+02	2.053245229440999253e+01	2.675700842769983367e+01	7.809805090753261680e+00	3.225223398808557107e+01	3.599527360949243526e+00	1.225191311591785670e+01	4.999826385874702517e+00	6.210290519237673834e+00	2.290908965648545514e+00	5.360152296240181613e+01	3.533018853929628023e+01
6.000000000000000000e+00	4.161098279167278520e+02	1.838458744588943716e+01	2.736773749427517544e+01	5.099019513592784492e+00	3.806913666826010854e+02	1.894834901925641546e+01	2.627495506920780244e+01	1.077387529577398162e+01	3.348123437920943246e+01	3.479852726768763560e+00	1.101127893974577709e+01	3.077697552103231260e+00	4.936928588595230316e+00	2.005201569252660576e+00	6.313410275402316785e+01	2.885452015427276962e+01
7.000000000000000000e+00	4.332499098384211038e+02	1.166837785069829891e+01	3.029779855405706002e+01	5.520165053893064666e+00	3.904071926100576775e+02	1.542854272300386498e+01	2.403065172279400130e+01	1.294533109743517585e+01	3.624374946111397833e+01	3.133322251753453802e+00	8.188745664358831888e+00	3.604588125647028019e+00	3.806974593500140003e+00	2.934173648576375637e+00	6.646353166712303562e+01	3.283203783400191611e+01
8.000000000000000000e+00	5.100314379607725073e+02	1.443568110235498736e+01	2.695955690165054364e+01	7.696387139431071667e+00	4.550364893030252915e+02	1.616317616958031422e+01	3.184729187858835786e+01	1.830295779072029916e+01	3.476348659153739362e+01	3.115541240655020694e+00	6.216996193232440682e+00	2.998842369241097039e+00	2.498610725094158269e+00	2.030582155168533909e+00	6.589131149518543396e+01	3.022232434623268560e+01
9.000000000000000000e+00	5.520527790287204652e+02	1.617820679185428290e+01	2.652877761350240959e+01	9.455671431591849085e+00	4.947746102323315540e+02	1.903049453435780336e+01	3.207802986469088324e+01	1.927969390893492019e+01	3.477177575115899799e+01	3.108009366495252834e+00	7.369230323144715378e+00	2.349645363311947399e+00	2.645751311064590716e+00	1.907587190376599295e+00	7.045620191926960274e+01	3.383035701194351930e+01
1.000000000000000000e+01	5.298652328003372531e+02	1.371409453405104983e+01	3.254868148891237212e+01	1.287978605757443695e+01	4.681947303799515794e+02	2.184982678548174562e+01	3.281386901905960940e+01	2.223595062056039140e+01	3.764469768624645241e+01	1.863389981249824912e+00	7.296189073756243815e+00	2.466089459492948333e+00	1.290321880600168392e+00	1.513251649777906493e+00	7.638767170747443913e+01	4.063538328845933023e+01
1.100000000000000000e+01	5.145752141734643601e+02	1.478027730532219230e+01	2.718579975526439085e+01	1.618040653245633465e+01	4.465111028077079709e+02	1.669310403197146897e+01	3.544711926079309450e+01	2.315523548909740015e+01	3.835280302663678498e+01	2.549509756796392246e+00	5.669117117231648351e+00	1.630865482565077240e+00	1.613743060919756944e+00	2.071214753606094305e+00	8.281202567998334985e+01	4.218774176885455773e+01
1.200000000000000000e+01	4.897707779467406795e+02	1.377170004836811046e+01	2.560432770494515964e+01	1.640799263231862426e+01	4.208204288450518220e+02	1.718284027743958120e+01	3.755468235342520700e+01	2.076639245404833289e+01	3.991727556946852928e+01	2.763853991962833323e+00	7.364988496634298443e+00	1.730044957668891215e+00	2.077909606631946904e+00	1.847953071794723678e+00	8.055069788993483826e+01	4.004025751942938882e+01
1.300000000000000000e+01	4.662915084293658197e+02	1.835755975068581947e+01	2.564541869418395592e+01	1.915176050799392016e+01	3.913932889016139143e+02	1.343502884254440310e+01	4.362384589368016208e+01	2.373958104797414848e+01	3.055584595821595428e+01	2.753785273643051035e+00	4.662014049742879251e+00	1.777560750641795195e+00	1.755447869411741246e+00	1.497683396300952374e+00	8.307810916373954058e+01	3.459525396961586807e+01
1.400000000000000000e+01	4.754302364408707149e+02	1.792921072502139523e+01	2.534744672655523345e+01	2.532946105273900628e+01	3.992321775573985860e+02	1.689160705465554102e+01	4.316922048430134140e+01	2.699832813753885219e+01	3.255497487157514058e+01	2.332961279861569537e+00	6.019499563917253049e+00	1.299038105676658006e+00	1.421560175769331691e+00	1.067187372905474829e+00	8.516780821152764247e+01	3.480211918834828566e+01
1.500000000000000000e+01	4.456422312392406866e+02	1.905966508974733742e+01	2.327179384767940107e+01	2.587738180127365339e+01	3.631649432994141193e+02	1.724813798324007053e+01	4.170456609693155769e+01	2.774934308531765126e+01	3.080852042139569491e+01	2.527625148017182966e+00	5.975499746650669408e+00	1.497683396300952374e+00	1.240939384319619476e+00	1.322875655532295358e+00	9.552657425496263954e+01	3.573103129245252774e+01
1.600000000000000000e+01	4.196886742971906301e+02	1.607447942823931442e+01	3.366120005122944292e+01	2.410725455588467270e+01	3.343104818337122879e+02	1.433956986415174484e+01	4.061087361231663095e+01	3.130850079806157638e+01	3.372043458102717040e+01	1.868971791000483496e+00	5.126016159423092411e+00	1.743539662742306318e+00	1.363589014329464222e+00	1.135751097536584098e+00	9.746876280235747458e+01	4.017252291333246461e+01
1.700000000000000000e+01	3.990310834453320012e+02	1.580562268097443024e+01	3.326910478707434748e+01	2.570826580218034607e+01	3.073824865791081038e+02	1.625747691234883874e+01	4.267211879227726712e+01	3.199338039171367143e+01	3.107473071305508228e+01	1.790697412245358056e+00	5.003991462378363231e+00	1.763341997458235610e+00	1.354006400772659990e+00	1.033299730636437097e+00	1.086565610715197039e+02	3.792753964982291137e+01
1.800000000000000000e+01	4.181699132994731372e+02	1.878233323276601396e+01	3.263686459443608356e+01	2.245350133547599469e+01	3.218809627279418351e+02	1.486554321240902432e+01	5.248749851155034918e+01	3.693121891510698163e+01	3.124030405137283850e+01	1.353365147409309799e+00	4.288226776756202341e+00	2.192157739660984372e+00	1.221906524884598610e+00	1.027402333828162817e+00	1.207101383480277548e+02	3.676594042044892063e+01
1.900000000000000000e+01	3.831486058524376972e+02	1.479154929530897711e+01	2.482592171277612536e+01	2.170381430890790853e+01	2.757206718562989636e+02	1.706340300825782563e+01	5.714965733347255394e+01	3.404447152867358994e+01	3.300252515591294156e+01	1.707825127659932996e+00	4.599969806664193861e+00	1.450574598794100778e+00	1.221906524884598166e+00	1.059841445164741991e+00	1.242094375440127294e+02	4.077138157526128737e+01
2.000000000000000000e+01	3.582324567310387806e+02	1.864731139393082060e+01	2.762434011278218193e+01	2.322530797547269543e+01	2.480597171325664476e+02	1.410470518420478570e+01	5.491039101724432925e+01	3.869099450202276103e+01	3.330071320557564007e+01	1.674979270186815139e+00	5.526294468769787471e+00	1.490711984999859796e+00	1.235330590031132880e+00	9.780578828587918050e-01	1.254527356771819768e+02	4.174324213437295583e+01
2.100000000000000000e+01	3.441602677976578093e+02	1.803772089261833500e+01	2.336482250211962608e+01	2.600427315312278154e+01	2.321948677236906917e+02	1.530244851504345327e+01	4.990489218392210091e+01	4.469083612255798243e+01	3.837187826607744512e+01	1.383810158784634536e+00	5.195484150255445854e+00	1.682735042192389230e+00	1.499421184620548742e+00	8.620067027323833342e-01	1.341591030476707829e+02	4.310057682006381441e+01
2.200000000000000000e+01	3.516905600097904312e+02	2.030492380078180403e+01	3.106755072955274599e+01	2.839735414122629464e+01	2.462266345372806313e+02	1.667161384909491417e+01	4.735034905421031226e+01	4.445454529316683789e+01	3.581935289290785818e+01	1.433720877840437780e+00	4.366658715005482527e+00	1.268611445636527391e+00	1.257615689398880798e+00	1.098452193872005545e+00	1.283596022898170190e+02	4.419935896971055911e+01
2.300000000000000000e+01	3.809865824955869016e+02	1.855280564287305367e+01	2.949564468791207261e+01	3.577706337709802398e+01	2.697967567087409861e+02	1.487815092677850259e+01	4.052742555630967303e+01	4.631622510884639610e+01	3.850971648673733227e+01	1.290994448735805600e+00	4.232603283507156533e+00	1.098452193872005545e+00	1.605113357021518583e+00	8.498365855987974893e-01	1.346818718210517716e+02	4.547091561280316085e+01
