t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.190908849949855686e+01	2.504163200219453156e+00	1.383810158784634536e+00	0.000000000000000000e+00	1.102262509064373930e+01	0.000000000000000000e+00	1.040832999733066311e+00	0.000000000000000000e+00	1.692549030965490786e+01	9.512327528002806787e+00	2.345207879911714866e+00	5.713045500334201776e-01	0.000000000000000000e+00	5.842122842388334192e+01	6.756692926687992440e+01	1.679202853208099455e+01
2.000000000000000000e+00	8.264074694456455461e+01	3.399346342395189957e+00	1.724013405464767112e+00	0.000000000000000000e+00	7.968004594766635762e+01	0.000000000000000000e+00	9.574271077563381027e-01	0.000000000000000000e+00	2.063434131894368662e+01	2.865234017008422640e+01	3.487079325484612635e+00	1.572330188676100748e+00	4.061164310337068151e-01	2.751684206485588788e+02	1.475038605897787534e+02	2.396917834254371371e+02
3.000000000000000000e+00	2.598137119756298716e+02	3.860186739869804207e+00	2.515231378797762041e+00	3.307189138830738395e-01	2.575690306608221363e+02	2.763853991962832435e-01	1.404358295529393175e+00	1.998263134713633704e-01	2.508205284660727230e+01	7.497164973434217927e+01	3.340617042137907777e+00	2.540983514748220706e+00	5.713045500334202886e-01	1.133377780225257993e+03	1.778384049183102888e+02	1.194447768729224208e+03
4.000000000000000000e+00	3.458920833631977416e+02	4.915783819042040648e+00	4.033712103426982942e+00	4.545296714431548701e-01	3.414154335467113697e+02	1.998263134713634259e-01	1.615355997915010722e+00	4.545296714431548701e-01	2.790083506317010276e+01	1.016277845730301408e+02	4.019915698397445780e+00	3.147971127920683898e+00	8.975274678557506602e-01	2.318059940745469248e+03	2.623138493399758886e+02	2.484654393793474810e+03
5.000000000000000000e+00	3.833737818333723908e+02	5.112620550059322255e+00	4.320292878446501561e+00	6.454972243679027999e-01	3.800566021441192675e+02	3.307189138830738395e-01	2.474522961883540706e+00	7.993052538854532596e-01	3.139994581559373188e+01	1.139983476366604691e+02	4.909599440551811966e+00	3.162277660168379523e+00	1.221906524884598388e+00	3.422864230426114773e+03	4.520702820696750450e+02	3.607401898402397364e+03
6.000000000000000000e+00	2.785948247704699838e+02	5.387582172613859299e+00	5.727613425813194326e+00	1.019769854210034632e+00	2.801553109685570462e+02	2.763853991962832435e-01	3.604588125647027574e+00	1.117257306482660084e+00	3.523430994389165249e+01	1.012085220253490121e+02	5.645641140640173639e+00	3.918439315169582216e+00	1.332682132643289608e+00	3.222428379300651613e+03	7.012245786637988658e+02	3.451872824752367251e+03
7.000000000000000000e+00	2.873919966217260935e+02	6.193494570918747222e+00	6.814506585219505475e+00	1.442774141098398522e+00	2.870191631233008707e+02	3.726779962499648935e-01	4.039518329372120853e+00	1.165922381636101957e+00	4.095390362617734326e+01	5.015169696364554142e+01	5.530063039624613097e+00	4.227678309532182155e+00	1.384437310486345885e+00	1.999532443611644567e+03	8.809080660507845550e+02	2.105545196947547993e+03
8.000000000000000000e+00	1.897600046769603068e+02	7.553512795749772302e+00	8.043177750947279492e+00	1.771690968789108034e+00	1.910569105150493101e+02	6.441510347391795621e-01	4.322904116447645606e+00	1.657788855339813461e+00	3.452110365011846227e+01	4.002705248398332571e+01	6.249444419750892266e+00	5.403027700589118076e+00	1.914854215512676205e+00	1.583726091089372176e+03	1.012596681769477073e+03	1.691904777474685943e+03
9.000000000000000000e+00	1.320693670323793469e+02	7.720710783341129257e+00	9.061134954665815755e+00	1.964529205687713942e+00	1.269883456485497817e+02	5.713045500334202886e-01	5.048205126577167690e+00	1.786815136865963938e+00	2.925023741594056048e+01	2.677478083736427195e+01	6.398241946034863403e+00	6.330591511769567248e+00	2.810879162587155200e+00	9.472861529419478757e+02	1.125006552450053732e+03	1.322712017635442407e+03
