t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	9.990000000000000000e+04	0.000000000000000000e+00	1.000000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	9.823333333333332848e+04	3.591666666666666430e+01	8.745833333333332860e+01	4.166666666666666435e-02	1.624708333333333258e+03	2.500000000000000000e-01	1.829166666666666785e+01	0.000000000000000000e+00	2.591666666666666856e+02	2.920833333333333215e+01	3.362500000000000000e+01	6.083333333333333037e+00	1.666666666666666574e-01	1.308333333333333393e+01	9.999791666666666060e+03	2.861250000000000000e+02
2.000000000000000000e+00	9.638245833333332848e+04	5.516666666666666430e+01	8.883333333333332860e+01	2.916666666666666852e-01	3.438708333333333485e+03	2.125000000000000000e+00	3.237500000000000000e+01	4.166666666666666435e-02	4.818333333333333144e+02	1.095833333333333393e+01	4.804166666666666430e+01	1.816666666666666785e+01	1.333333333333333259e+00	8.625000000000000000e+00	1.998229166666666788e+04	5.470416666666666288e+02
3.000000000000000000e+00	9.435962500000000000e+04	6.879166666666667140e+01	9.237500000000000000e+01	1.208333333333333259e+00	5.422791666666666970e+03	6.250000000000000000e+00	4.837500000000000000e+01	5.833333333333333703e-01	6.756250000000000000e+02	5.791666666666666963e+00	5.679166666666666430e+01	2.637500000000000000e+01	4.041666666666666963e+00	6.333333333333333037e+00	2.996070833333333212e+04	7.811250000000000000e+02
4.000000000000000000e+00	9.225858333333332848e+04	7.291666666666667140e+01	9.700000000000000000e+01	2.541666666666666519e+00	7.485416666666666970e+03	1.387500000000000000e+01	6.783333333333332860e+01	1.833333333333333259e+00	8.385833333333333712e+02	4.375000000000000000e+00	5.762500000000000000e+01	2.866666666666666785e+01	6.125000000000000000e+00	4.625000000000000000e+00	3.992012500000000000e+04	9.927916666666666288e+02
5.000000000000000000e+00	9.016770833333332848e+04	7.558333333333332860e+01	1.004166666666666714e+02	4.791666666666666963e+00	9.535833333333333940e+03	2.012500000000000000e+01	9.129166666666667140e+01	4.250000000000000000e+00	9.777083333333333712e+02	3.416666666666666519e+00	5.633333333333333570e+01	2.541666666666666785e+01	8.125000000000000000e+00	4.000000000000000000e+00	4.985829166666666424e+04	1.188541666666666742e+03
6.000000000000000000e+00	8.813837500000000000e+04	7.612500000000000000e+01	1.039166666666666714e+02	7.750000000000000000e+00	1.152325000000000000e+04	2.725000000000000000e+01	1.145833333333333286e+02	8.750000000000000000e+00	1.100583333333333258e+03	2.708333333333333481e+00	5.141666666666666430e+01	1.937500000000000000e+01	9.666666666666666075e+00	3.833333333333333481e+00	5.978145833333333576e+04	1.365250000000000000e+03
7.000000000000000000e+00	8.619341666666667152e+04	7.612500000000000000e+01	1.085833333333333286e+02	1.125000000000000000e+01	1.342620833333333394e+04	3.391666666666666430e+01	1.356250000000000000e+02	1.487500000000000000e+01	1.206666666666666742e+03	2.833333333333333481e+00	4.641666666666666430e+01	1.487500000000000000e+01	8.583333333333333925e+00	3.875000000000000000e+00	6.968150000000000000e+04	1.528708333333333258e+03
8.000000000000000000e+00	8.435745833333332848e+04	7.808333333333332860e+01	1.132083333333333286e+02	1.604166666666666785e+01	1.521829166666666606e+04	3.908333333333333570e+01	1.544166666666666572e+02	2.341666666666666785e+01	1.292625000000000000e+03	1.666666666666666741e+00	4.212500000000000000e+01	1.070833333333333393e+01	7.208333333333333037e+00	3.125000000000000000e+00	7.955383333333332848e+04	1.666458333333333258e+03
9.000000000000000000e+00	8.265304166666667152e+04	7.808333333333332860e+01	1.192916666666666714e+02	2.104166666666666785e+01	1.687904166666666788e+04	4.250000000000000000e+01	1.717916666666666572e+02	3.520833333333333570e+01	1.372541666666666742e+03	1.958333333333333259e+00	3.995833333333333570e+01	7.791666666666666963e+00	5.375000000000000000e+00	2.500000000000000000e+00	8.942341666666667152e+04	1.805875000000000000e+03
1.000000000000000000e+01	8.109400000000000000e+04	7.875000000000000000e+01	1.230833333333333286e+02	2.816666666666666785e+01	1.839454166666666788e+04	4.570833333333333570e+01	1.890833333333333428e+02	4.666666666666666430e+01	1.440833333333333258e+03	1.375000000000000000e+00	3.633333333333333570e+01	5.791666666666666963e+00	4.291666666666666963e+00	2.250000000000000000e+00	9.927479166666667152e+04	1.920125000000000000e+03
1.100000000000000000e+01	7.963912500000000000e+04	8.187500000000000000e+01	1.260000000000000000e+02	3.554166666666666430e+01	1.980487500000000000e+04	4.870833333333333570e+01	2.028333333333333428e+02	6.104166666666666430e+01	1.504375000000000000e+03	1.416666666666666741e+00	3.216666666666666430e+01	4.750000000000000000e+00	2.500000000000000000e+00	1.958333333333333259e+00	1.091882916666666715e+05	2.034666666666666742e+03
1.200000000000000000e+01	7.831233333333332848e+04	7.875000000000000000e+01	1.314166666666666572e+02	4.516666666666666430e+01	2.108775000000000000e+04	5.145833333333333570e+01	2.160000000000000000e+02	7.712500000000000000e+01	1.547208333333333258e+03	1.416666666666666741e+00	2.929166666666666785e+01	3.708333333333333481e+00	1.416666666666666741e+00	2.041666666666666519e+00	1.190163750000000000e+05	2.127750000000000000e+03
1.300000000000000000e+01	7.710325000000000000e+04	7.987500000000000000e+01	1.367083333333333428e+02	5.466666666666666430e+01	2.225154166666666788e+04	5.162500000000000000e+01	2.299583333333333428e+02	9.237500000000000000e+01	1.583541666666666742e+03	9.583333333333333703e-01	2.829166666666666785e+01	3.208333333333333481e+00	9.583333333333333703e-01	2.041666666666666519e+00	1.288571666666666715e+05	2.206875000000000000e+03
1.400000000000000000e+01	7.601529166666667152e+04	8.045833333333332860e+01	1.427500000000000000e+02	6.595833333333332860e+01	2.329029166666666788e+04	5.254166666666666430e+01	2.444166666666666572e+02	1.082916666666666714e+02	1.626208333333333258e+03	1.083333333333333259e+00	2.887500000000000000e+01	2.041666666666666519e+00	8.750000000000000000e-01	1.708333333333333259e+00	1.387022916666666570e+05	2.290791666666666515e+03
1.500000000000000000e+01	7.498391666666667152e+04	8.033333333333332860e+01	1.484583333333333428e+02	7.812500000000000000e+01	2.427254166666666788e+04	5.516666666666666430e+01	2.560000000000000000e+02	1.254583333333333286e+02	1.664458333333333258e+03	1.291666666666666741e+00	2.587500000000000000e+01	2.416666666666666519e+00	6.250000000000000000e-01	1.583333333333333259e+00	1.485062916666666570e+05	2.367541666666666515e+03
1.600000000000000000e+01	7.402262500000000000e+04	8.350000000000000000e+01	1.525000000000000000e+02	8.862500000000000000e+01	2.518370833333333212e+04	5.733333333333333570e+01	2.667500000000000000e+02	1.449583333333333428e+02	1.696291666666666742e+03	1.541666666666666741e+00	2.429166666666666785e+01	1.750000000000000000e+00	7.083333333333333703e-01	1.916666666666666741e+00	1.583673750000000000e+05	2.435041666666666515e+03
1.700000000000000000e+01	7.316137500000000000e+04	8.345833333333332860e+01	1.587083333333333428e+02	1.022500000000000000e+02	2.599387500000000000e+04	6.041666666666666430e+01	2.754166666666666856e+02	1.645000000000000000e+02	1.720833333333333258e+03	1.375000000000000000e+00	2.458333333333333215e+01	1.750000000000000000e+00	6.666666666666666297e-01	1.625000000000000000e+00	1.681672500000000000e+05	2.500250000000000000e+03
1.800000000000000000e+01	7.236495833333332848e+04	8.345833333333332860e+01	1.601666666666666572e+02	1.155833333333333286e+02	2.673916666666666788e+04	6.200000000000000000e+01	2.877083333333333144e+02	1.869583333333333428e+02	1.740666666666666742e+03	1.458333333333333259e+00	2.279166666666666785e+01	2.166666666666666519e+00	6.250000000000000000e-01	1.625000000000000000e+00	1.779437500000000000e+05	2.554125000000000000e+03
1.900000000000000000e+01	7.160750000000000000e+04	8.416666666666667140e+01	1.654583333333333428e+02	1.306250000000000000e+02	2.744679166666666788e+04	6.129166666666666430e+01	2.964166666666666856e+02	2.077500000000000000e+02	1.759500000000000000e+03	1.125000000000000000e+00	2.204166666666666785e+01	1.333333333333333259e+00	6.666666666666666297e-01	9.166666666666666297e-01	1.877617916666666570e+05	2.601791666666666515e+03
2.000000000000000000e+01	7.094533333333332848e+04	8.654166666666667140e+01	1.689166666666666572e+02	1.456250000000000000e+02	2.805391666666666788e+04	6.450000000000000000e+01	3.052916666666666856e+02	2.298750000000000000e+02	1.772791666666666742e+03	1.250000000000000000e+00	2.270833333333333215e+01	1.708333333333333259e+00	8.333333333333333703e-01	1.541666666666666741e+00	1.975718750000000000e+05	2.636041666666666515e+03
2.100000000000000000e+01	7.034454166666667152e+04	8.620833333333332860e+01	1.725416666666666572e+02	1.629166666666666572e+02	2.860333333333333212e+04	6.641666666666667140e+01	3.118750000000000000e+02	2.521666666666666572e+02	1.786166666666666742e+03	8.750000000000000000e-01	2.062500000000000000e+01	1.791666666666666741e+00	7.500000000000000000e-01	1.041666666666666741e+00	2.073682083333333430e+05	2.677333333333333485e+03
2.200000000000000000e+01	6.977900000000000000e+04	8.566666666666667140e+01	1.764166666666666572e+02	1.795416666666666572e+02	2.911683333333333212e+04	6.862500000000000000e+01	3.177083333333333144e+02	2.762083333333333144e+02	1.802166666666666742e+03	8.333333333333333703e-01	1.937500000000000000e+01	1.666666666666666741e+00	4.166666666666666852e-01	1.041666666666666741e+00	2.171695416666666570e+05	2.714416666666666515e+03
2.300000000000000000e+01	6.927800000000000000e+04	8.804166666666667140e+01	1.784166666666666572e+02	1.971250000000000000e+02	2.956333333333333212e+04	6.854166666666667140e+01	3.252916666666666856e+02	3.012500000000000000e+02	1.809041666666666742e+03	9.166666666666666297e-01	1.941666666666666785e+01	1.208333333333333259e+00	7.500000000000000000e-01	1.208333333333333259e+00	2.269884166666666570e+05	2.739291666666666515e+03
2.400000000000000000e+01	6.880658333333332848e+04	8.895833333333332860e+01	1.827916666666666572e+02	2.159166666666666572e+02	2.997958333333333212e+04	6.983333333333332860e+01	3.285416666666666856e+02	3.277916666666666856e+02	1.824500000000000000e+03	6.666666666666666297e-01	1.750000000000000000e+01	1.208333333333333259e+00	5.833333333333333703e-01	9.166666666666666297e-01	2.367878750000000000e+05	2.764833333333333485e+03
2.500000000000000000e+01	6.835666666666667152e+04	8.954166666666667140e+01	1.849583333333333428e+02	2.336666666666666572e+02	3.037466666666666788e+04	7.066666666666667140e+01	3.338750000000000000e+02	3.559583333333333144e+02	1.826166666666666742e+03	9.583333333333333703e-01	1.808333333333333215e+01	1.000000000000000000e+00	4.166666666666666852e-01	7.083333333333333703e-01	2.466246250000000000e+05	2.787291666666666515e+03
2.600000000000000000e+01	6.797191666666667152e+04	8.812500000000000000e+01	1.897500000000000000e+02	2.527916666666666572e+02	3.070450000000000000e+04	7.154166666666667140e+01	3.405416666666666856e+02	3.808333333333333144e+02	1.830583333333333258e+03	1.000000000000000000e+00	1.483333333333333393e+01	1.125000000000000000e+00	4.583333333333333148e-01	7.916666666666666297e-01	2.564371250000000000e+05	2.807166666666666515e+03
2.700000000000000000e+01	6.762308333333332848e+04	9.091666666666667140e+01	1.920000000000000000e+02	2.722500000000000000e+02	3.099820833333333212e+04	7.133333333333332860e+01	3.455833333333333144e+02	4.066250000000000000e+02	1.833916666666666742e+03	5.833333333333333703e-01	1.725000000000000000e+01	9.166666666666666297e-01	6.666666666666666297e-01	5.833333333333333703e-01	2.662250000000000000e+05	2.828208333333333485e+03
2.800000000000000000e+01	6.728525000000000000e+04	9.279166666666667140e+01	1.974583333333333428e+02	2.913750000000000000e+02	3.127787500000000000e+04	7.308333333333332860e+01	3.494583333333333144e+02	4.327083333333333144e+02	1.836291666666666742e+03	9.166666666666666297e-01	1.562500000000000000e+01	1.000000000000000000e+00	2.916666666666666852e-01	6.250000000000000000e-01	2.760095416666666861e+05	2.844250000000000000e+03
2.900000000000000000e+01	6.693591666666667152e+04	9.720833333333332860e+01	2.002500000000000000e+02	3.131250000000000000e+02	3.156683333333333212e+04	7.425000000000000000e+01	3.538333333333333144e+02	4.585833333333333144e+02	1.840833333333333258e+03	5.000000000000000000e-01	1.695833333333333215e+01	1.041666666666666741e+00	4.583333333333333148e-01	9.166666666666666297e-01	2.857818333333333139e+05	2.854458333333333485e+03
3.000000000000000000e+01	6.664995833333332848e+04	9.541666666666667140e+01	2.048750000000000000e+02	3.357083333333333144e+02	3.179420833333333212e+04	7.545833333333332860e+01	3.587083333333333144e+02	4.856666666666666856e+02	1.840041666666666742e+03	8.750000000000000000e-01	1.433333333333333393e+01	9.166666666666666297e-01	6.250000000000000000e-01	6.250000000000000000e-01	2.955366250000000000e+05	2.863166666666666515e+03
3.100000000000000000e+01	6.634079166666667152e+04	9.729166666666667140e+01	2.082500000000000000e+02	3.583333333333333144e+02	3.204312500000000000e+04	7.695833333333332860e+01	3.605416666666666856e+02	5.147083333333333712e+02	1.843083333333333258e+03	5.416666666666666297e-01	1.533333333333333393e+01	1.125000000000000000e+00	3.750000000000000000e-01	4.166666666666666852e-01	3.053472083333333139e+05	2.878791666666666515e+03
