t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	9.900000000000000000e+04	0.000000000000000000e+00	1.000000000000000000e+03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	9.814704166666667152e+04	3.551666666666666856e+02	9.408750000000000000e+02	2.916666666666666852e-01	4.320000000000000000e+02	5.000000000000000000e-01	1.239583333333333286e+02	1.666666666666666574e-01	2.528333333333333428e+02	1.075866666666666606e+04	3.501250000000000000e+02	1.623750000000000000e+02	7.250000000000000000e+00	6.334166666666666288e+02	4.918333333333333144e+02	4.683333333333333144e+02
2.000000000000000000e+00	9.422541666666667152e+04	5.901250000000000000e+02	9.679583333333333712e+02	3.291666666666666519e+00	3.950000000000000000e+03	4.000000000000000000e+00	2.572500000000000000e+02	1.958333333333333259e+00	4.720416666666666856e+02	1.663225000000000000e+04	5.871666666666666288e+02	3.677916666666666856e+02	3.479166666666666430e+01	1.639916666666666742e+03	9.408333333333333712e+02	9.399166666666666288e+02
3.000000000000000000e+00	8.733695833333332848e+04	7.581666666666666288e+02	1.053833333333333258e+03	1.187500000000000000e+01	1.043462500000000000e+04	1.041666666666666607e+01	3.855833333333333144e+02	8.541666666666666075e+00	6.605833333333333712e+02	1.852158333333333212e+04	7.568333333333333712e+02	5.921666666666666288e+02	8.237500000000000000e+01	2.018166666666666742e+03	1.347541666666666742e+03	1.346875000000000000e+03
4.000000000000000000e+00	7.869650000000000000e+04	8.793750000000000000e+02	1.163750000000000000e+03	2.816666666666666785e+01	1.866608333333333212e+04	1.954166666666666785e+01	5.242500000000000000e+02	2.233333333333333215e+01	8.257500000000000000e+02	1.730512500000000000e+04	8.906250000000000000e+02	8.360416666666666288e+02	1.470000000000000000e+02	1.844416666666666742e+03	1.739625000000000000e+03	1.739333333333333258e+03
5.000000000000000000e+00	7.018800000000000000e+04	9.577916666666666288e+02	1.293416666666666742e+03	5.554166666666666430e+01	2.676991666666666788e+04	2.958333333333333215e+01	6.584166666666666288e+02	4.733333333333333570e+01	9.703750000000000000e+02	1.447954166666666606e+04	9.927500000000000000e+02	1.086166666666666742e+03	2.370416666666666572e+02	1.370500000000000000e+03	2.100375000000000000e+03	2.100166666666666515e+03
6.000000000000000000e+00	6.309766666666666424e+04	1.005875000000000000e+03	1.413833333333333258e+03	9.954166666666667140e+01	3.346254166666666424e+04	3.937500000000000000e+01	7.972083333333333712e+02	8.395833333333332860e+01	1.092583333333333258e+03	1.144750000000000000e+04	1.066916666666666742e+03	1.335666666666666742e+03	3.460000000000000000e+02	9.123333333333333712e+02	2.435250000000000000e+03	2.434666666666666515e+03
7.000000000000000000e+00	5.765495833333333576e+04	1.028583333333333258e+03	1.522958333333333258e+03	1.548750000000000000e+02	3.852058333333333576e+04	4.787500000000000000e+01	9.364166666666666288e+02	1.337500000000000000e+02	1.198416666666666742e+03	8.935875000000000000e+03	1.108750000000000000e+03	1.562666666666666742e+03	4.730833333333333144e+02	5.919583333333333712e+02	2.747125000000000000e+03	2.746458333333333485e+03
8.000000000000000000e+00	5.355891666666666424e+04	1.041791666666666742e+03	1.603500000000000000e+03	2.284166666666666572e+02	4.223691666666666424e+04	5.620833333333333570e+01	1.080375000000000000e+03	1.938750000000000000e+02	1.282041666666666742e+03	6.968333333333333030e+03	1.137916666666666742e+03	1.774416666666666742e+03	6.193750000000000000e+02	4.033750000000000000e+02	3.042916666666666515e+03	3.042666666666666515e+03
9.000000000000000000e+00	5.061445833333333576e+04	1.034916666666666742e+03	1.669041666666666742e+03	3.148333333333333144e+02	4.481295833333333576e+04	6.250000000000000000e+01	1.226083333333333258e+03	2.652083333333333144e+02	1.360708333333333258e+03	5.768083333333333030e+03	1.161166666666666742e+03	1.948416666666666742e+03	7.800000000000000000e+02	2.945833333333333144e+02	3.322500000000000000e+03	3.322000000000000000e+03
1.000000000000000000e+01	4.835237500000000000e+04	1.033208333333333258e+03	1.713166666666666742e+03	4.082083333333333144e+02	4.670775000000000000e+04	6.658333333333332860e+01	1.367291666666666742e+03	3.514166666666666856e+02	1.430208333333333258e+03	4.932291666666666970e+03	1.175166666666666742e+03	2.073458333333333485e+03	9.391250000000000000e+02	2.359166666666666572e+02	3.571875000000000000e+03	3.571416666666666515e+03
