t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	9.990000000000000000e+04	0.000000000000000000e+00	1.000000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	9.971679166666667152e+04	3.270833333333333570e+01	9.575000000000000000e+01	1.250000000000000000e-01	1.429166666666666572e+02	4.166666666666666435e-02	1.166666666666666607e+01	0.000000000000000000e+00	2.585833333333333144e+02	1.109875000000000000e+03	3.245833333333333570e+01	6.250000000000000000e+00	2.500000000000000000e-01	7.146666666666666288e+02	4.962083333333333144e+02	2.618333333333333144e+02
2.000000000000000000e+00	9.945320833333332848e+04	5.900000000000000000e+01	1.039583333333333286e+02	3.333333333333333148e-01	3.640000000000000000e+02	1.250000000000000000e-01	1.908333333333333215e+01	2.916666666666666852e-01	4.837916666666666856e+02	1.982791666666666742e+03	5.337500000000000000e+01	2.066666666666666785e+01	1.625000000000000000e+00	2.622000000000000000e+03	9.627083333333333712e+02	7.778750000000000000e+02
3.000000000000000000e+00	9.850404166666667152e+04	8.204166666666667140e+01	1.155833333333333286e+02	1.125000000000000000e+00	1.265416666666666742e+03	7.083333333333333703e-01	3.008333333333333215e+01	1.000000000000000000e+00	6.730000000000000000e+02	2.553666666666666515e+03	7.262500000000000000e+01	3.641666666666666430e+01	3.958333333333333481e+00	4.619750000000000000e+03	1.384583333333333258e+03	1.379958333333333258e+03
4.000000000000000000e+00	9.637237500000000000e+04	1.019583333333333286e+02	1.308750000000000000e+02	2.583333333333333481e+00	3.343500000000000000e+03	2.041666666666666519e+00	4.400000000000000000e+01	2.666666666666666519e+00	8.355833333333333712e+02	2.796041666666666515e+03	8.904166666666667140e+01	5.537500000000000000e+01	7.500000000000000000e+00	5.565291666666666970e+03	1.771791666666666742e+03	1.770375000000000000e+03
5.000000000000000000e+00	9.355008333333332848e+04	1.215000000000000000e+02	1.480416666666666572e+02	5.583333333333333037e+00	6.106708333333333030e+03	2.916666666666666519e+00	6.045833333333333570e+01	4.708333333333333037e+00	9.778333333333333712e+02	2.866250000000000000e+03	1.027916666666666714e+02	7.425000000000000000e+01	1.337500000000000000e+01	5.509500000000000000e+03	2.133916666666666515e+03	2.133125000000000000e+03
6.000000000000000000e+00	9.055916666666667152e+04	1.365833333333333428e+02	1.693750000000000000e+02	9.666666666666666075e+00	9.033625000000000000e+03	4.833333333333333037e+00	7.779166666666667140e+01	8.958333333333333925e+00	1.104541666666666742e+03	2.847208333333333485e+03	1.174166666666666714e+02	9.316666666666667140e+01	2.083333333333333215e+01	4.853916666666666970e+03	2.478041666666666515e+03	2.476958333333333485e+03
7.000000000000000000e+00	8.773025000000000000e+04	1.540833333333333428e+02	1.885000000000000000e+02	1.662500000000000000e+01	1.179291666666666606e+04	6.750000000000000000e+00	9.650000000000000000e+01	1.437500000000000000e+01	1.214166666666666742e+03	2.776083333333333485e+03	1.304583333333333428e+02	1.119166666666666714e+02	2.908333333333333215e+01	4.059583333333333485e+03	2.784583333333333485e+03	2.784000000000000000e+03
8.000000000000000000e+00	8.515204166666667152e+04	1.722916666666666572e+02	2.121666666666666572e+02	2.325000000000000000e+01	1.429487500000000000e+04	8.750000000000000000e+00	1.141250000000000000e+02	2.250000000000000000e+01	1.304666666666666742e+03	2.676625000000000000e+03	1.442500000000000000e+02	1.308333333333333428e+02	3.945833333333333570e+01	3.269291666666666515e+03	3.074250000000000000e+03	3.073833333333333485e+03
9.000000000000000000e+00	8.285075000000000000e+04	1.896250000000000000e+02	2.368750000000000000e+02	3.450000000000000000e+01	1.651441666666666788e+04	8.958333333333333925e+00	1.343333333333333428e+02	3.054166666666666785e+01	1.389750000000000000e+03	2.611791666666666515e+03	1.584166666666666572e+02	1.517083333333333428e+02	5.095833333333333570e+01	2.598000000000000000e+03	3.346708333333333485e+03	3.346208333333333485e+03
