t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	9.900000000000000000e+04	0.000000000000000000e+00	1.000000000000000000e+03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	9.678433333333332848e+04	3.510000000000000000e+02	9.530000000000000000e+02	1.666666666666666574e-01	1.802333333333333258e+03	1.083333333333333259e+00	1.079166666666666714e+02	1.666666666666666574e-01	2.575833333333333144e+02	8.038000000000000000e+03	3.504166666666666856e+02	1.590833333333333428e+02	9.083333333333333925e+00	6.286666666666666288e+02	9.912166666666666060e+03	3.732000000000000000e+03
2.000000000000000000e+00	9.360875000000000000e+04	5.802500000000000000e+02	1.007333333333333371e+03	2.500000000000000000e+00	4.572083333333333030e+03	1.408333333333333393e+01	2.134166666666666572e+02	1.583333333333333259e+00	4.772500000000000000e+02	1.041416666666666742e+03	5.815000000000000000e+02	3.588333333333333144e+02	3.591666666666666430e+01	2.334166666666666572e+02	1.904975000000000000e+04	1.901641666666666788e+04
3.000000000000000000e+00	9.101575000000000000e+04	7.151666666666666288e+02	1.060916666666666742e+03	9.583333333333333925e+00	6.736416666666666970e+03	6.866666666666667140e+01	3.847500000000000000e+02	8.750000000000000000e+00	6.731666666666666288e+02	3.142500000000000000e+02	6.642500000000000000e+02	4.630000000000000000e+02	7.433333333333332860e+01	9.150000000000000000e+01	2.738283333333333212e+04	2.736741666666666788e+04
4.000000000000000000e+00	8.950350000000000000e+04	7.936666666666666288e+02	1.082416666666666742e+03	2.391666666666666785e+01	7.809833333333333030e+03	1.457500000000000000e+02	6.155000000000000000e+02	2.541666666666666785e+01	8.358333333333333712e+02	1.353333333333333428e+02	5.542500000000000000e+02	3.113333333333333144e+02	1.008333333333333286e+02	5.241666666666666430e+01	3.516500000000000000e+04	3.515333333333333576e+04
5.000000000000000000e+00	8.862983333333332848e+04	8.690833333333333712e+02	1.201833333333333258e+03	4.691666666666666430e+01	8.235916666666666060e+03	1.807500000000000000e+02	7.832500000000000000e+02	5.241666666666666430e+01	9.898333333333333712e+02	8.475000000000000000e+01	3.512500000000000000e+02	1.223333333333333286e+02	1.055833333333333286e+02	2.900000000000000000e+01	4.242216666666666424e+04	4.240858333333333576e+04
6.000000000000000000e+00	8.776650000000000000e+04	9.927500000000000000e+02	1.373833333333333258e+03	8.316666666666667140e+01	8.600916666666666060e+03	1.792500000000000000e+02	9.088333333333333712e+02	9.475000000000000000e+01	1.105583333333333258e+03	6.433333333333332860e+01	2.398333333333333428e+02	5.991666666666666430e+01	8.508333333333332860e+01	2.483333333333333215e+01	4.915016666666666424e+04	4.913983333333333576e+04
7.000000000000000000e+00	8.712583333333332848e+04	1.137083333333333258e+03	1.546750000000000000e+03	1.430000000000000000e+02	8.678416666666666060e+03	1.850833333333333428e+02	1.035250000000000000e+03	1.485833333333333428e+02	1.209583333333333258e+03	6.183333333333333570e+01	1.880000000000000000e+02	4.716666666666666430e+01	5.575000000000000000e+01	2.208333333333333215e+01	5.536891666666666424e+04	5.535900000000000000e+04
8.000000000000000000e+00	8.677758333333332848e+04	1.290750000000000000e+03	1.752166666666666742e+03	2.191666666666666572e+02	8.392833333333333940e+03	1.926666666666666572e+02	1.159833333333333258e+03	2.150000000000000000e+02	1.293666666666666742e+03	5.258333333333333570e+01	1.674166666666666572e+02	4.300000000000000000e+01	3.958333333333333570e+01	1.775000000000000000e+01	6.122116666666666424e+04	6.120683333333333576e+04
9.000000000000000000e+00	8.658058333333332848e+04	1.465750000000000000e+03	1.976916666666666742e+03	3.228333333333333144e+02	7.881916666666666970e+03	1.980000000000000000e+02	1.289083333333333258e+03	2.849166666666666856e+02	1.376916666666666742e+03	4.758333333333333570e+01	1.475000000000000000e+02	3.583333333333333570e+01	3.225000000000000000e+01	1.666666666666666785e+01	6.663191666666667152e+04	6.661600000000000000e+04
1.000000000000000000e+01	8.645750000000000000e+04	1.667583333333333258e+03	2.220583333333333485e+03	4.550000000000000000e+02	7.199333333333333030e+03	2.114166666666666572e+02	1.422750000000000000e+03	3.658333333333333144e+02	1.446250000000000000e+03	5.283333333333333570e+01	1.319166666666666572e+02	3.691666666666666430e+01	3.241666666666666430e+01	1.575000000000000000e+01	7.170066666666667152e+04	7.167858333333332848e+04
1.100000000000000000e+01	8.643083333333332848e+04	1.907166666666666742e+03	2.488833333333333485e+03	6.200000000000000000e+02	6.328166666666666970e+03	2.065000000000000000e+02	1.567666666666666742e+03	4.508333333333333144e+02	1.513000000000000000e+03	4.675000000000000000e+01	1.225833333333333286e+02	3.500000000000000000e+01	2.883333333333333215e+01	1.475000000000000000e+01	7.642641666666667152e+04	7.639716666666667152e+04
1.200000000000000000e+01	8.643066666666667152e+04	2.172916666666666515e+03	2.788416666666666515e+03	8.217500000000000000e+02	5.316583333333333030e+03	2.124166666666666572e+02	1.710500000000000000e+03	5.467500000000000000e+02	1.563583333333333258e+03	4.841666666666666430e+01	1.061666666666666714e+02	3.166666666666666785e+01	3.016666666666666785e+01	9.916666666666666075e+00	8.087733333333332848e+04	8.078250000000000000e+04
1.300000000000000000e+01	8.588175000000000000e+04	2.459833333333333485e+03	3.129583333333333485e+03	1.049666666666666742e+03	4.731750000000000000e+03	2.130833333333333428e+02	1.877750000000000000e+03	6.565833333333333712e+02	1.605583333333333258e+03	4.875000000000000000e+01	9.908333333333332860e+01	3.150000000000000000e+01	3.100000000000000000e+01	1.091666666666666607e+01	8.502016666666667152e+04	8.398975000000000000e+04
1.400000000000000000e+01	8.449008333333332848e+04	2.741666666666666515e+03	3.480500000000000000e+03	1.318833333333333258e+03	4.875333333333333030e+03	2.441666666666666572e+02	2.072916666666666515e+03	7.765000000000000000e+02	1.645416666666666742e+03	4.566666666666666430e+01	9.158333333333332860e+01	3.200000000000000000e+01	3.233333333333333570e+01	1.150000000000000000e+01	8.900850000000000000e+04	8.602333333333332848e+04
1.500000000000000000e+01	8.293691666666667152e+04	3.025583333333333485e+03	3.866833333333333485e+03	1.627500000000000000e+03	5.073416666666666970e+03	2.737500000000000000e+02	2.282500000000000000e+03	9.135000000000000000e+02	1.678500000000000000e+03	4.408333333333333570e+01	8.650000000000000000e+01	3.000000000000000000e+01	3.241666666666666430e+01	9.750000000000000000e+00	9.281500000000000000e+04	8.765200000000000000e+04
1.600000000000000000e+01	8.118883333333332848e+04	3.298333333333333485e+03	4.298250000000000000e+03	1.992333333333333258e+03	5.346666666666666970e+03	3.169166666666666856e+02	2.502750000000000000e+03	1.055916666666666742e+03	1.699416666666666742e+03	4.441666666666666430e+01	8.783333333333332860e+01	3.158333333333333215e+01	3.291666666666666430e+01	7.833333333333333037e+00	9.648025000000000000e+04	8.893341666666667152e+04
1.700000000000000000e+01	7.945491666666667152e+04	3.587833333333333485e+03	4.714166666666666970e+03	2.426833333333333485e+03	5.508250000000000000e+03	3.405833333333333144e+02	2.769333333333333485e+03	1.198083333333333258e+03	1.718416666666666742e+03	4.341666666666666430e+01	7.791666666666667140e+01	3.150000000000000000e+01	3.158333333333333215e+01	8.750000000000000000e+00	1.001075000000000000e+05	9.000841666666667152e+04
1.800000000000000000e+01	7.754600000000000000e+04	3.877916666666666515e+03	5.144083333333333030e+03	2.880416666666666515e+03	5.706416666666666970e+03	3.964166666666666856e+02	3.064666666666666515e+03	1.384083333333333258e+03	1.734916666666666742e+03	4.275000000000000000e+01	7.375000000000000000e+01	3.075000000000000000e+01	3.491666666666666430e+01	6.083333333333333037e+00	1.036782500000000000e+05	9.090183333333332848e+04
1.900000000000000000e+01	7.559550000000000000e+04	4.178750000000000000e+03	5.591500000000000000e+03	3.396250000000000000e+03	5.852250000000000000e+03	4.368333333333333144e+02	3.367333333333333485e+03	1.581583333333333258e+03	1.752250000000000000e+03	4.241666666666666430e+01	7.441666666666667140e+01	3.133333333333333215e+01	3.291666666666666430e+01	5.833333333333333037e+00	1.070810833333333285e+05	9.166041666666667152e+04
2.000000000000000000e+01	7.353225000000000000e+04	4.451000000000000000e+03	6.050833333333333030e+03	3.996000000000000000e+03	5.996666666666666970e+03	4.969166666666666856e+02	3.692166666666666515e+03	1.784166666666666742e+03	1.768750000000000000e+03	4.141666666666666430e+01	6.891666666666667140e+01	2.600000000000000000e+01	2.975000000000000000e+01	5.666666666666666963e+00	1.105163333333333285e+05	9.227350000000000000e+04
