t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	9.900000000000000000e+04	0.000000000000000000e+00	1.000000000000000000e+03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	8.868808333333332848e+04	3.107916666666666856e+02	8.537083333333333712e+02	1.250000000000000000e-01	9.928416666666666060e+03	1.595833333333333393e+01	2.027916666666666572e+02	1.250000000000000000e-01	2.505000000000000000e+02	1.404583333333333428e+02	3.023750000000000000e+02	1.262083333333333286e+02	7.791666666666666963e+00	3.958333333333333481e+00	4.832500000000000000e+02	4.825416666666666856e+02
2.000000000000000000e+00	8.205725000000000000e+04	3.354583333333333144e+02	7.126666666666666288e+02	1.666666666666666741e+00	1.626925000000000000e+04	1.419166666666666572e+02	4.793333333333333144e+02	2.458333333333333481e+00	4.727916666666666856e+02	3.641666666666666430e+01	2.915000000000000000e+02	9.120833333333332860e+01	2.012500000000000000e+01	1.583333333333333259e+00	9.336666666666666288e+02	9.335000000000000000e+02
3.000000000000000000e+00	7.771070833333332848e+04	2.984583333333333144e+02	6.436250000000000000e+02	5.875000000000000000e+00	2.038391666666666788e+04	2.402500000000000000e+02	7.070833333333333712e+02	1.008333333333333393e+01	6.601666666666666288e+02	1.775000000000000000e+01	1.472083333333333428e+02	2.525000000000000000e+01	2.337500000000000000e+01	5.833333333333333703e-01	1.344458333333333258e+03	1.344333333333333258e+03
4.000000000000000000e+00	7.440404166666667152e+04	3.046250000000000000e+02	6.462500000000000000e+02	1.495833333333333393e+01	2.347295833333333212e+04	2.673750000000000000e+02	8.634166666666666288e+02	2.637500000000000000e+01	8.227916666666666288e+02	1.070833333333333393e+01	7.925000000000000000e+01	9.208333333333333925e+00	2.029166666666666785e+01	3.750000000000000000e-01	1.732000000000000000e+03	1.731666666666666742e+03
5.000000000000000000e+00	7.155541666666667152e+04	3.217916666666666856e+02	6.687500000000000000e+02	2.570833333333333215e+01	2.610837500000000000e+04	2.687500000000000000e+02	9.966666666666666288e+02	5.454166666666666430e+01	9.680000000000000000e+02	9.083333333333333925e+00	5.612500000000000000e+01	6.625000000000000000e+00	1.420833333333333393e+01	4.166666666666666852e-01	2.092666666666666515e+03	2.091875000000000000e+03
6.000000000000000000e+00	6.902679166666667152e+04	3.354583333333333144e+02	6.997500000000000000e+02	4.466666666666666430e+01	2.842245833333333212e+04	2.681666666666666856e+02	1.108958333333333258e+03	9.375000000000000000e+01	1.086583333333333258e+03	7.916666666666666963e+00	4.862500000000000000e+01	5.375000000000000000e+00	7.458333333333333037e+00	2.916666666666666852e-01	2.424833333333333485e+03	2.424208333333333485e+03
7.000000000000000000e+00	6.677979166666667152e+04	3.372916666666666856e+02	7.342083333333333712e+02	6.987500000000000000e+01	3.045616666666666788e+04	2.757500000000000000e+02	1.205833333333333258e+03	1.410833333333333428e+02	1.199291666666666742e+03	6.333333333333333037e+00	4.245833333333333570e+01	4.791666666666666963e+00	4.166666666666666963e+00	3.333333333333333148e-01	2.733208333333333485e+03	2.732875000000000000e+03
8.000000000000000000e+00	6.475662500000000000e+04	3.460416666666666856e+02	7.655833333333333712e+02	9.925000000000000000e+01	3.225862500000000000e+04	2.858333333333333144e+02	1.289583333333333258e+03	1.984583333333333428e+02	1.286625000000000000e+03	5.000000000000000000e+00	3.450000000000000000e+01	4.000000000000000000e+00	2.666666666666666519e+00	5.000000000000000000e-01	3.027541666666666515e+03	3.026833333333333485e+03
9.000000000000000000e+00	6.291779166666666424e+04	3.492500000000000000e+02	7.990833333333333712e+02	1.356666666666666572e+02	3.386916666666666424e+04	2.939166666666666856e+02	1.373875000000000000e+03	2.612500000000000000e+02	1.360916666666666742e+03	5.125000000000000000e+00	3.370833333333333570e+01	3.208333333333333481e+00	2.666666666666666519e+00	2.083333333333333426e-01	3.303166666666666515e+03	3.302500000000000000e+03
