t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.419775999546719980e+01	1.844191331360893971e+00	1.114924013354970933e+00	0.000000000000000000e+00	1.465002607126993794e+01	0.000000000000000000e+00	1.067187372905474829e+00	0.000000000000000000e+00	1.523650359060984449e+01	9.437568984295337415e+00	1.888837826107189422e+00	7.071067811865475727e-01	1.998263134713633704e-01	3.763743334618992264e+01	9.690745871993320293e+01	1.513825177048745729e+01
2.000000000000000000e+00	4.201386593204147601e+01	2.531742921827218495e+00	2.150177641240111459e+00	0.000000000000000000e+00	4.212110516118968206e+01	0.000000000000000000e+00	1.518405596524049939e+00	0.000000000000000000e+00	2.263830946770442054e+01	2.528943565118754222e+01	2.318030174283520317e+00	1.554563175514802387e+00	3.726779962499648935e-01	1.167681701302009571e+02	1.392436912594446881e+02	2.310028709537803593e+01
3.000000000000000000e+00	2.574018691117494768e+02	3.418698582794335916e+00	2.752524094152291045e+00	2.763853991962832990e-01	2.570056743861245536e+02	0.000000000000000000e+00	1.471960144387974401e+00	2.763853991962832435e-01	2.966093109349963441e+01	4.922805136978983143e+01	2.483277404291889923e+00	1.802775637731994562e+00	6.400954789890506147e-01	2.569695959912161811e+02	1.723202565960639845e+02	2.575957211514887746e+01
4.000000000000000000e+00	7.878542049541201777e+02	3.357981784743131470e+00	2.986078811194819327e+00	5.204164998665331554e-01	7.861933560235393088e+02	1.998263134713633149e-01	1.914854215512676205e+00	4.061164310337067596e-01	3.327192259748951386e+01	8.208954079743249110e+01	3.240102450369260811e+00	2.527625148017183410e+00	1.000000000000000000e+00	6.469594469838636996e+02	1.692972402479011294e+02	3.315399674247435513e+01
5.000000000000000000e+00	1.639404210355260602e+03	4.025741822598938313e+00	3.702242188488243713e+00	9.709316831442535989e-01	1.638723901711837016e+03	3.307189138830738395e-01	2.658516190158211945e+00	4.545296714431548701e-01	3.595171820186994438e+01	1.479766075732542561e+02	3.685321861414851075e+00	3.040239391159116344e+00	1.351439561685571222e+00	1.443434358834473869e+03	2.170094043981094956e+02	3.793449672351890456e+01
6.000000000000000000e+00	2.663119778867864170e+03	4.396178896369993261e+00	4.725815626252607871e+00	1.189508535301682990e+00	2.662385567441767307e+03	5.527707983925667090e-01	3.055050463303893515e+00	5.713045500334201776e-01	4.038046058704905761e+01	2.075767888370202456e+02	4.530567477332907877e+00	3.214280202817143994e+00	2.273030282830975857e+00	2.523924126883351619e+03	2.087861578798322171e+02	4.708318584047695055e+01
7.000000000000000000e+00	3.454814165035589212e+03	5.235926905100524387e+00	4.585416193396916640e+00	1.630865482565077462e+00	3.454872482923774896e+03	1.037491633165727567e+00	3.763632627602693681e+00	7.626252174051303401e-01	3.957427527938936862e+01	2.596906813884548910e+02	4.548351349665063381e+00	3.253203549323855803e+00	2.776075867519153473e+00	3.481340824667990091e+03	1.784199896545600836e+02	5.447801544354076952e+01
8.000000000000000000e+00	2.968735953183142556e+03	6.841458583924596049e+00	5.081112903029545436e+00	1.999565925116971288e+00	2.968582742364424575e+03	1.398784194299543149e+00	3.988699314591440004e+00	1.578941276791367976e+00	4.851615924960810133e+01	2.271895890550445074e+02	6.689025007843487636e+00	4.665922559723139074e+00	3.205626563819726549e+00	3.175383069629377587e+03	1.795675312073118164e+02	6.493324563649107972e+01
9.000000000000000000e+00	2.144403756810322193e+03	6.946097025588462870e+00	6.228156272570202212e+00	2.211083193570266836e+00	2.142960432828069315e+03	1.593715958242106545e+00	5.266343608235223961e+00	1.705790790871560159e+00	4.656803192343672748e+01	1.652721661045468124e+02	6.202598021976132081e+00	4.558074337553817301e+00	3.769163995135024869e+00	2.346577460055743813e+03	1.910532893592779828e+02	6.525074499361844005e+01
