t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.473162697509454766e+01	2.106537443294089762e+00	1.374368541872553529e+00	0.000000000000000000e+00	1.394333771615199247e+01	1.998263134713633982e-01	8.154327412825387311e-01	0.000000000000000000e+00	1.383810158784634581e+01	1.106389272463459150e+01	1.925252508691320141e+00	8.887803753208972646e-01	1.998263134713634537e-01	3.625945757852547757e+01	9.225643608984687205e+01	1.500919856843351496e+01
2.000000000000000000e+00	7.275213580293630855e+01	2.397553730135966621e+00	1.485461955831324010e+00	0.000000000000000000e+00	7.222965640157018186e+01	0.000000000000000000e+00	1.027402333828162817e+00	0.000000000000000000e+00	2.252217271687811362e+01	2.955218430543201436e+01	1.975105482415221880e+00	1.628201973548326853e+00	3.307189138830738395e-01	1.160370809985612510e+02	1.226685631646873418e+02	8.741658722589336605e+01
3.000000000000000000e+00	2.492175951296822518e+02	2.823512391016235856e+00	2.009957849198722890e+00	1.998263134713633982e-01	2.478510942694333608e+02	0.000000000000000000e+00	1.813816571639909503e+00	2.763853991962832990e-01	2.226634075360286147e+01	4.462894862704649768e+01	2.929732638541157730e+00	1.832859787326897472e+00	7.021791477646964763e-01	2.730475862830506912e+02	1.494300224092274618e+02	3.168558974079892891e+02
4.000000000000000000e+00	6.937274120446893448e+02	3.834918150654876623e+00	2.520747243709029028e+00	4.330127018922192983e-01	6.908727861171130371e+02	2.763853991962832990e-01	1.985625426240642533e+00	6.757197808427857222e-01	2.576897224484429572e+01	8.466198108753815177e+01	3.509659290206577076e+00	2.549509756796392246e+00	9.537935951882997587e-01	7.789290323899861050e+02	1.637157725042601726e+02	9.301177307500139477e+02
5.000000000000000000e+00	1.323141951290143652e+03	4.355711448457326718e+00	3.278454496998378431e+00	9.090593428863092962e-01	1.320726441521230754e+03	4.061164310337067596e-01	2.608745973749754921e+00	4.545296714431548701e-01	2.547953290824268890e+01	1.368073399488817472e+02	3.552923287785551221e+00	2.480129364905521605e+00	8.887803753208975976e-01	1.697619877946768156e+03	2.238424390056541426e+02	1.940268063882468141e+03
6.000000000000000000e+00	1.800736045497939131e+03	3.729574000100041253e+00	3.936783444499949880e+00	1.240939384319619476e+00	1.799814139709986875e+03	7.534642216677135407e-01	2.629955639676583523e+00	6.441510347391796731e-01	2.840615641409837622e+01	2.024311225454228520e+02	3.135537788358198519e+00	2.933285984466340146e+00	1.322219304385202632e+00	2.755500297385011891e+03	3.554762039816761217e+02	3.100270287276041017e+03
7.000000000000000000e+00	1.581023454895769646e+03	5.088112507491248770e+00	4.609772228646443537e+00	1.500000000000000000e+00	1.581873754883394213e+03	1.098452193872005545e+00	2.950694362725869269e+00	8.887803753208974866e-01	3.453136155085049808e+01	2.102513707182164922e+02	4.716990566028301579e+00	3.475109910332174312e+00	1.485461955831324010e+00	3.061803292349406547e+03	5.987002806427158248e+02	3.426416020897621365e+03
8.000000000000000000e+00	1.364897978991673881e+03	6.033327578266131752e+00	5.744411535474184483e+00	1.920286436967151955e+00	1.363311837009623787e+03	1.019769854210034632e+00	3.050500869620520916e+00	1.312334645668635114e+00	3.257275510299980681e+01	1.625453782794207882e+02	6.246665777303388012e+00	3.901566636906542040e+00	1.785357107135712607e+00	2.735511102711074273e+03	7.662599464643548117e+02	3.086857070936211585e+03
9.000000000000000000e+00	1.101874047551110380e+03	5.686088042074464610e+00	7.327530848337203473e+00	1.802775637731994562e+00	1.094901853002511416e+03	1.187317237397917280e+00	3.614928537790662144e+00	1.411756195508117928e+00	3.311805482747372764e+01	9.094927615618132677e+01	5.799904213768439121e+00	4.642796092394705809e+00	2.037410529732941900e+00	1.752403527519814133e+03	9.362633389867166898e+02	2.024912671299404337e+03
