t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	9.990000000000000000e+04	0.000000000000000000e+00	1.000000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	9.963441666666667152e+04	3.441666666666666430e+01	8.929166666666667140e+01	0.000000000000000000e+00	2.256250000000000000e+02	0.000000000000000000e+00	1.620833333333333215e+01	4.166666666666666435e-02	2.552500000000000000e+02	1.081416666666666742e+03	3.175000000000000000e+01	6.416666666666666963e+00	1.666666666666666574e-01	3.494166666666666856e+02	4.863333333333333144e+02	2.932916666666666856e+02
2.000000000000000000e+00	9.927329166666667152e+04	6.008333333333333570e+01	9.520833333333332860e+01	1.250000000000000000e-01	5.447083333333333712e+02	2.083333333333333426e-01	2.620833333333333215e+01	1.666666666666666574e-01	4.810833333333333144e+02	1.906458333333333258e+03	5.283333333333333570e+01	1.941666666666666785e+01	1.791666666666666741e+00	1.142458333333333258e+03	9.505416666666666288e+02	6.575416666666666288e+02
3.000000000000000000e+00	9.736683333333332848e+04	7.762500000000000000e+01	1.082083333333333286e+02	7.500000000000000000e-01	2.409791666666666515e+03	6.666666666666666297e-01	3.558333333333333570e+01	5.416666666666666297e-01	6.735000000000000000e+02	1.803666666666666742e+03	6.537500000000000000e+01	3.766666666666666430e+01	3.333333333333333481e+00	1.735000000000000000e+03	1.379958333333333258e+03	1.324750000000000000e+03
4.000000000000000000e+00	9.415512500000000000e+04	9.445833333333332860e+01	1.217083333333333286e+02	2.500000000000000000e+00	5.573958333333333030e+03	2.541666666666666519e+00	4.745833333333333570e+01	2.250000000000000000e+00	8.361250000000000000e+02	1.288875000000000000e+03	8.037500000000000000e+01	5.287500000000000000e+01	7.625000000000000000e+00	1.695375000000000000e+03	1.768416666666666742e+03	1.767375000000000000e+03
5.000000000000000000e+00	9.085700000000000000e+04	1.112916666666666714e+02	1.350833333333333428e+02	5.958333333333333037e+00	8.820083333333333940e+03	3.958333333333333481e+00	6.175000000000000000e+01	4.875000000000000000e+00	9.740416666666666288e+02	9.110416666666666288e+02	9.208333333333332860e+01	6.783333333333332860e+01	1.320833333333333393e+01	1.329666666666666742e+03	2.121541666666666515e+03	2.120833333333333485e+03
6.000000000000000000e+00	8.803716666666667152e+04	1.265416666666666714e+02	1.537083333333333428e+02	1.033333333333333393e+01	1.158233333333333394e+04	5.833333333333333037e+00	7.612500000000000000e+01	7.958333333333333037e+00	1.100291666666666742e+03	7.501666666666666288e+02	1.049166666666666714e+02	8.200000000000000000e+01	2.029166666666666785e+01	9.947500000000000000e+02	2.450583333333333485e+03	2.449833333333333485e+03
7.000000000000000000e+00	8.573737500000000000e+04	1.416250000000000000e+02	1.751666666666666572e+02	1.575000000000000000e+01	1.381870833333333394e+04	7.083333333333333037e+00	9.079166666666667140e+01	1.350000000000000000e+01	1.206958333333333258e+03	7.398333333333333712e+02	1.168333333333333286e+02	9.875000000000000000e+01	2.641666666666666785e+01	8.336666666666666288e+02	2.769291666666666515e+03	2.768666666666666515e+03
8.000000000000000000e+00	8.361645833333332848e+04	1.569166666666666572e+02	1.954166666666666572e+02	2.333333333333333215e+01	1.586975000000000000e+04	8.916666666666666075e+00	1.090000000000000000e+02	2.020833333333333215e+01	1.297416666666666742e+03	7.135000000000000000e+02	1.289583333333333428e+02	1.169583333333333286e+02	3.454166666666666430e+01	6.615833333333333712e+02	3.056916666666666515e+03	3.056333333333333485e+03
9.000000000000000000e+00	8.173075000000000000e+04	1.741250000000000000e+02	2.170416666666666572e+02	3.304166666666666430e+01	1.767904166666666788e+04	9.291666666666666075e+00	1.287083333333333428e+02	2.800000000000000000e+01	1.371458333333333258e+03	6.872500000000000000e+02	1.426666666666666572e+02	1.352083333333333428e+02	4.362500000000000000e+01	5.280416666666666288e+02	3.330083333333333485e+03	3.329625000000000000e+03
1.000000000000000000e+01	7.997100000000000000e+04	1.931666666666666572e+02	2.390416666666666572e+02	4.504166666666666430e+01	1.935695833333333212e+04	9.583333333333333925e+00	1.464583333333333428e+02	3.875000000000000000e+01	1.444041666666666742e+03	6.301666666666666288e+02	1.567083333333333428e+02	1.544583333333333428e+02	5.275000000000000000e+01	4.049583333333333144e+02	3.586583333333333485e+03	3.586000000000000000e+03
1.100000000000000000e+01	7.837420833333332848e+04	2.075833333333333428e+02	2.650833333333333144e+02	6.020833333333333570e+01	2.086825000000000000e+04	1.008333333333333393e+01	1.643750000000000000e+02	5.020833333333333570e+01	1.502416666666666742e+03	5.824583333333333712e+02	1.708750000000000000e+02	1.740000000000000000e+02	6.375000000000000000e+01	3.217500000000000000e+02	3.826666666666666515e+03	3.826000000000000000e+03
1.200000000000000000e+01	7.685283333333332848e+04	2.258333333333333428e+02	2.868333333333333144e+02	7.866666666666667140e+01	2.229441666666666788e+04	1.100000000000000000e+01	1.874166666666666572e+02	6.300000000000000000e+01	1.551583333333333258e+03	5.267083333333333712e+02	1.902083333333333428e+02	1.920833333333333428e+02	7.566666666666667140e+01	2.472916666666666572e+02	4.039708333333333485e+03	4.039083333333333485e+03
1.300000000000000000e+01	7.546783333333332848e+04	2.415000000000000000e+02	3.106666666666666856e+02	9.891666666666667140e+01	2.357995833333333212e+04	1.304166666666666607e+01	2.078333333333333428e+02	8.025000000000000000e+01	1.596083333333333258e+03	5.128333333333333712e+02	2.039166666666666572e+02	2.112083333333333428e+02	8.841666666666667140e+01	2.092083333333333428e+02	4.247208333333333030e+03	4.246625000000000000e+03
1.400000000000000000e+01	7.417166666666667152e+04	2.589583333333333144e+02	3.365000000000000000e+02	1.219583333333333286e+02	2.476887500000000000e+04	1.508333333333333393e+01	2.294166666666666572e+02	9.754166666666667140e+01	1.634708333333333258e+03	4.895416666666666856e+02	2.180000000000000000e+02	2.319166666666666572e+02	1.042916666666666714e+02	1.840000000000000000e+02	4.443375000000000000e+03	4.442500000000000000e+03
1.500000000000000000e+01	7.291566666666667152e+04	2.785000000000000000e+02	3.603750000000000000e+02	1.498333333333333428e+02	2.590779166666666788e+04	1.600000000000000000e+01	2.544583333333333428e+02	1.173750000000000000e+02	1.665541666666666742e+03	4.793750000000000000e+02	2.345833333333333428e+02	2.506666666666666572e+02	1.209166666666666714e+02	1.567916666666666572e+02	4.623458333333333030e+03	4.622708333333333030e+03
1.600000000000000000e+01	7.170387500000000000e+04	2.994583333333333144e+02	3.871250000000000000e+02	1.794583333333333428e+02	2.699545833333333212e+04	1.662500000000000000e+01	2.782500000000000000e+02	1.397500000000000000e+02	1.693041666666666742e+03	4.455416666666666856e+02	2.540416666666666572e+02	2.693750000000000000e+02	1.370833333333333428e+02	1.409166666666666572e+02	4.784125000000000000e+03	4.783208333333333030e+03
1.700000000000000000e+01	7.052562500000000000e+04	3.185000000000000000e+02	4.099583333333333144e+02	2.110416666666666572e+02	2.804608333333333212e+04	1.941666666666666785e+01	3.034166666666666856e+02	1.659583333333333428e+02	1.717583333333333258e+03	4.429583333333333144e+02	2.637916666666666856e+02	2.925833333333333144e+02	1.541250000000000000e+02	1.259583333333333286e+02	4.934541666666666970e+03	4.933833333333333030e+03
1.800000000000000000e+01	6.941445833333332848e+04	3.279583333333333144e+02	4.335833333333333144e+02	2.481666666666666572e+02	2.902754166666666788e+04	2.229166666666666785e+01	3.319583333333333144e+02	1.940416666666666572e+02	1.735875000000000000e+03	4.444583333333333144e+02	2.728750000000000000e+02	3.147500000000000000e+02	1.704166666666666572e+02	1.172500000000000000e+02	5.077833333333333030e+03	5.077000000000000000e+03
