t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	4.564050345422973720e+01	1.767275838370708119e+00	1.280190957978101229e+00	0.000000000000000000e+00	4.618704423921880675e+01	0.000000000000000000e+00	1.153948535343852333e+00	0.000000000000000000e+00	1.567818725349188824e+01	2.039539708420069708e+00	1.755447869411741690e+00	8.498365855987974893e-01	1.998263134713633149e-01	3.095415516893042618e+00	2.169577371798991905e+01	1.794184277665542027e+01
2.000000000000000000e+00	7.211487749109441836e+01	2.423481769869311186e+00	2.050999079039828032e+00	1.998263134713633704e-01	7.231254501583157435e+01	2.763853991962832990e-01	1.381926995981416662e+00	1.998263134713633982e-01	2.171848770824831831e+01	9.128709291752769017e-01	2.307897070687704666e+00	1.258305739211791563e+00	3.726779962499648935e-01	3.086428626530454356e+00	2.738498676282316424e+01	2.561815626768553145e+01
3.000000000000000000e+00	1.385045125618656527e+02	2.900849971224909396e+00	1.929306150465037284e+00	2.763853991962832990e-01	1.374991856036488116e+02	2.763853991962832990e-01	1.485461955831323788e+00	1.998263134713633982e-01	2.710547172107916225e+01	7.071067811865475727e-01	1.823839052353274148e+00	1.670308521068953667e+00	5.713045500334202886e-01	2.723037009582417678e+00	4.074256493180347860e+01	2.395043348018755580e+01
4.000000000000000000e+00	2.005301826824746740e+02	2.833026944218262511e+00	2.886450627019665927e+00	6.236095644623235179e-01	1.991794974946523666e+02	4.061164310337068151e-01	1.522402158870425959e+00	3.726779962499648935e-01	2.186285377072261227e+01	5.951190357119041652e-01	3.131382371342656068e+00	2.087911636061258402e+00	9.574271077563381027e-01	2.331844763272203913e+00	5.071144882239775598e+01	2.426460041569474058e+01
5.000000000000000000e+00	2.643992666824593130e+02	2.613732431260365363e+00	3.402409277098933593e+00	7.534642216677135407e-01	2.627833259339125220e+02	8.122328620674137412e-01	1.866648065383509802e+00	4.841229182759271277e-01	2.632301353695405766e+01	6.959705453537526898e-01	3.095415516893042618e+00	1.870364640621953400e+00	1.198957880828179778e+00	1.946774397703944670e+00	6.505489135252544486e+01	2.473270299061997690e+01
6.000000000000000000e+00	3.111958118827008661e+02	3.773997291408083488e+00	4.644104685871468519e+00	9.965217285917831180e-01	3.090545366067649411e+02	9.780578828587919160e-01	2.091235015221601046e+00	7.772815877574011934e-01	2.880140332229201405e+01	5.713045500334202886e-01	4.046388993768257336e+00	2.515231378797762041e+00	1.255543264443280238e+00	1.972026594366538710e+00	6.540025006323241996e+01	2.871253597685551284e+01
7.000000000000000000e+00	3.432859190561450760e+02	3.729574000100041253e+00	4.776788495771330467e+00	1.111024302164448585e+00	3.400020731145947366e+02	1.374368541872553973e+00	2.384848003542364037e+00	8.498365855987974893e-01	3.403610725717943097e+01	6.332785063987776963e-01	3.026503299555812543e+00	2.516611478423583126e+00	1.640947388959601350e+00	1.656217242862648709e+00	6.410142787454547886e+01	3.224512775426527611e+01
8.000000000000000000e+00	3.635769825253274234e+02	3.752545432399483349e+00	5.066228051190221571e+00	1.398784194299543371e+00	3.588777647054773752e+02	1.252081600109726578e+00	2.521780125229001968e+00	9.682458365518542553e-01	3.478183493817810046e+01	5.384519993050035369e-01	3.307189138830738173e+00	3.036811193048099877e+00	1.713913650100260977e+00	1.800848565414526092e+00	6.656449201505427027e+01	3.288648405246954098e+01
9.000000000000000000e+00	3.960837957603023369e+02	4.013648589500580677e+00	5.016465942828233437e+00	1.877775723207291581e+00	3.913270158490636845e+02	1.322875655532295358e+00	3.122220986555706013e+00	1.593715958242106767e+00	4.089652847940356395e+01	4.545296714431547591e-01	3.836954811073779226e+00	2.362907813126303935e+00	1.534329386626830605e+00	2.114762923408253670e+00	7.479182915488384253e+01	4.284921884416979054e+01
