t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	7.623114520981565079e+01	5.952940449895328889e+00	6.140569779932659067e+00	2.763853991962832990e-01	7.396197174148947795e+01	5.384519993050036479e-01	5.072905971925756319e+00	0.000000000000000000e+00	1.219111413648846387e+01	1.289271973720914310e+01	6.162160515778717595e+00	2.165063509461096825e+00	3.726779962499648935e-01	1.347116261583320984e+01	2.216756733759179809e+01	2.224293739344893694e+01
2.000000000000000000e+00	1.702399450448950802e+02	9.471356672738188820e+00	8.159435574161298277e+00	7.021791477646964763e-01	1.645312312044940199e+02	1.288302069478358902e+00	5.214662820675305177e+00	4.061164310337067596e-01	2.264486543469745783e+01	3.165569985537096453e+00	9.366014212151410945e+00	3.095695936834451878e+00	1.363589014329464222e+00	4.099457958749614050e+00	3.561364341403757550e+01	3.541764704525446916e+01
3.000000000000000000e+00	2.329887299074547116e+02	1.034332514233213196e+01	7.332859833198322796e+00	1.153948535343852555e+00	2.278228326036606006e+02	2.241883508719100693e+00	5.028909479753592926e+00	6.441510347391794511e-01	2.310389427251509176e+01	3.142175025183812309e+00	8.939515118593153176e+00	4.806679380473245722e+00	1.920286436967151955e+00	2.723355773061365337e+00	4.949282706166173540e+01	4.977616564849753900e+01
4.000000000000000000e+00	2.884231284790917584e+02	9.364438495357493508e+00	9.340399111149135791e+00	1.624465724134827260e+00	2.818471777350666230e+02	3.693086634360056131e+00	5.833184521911394249e+00	1.384437310486345885e+00	2.548896820194964263e+01	2.071214753606094749e+00	8.242736701686723677e+00	6.891898424156358338e+00	2.581652679109944781e+00	1.771690968789108256e+00	4.952412431218637323e+01	4.941362764685691644e+01
5.000000000000000000e+00	3.634683235472139700e+02	9.038401868324584143e+00	8.620771910527114557e+00	1.936491673103708511e+00	3.510859319272451557e+02	4.973366566019440604e+00	8.328227602557461751e+00	1.790697412245358056e+00	3.020689651755410310e+01	1.288302069478358902e+00	8.677877364629875245e+00	4.511559227879721412e+00	3.181707700102083258e+00	1.479019945774904032e+00	5.827412173417021535e+01	5.833486605129236580e+01
6.000000000000000000e+00	3.824185620458586072e+02	8.479960036593462647e+00	8.881062092390125784e+00	2.597742075127722927e+00	3.670799541085474971e+02	6.034046919126683228e+00	1.090489186863706017e+01	2.675765726333720451e+00	2.860834668414097592e+01	1.189508535301683212e+00	8.445906306213284864e+00	4.288226776756202341e+00	3.194776552784595491e+00	1.471960144387974401e+00	5.790256123197161742e+01	5.799854823374652568e+01
7.000000000000000000e+00	3.891826348437053866e+02	7.840422324226050677e+00	8.959399161402137324e+00	3.464101615137754386e+00	3.718460329521107610e+02	7.154544010627092554e+00	1.229470301480366068e+01	3.926185242134603293e+00	3.743883901333836661e+01	1.129620142643829928e+00	5.940532851146904214e+00	2.656229575084871453e+00	3.147971127920684342e+00	9.991315673568165190e-01	6.648114812152054753e+01	6.619152293408373566e+01
8.000000000000000000e+00	4.296128748329386440e+02	8.053208470334459079e+00	1.068804823155285000e+01	4.429815333497423069e+00	4.106283717940374345e+02	6.080478782318232689e+00	1.190580798975394572e+01	4.685786723936784526e+00	4.289957183806021135e+01	1.632461502013311083e+00	8.099639909691459749e+00	2.488515286939851912e+00	2.244978965504032420e+00	9.574271077563381027e-01	6.369523791723627681e+01	6.342108777843533574e+01
9.000000000000000000e+00	4.313980160639231372e+02	7.059272861515790254e+00	1.019795390698001292e+01	5.718968195594571036e+00	4.104013956549800923e+02	7.101936355670895651e+00	1.445533110040106273e+01	6.632726102859633599e+00	4.463244958049642719e+01	1.165922381636101957e+00	5.322743392483073599e+00	2.619040854969620469e+00	2.850134012443781284e+00	1.089724735885168494e+00	6.527947397323467271e+01	6.520862619742541710e+01
1.000000000000000000e+01	4.294599301415932473e+02	9.578259526425222603e+00	1.121259212770277358e+01	5.972012270211402907e+00	4.081790524866371470e+02	6.191251668461090318e+00	1.357463934450316678e+01	8.326559747111781817e+00	4.455004598451299813e+01	1.089724735885168494e+00	5.597463463232450032e+00	2.339278141269700129e+00	2.119682890329484426e+00	6.109532624422991942e-01	6.208796123690610358e+01	6.209149834451304883e+01
1.100000000000000000e+01	4.237728341111019290e+02	9.380831519646859462e+00	1.404654959609496245e+01	6.761820925033598328e+00	3.972804752837303113e+02	8.688673981428673088e+00	1.481834448693015638e+01	9.932760050571150856e+00	4.037007623915955890e+01	1.117257306482660084e+00	7.108167250892924116e+00	1.589352593563387428e+00	1.525250434810260458e+00	1.012937148428601608e+00	6.720603426528504087e+01	6.735230755759845067e+01
1.200000000000000000e+01	4.411188426414511241e+02	1.042799384136544205e+01	1.208412353738022027e+01	8.232304254176550984e+00	4.087583311247477127e+02	7.745966692414834043e+00	1.705363271824771232e+01	1.080605540117823615e+01	4.309993232786644057e+01	2.091235015221601046e+00	6.508408023472406434e+00	2.020296320400109646e+00	1.105541596785133196e+00	9.428090415820632453e-01	7.275410450429735931e+01	7.270411878902659453e+01
