t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	3.515775459743316844e+01	1.913040047208165673e+00	1.290994448735805600e+00	0.000000000000000000e+00	3.491654236254723997e+01	0.000000000000000000e+00	1.190238071423808330e+00	0.000000000000000000e+00	1.606734957054903390e+01	2.886450627019665482e+00	1.957446607757724166e+00	4.841229182759271277e-01	1.998263134713633704e-01	2.000555478416487887e+01	1.044185953532968938e+02	7.933350840316818164e+01
2.000000000000000000e+00	3.513641570128252312e+01	2.621691036123228624e+00	1.462494064565353691e+00	0.000000000000000000e+00	3.513186963269801311e+01	0.000000000000000000e+00	1.252081600109726578e+00	0.000000000000000000e+00	1.750932291349065650e+01	2.009957849198722890e+00	2.570870475150391687e+00	1.440968038815882091e+00	4.982608642958915035e-01	1.349279643200606316e+01	1.379870100065783447e+02	1.558705336613976158e+02
3.000000000000000000e+00	2.911397025293680585e+01	2.989565185775349576e+00	1.993043457183566236e+00	3.307189138830738395e-01	2.980899845497813416e+01	0.000000000000000000e+00	1.554563175514802387e+00	2.763853991962832990e-01	1.937334222298488484e+01	1.545603082582617471e+00	3.246525920973919455e+00	2.111065423482233694e+00	7.626252174051303401e-01	1.023398138556055770e+01	1.835631845123998005e+02	1.667355222350654458e+02
4.000000000000000000e+00	4.048505811476076133e+01	2.956865833201695271e+00	2.912795049432761019e+00	5.384519993050035369e-01	3.909816704996113401e+01	0.000000000000000000e+00	1.844191331360893971e+00	4.714045207910316782e-01	2.209622265355677229e+01	1.572330188676100748e+00	3.796013991310124513e+00	2.420614591379635527e+00	6.614378277661476790e-01	9.829713316719308480e+00	1.873517191452127122e+02	2.128002290882225509e+02
5.000000000000000000e+00	5.688717818337157439e+01	4.329926545438026686e+00	3.488074922742725015e+00	8.068715304598784721e-01	5.550594312523860197e+01	2.763853991962832990e-01	2.273030282830975857e+00	4.982608642958916145e-01	3.007721544440058281e+01	1.240939384319619476e+00	5.288877217540809639e+00	2.738295800107959366e+00	1.147914776162992645e+00	9.591572545150711449e+00	2.558269136002352298e+02	3.254333622477709014e+02
6.000000000000000000e+00	5.496564583648792990e+01	4.602988159880491814e+00	4.279919197056567093e+00	9.537935951882997587e-01	5.068174117854366756e+01	2.763853991962832435e-01	2.613732431260365807e+00	7.453559924999298980e-01	3.033422045406071632e+01	1.076903998610007074e+00	5.629627725998703092e+00	3.061578659595223684e+00	1.306367950549240264e+00	8.825468196582484381e+00	2.979324471345065604e+02	4.254619956261924472e+02
7.000000000000000000e+00	7.435667374590903478e+01	4.437059837324712319e+00	5.514501085521900769e+00	1.361677886530682668e+00	7.146847595657511931e+01	5.384519993050035369e-01	3.184162195757133773e+00	1.010362971081845140e+00	3.788212712553976758e+01	1.280190957978101229e+00	5.166498653182185485e+00	4.102632962162496177e+00	1.580589728199221389e+00	8.031189202104505043e+00	3.529844090828312346e+02	4.612196071739217018e+02
8.000000000000000000e+00	7.386924211439803400e+01	4.988876515698588143e+00	6.054727262414238531e+00	1.739552145429008601e+00	6.959026911541265292e+01	5.951190357119041652e-01	3.442988043352265937e+00	1.506928443335427081e+00	3.401429438077794742e+01	1.613743060919756944e+00	4.798545786659398793e+00	4.676886131700117133e+00	1.748014746950252718e+00	6.823163163486240634e+00	3.879590470941774925e+02	5.888433577786200885e+02
9.000000000000000000e+00	6.596211033616192765e+01	5.094761743420611388e+00	7.571763151487387766e+00	2.345207879911714866e+00	5.984654856380608123e+01	9.780578828587916940e-01	3.851406669430447849e+00	1.469599340712366420e+00	3.019792924283973790e+01	1.480779636993071691e+00	6.196857402479635901e+00	5.203497755249722800e+00	2.091235015221600602e+00	8.803408430829504638e+00	3.985442759977309493e+02	6.384532293298128707e+02
