t	Sn	En	In	Rn	Sy	Ey	Iy	Ry	F	Cs	Ce	Ci	Cr	Cf	T	Tbusy
0.000000000000000000e+00	9.990000000000000000e+04	0.000000000000000000e+00	1.000000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	9.971808333333332848e+04	3.354166666666666430e+01	9.612500000000000000e+01	4.166666666666666435e-02	1.410833333333333428e+02	4.166666666666666435e-02	1.108333333333333393e+01	0.000000000000000000e+00	2.501250000000000000e+02	1.129250000000000000e+03	3.225000000000000000e+01	6.708333333333333037e+00	1.666666666666666574e-01	7.390000000000000000e+02	1.002545833333333394e+04	2.712500000000000000e+02
2.000000000000000000e+00	9.947554166666667152e+04	6.137500000000000000e+01	1.028750000000000000e+02	2.916666666666666852e-01	3.402083333333333144e+02	1.250000000000000000e-01	1.941666666666666785e+01	1.666666666666666574e-01	4.708750000000000000e+02	2.009500000000000000e+03	5.512500000000000000e+01	1.925000000000000000e+01	1.416666666666666741e+00	2.647458333333333485e+03	1.999091666666666788e+04	8.330833333333333712e+02
3.000000000000000000e+00	9.895312500000000000e+04	8.220833333333332860e+01	1.206666666666666714e+02	8.750000000000000000e-01	8.157916666666666288e+02	3.333333333333333148e-01	2.620833333333333215e+01	7.916666666666666297e-01	6.613750000000000000e+02	2.408875000000000000e+03	7.125000000000000000e+01	3.504166666666666430e+01	4.833333333333333037e+00	4.589166666666666970e+03	2.991666666666666788e+04	2.831458333333333485e+03
4.000000000000000000e+00	9.820629166666667152e+04	1.066666666666666714e+02	1.369166666666666572e+02	2.791666666666666519e+00	1.506583333333333258e+03	9.583333333333333703e-01	3.808333333333333570e+01	1.708333333333333259e+00	8.217500000000000000e+02	2.031916666666666742e+03	8.983333333333332860e+01	5.333333333333333570e+01	8.625000000000000000e+00	4.962458333333333030e+03	3.950495833333333576e+04	7.801541666666666970e+03
5.000000000000000000e+00	9.771416666666667152e+04	1.296250000000000000e+02	1.546250000000000000e+02	5.625000000000000000e+00	1.934333333333333258e+03	1.833333333333333259e+00	5.533333333333333570e+01	4.458333333333333037e+00	9.608750000000000000e+02	1.223375000000000000e+03	1.095833333333333286e+02	7.358333333333332860e+01	1.495833333333333393e+01	3.559375000000000000e+03	4.865862500000000000e+04	1.517070833333333394e+04
6.000000000000000000e+00	9.760466666666667152e+04	1.515000000000000000e+02	1.770416666666666572e+02	9.833333333333333925e+00	1.974333333333333258e+03	1.916666666666666741e+00	7.225000000000000000e+01	8.458333333333333925e+00	1.084625000000000000e+03	7.392500000000000000e+02	1.251666666666666714e+02	9.654166666666667140e+01	2.095833333333333215e+01	2.291208333333333485e+03	5.731400000000000000e+04	2.212300000000000000e+04
7.000000000000000000e+00	9.745966666666667152e+04	1.755833333333333428e+02	2.016250000000000000e+02	1.679166666666666785e+01	2.037833333333333258e+03	2.833333333333333481e+00	9.133333333333332860e+01	1.433333333333333393e+01	1.195041666666666742e+03	5.411666666666666288e+02	1.464583333333333428e+02	1.158333333333333286e+02	2.975000000000000000e+01	1.636375000000000000e+03	6.554304166666667152e+04	2.818533333333333212e+04
8.000000000000000000e+00	9.727537500000000000e+04	2.056250000000000000e+02	2.247083333333333428e+02	2.604166666666666785e+01	2.131875000000000000e+03	2.791666666666666519e+00	1.113333333333333286e+02	2.225000000000000000e+01	1.282750000000000000e+03	4.304583333333333144e+02	1.647916666666666572e+02	1.404166666666666572e+02	3.862500000000000000e+01	1.256083333333333258e+03	7.330916666666667152e+04	3.368679166666666424e+04
9.000000000000000000e+00	9.710229166666667152e+04	2.313333333333333428e+02	2.527916666666666572e+02	3.737500000000000000e+01	2.205791666666666515e+03	4.625000000000000000e+00	1.349583333333333428e+02	3.083333333333333215e+01	1.363333333333333258e+03	3.846666666666666856e+02	1.860416666666666572e+02	1.623750000000000000e+02	5.012500000000000000e+01	1.048500000000000000e+03	8.071658333333332848e+04	3.866375000000000000e+04
