0.000000000000000000e+00	9.900000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.003344481605351168e+00	9.859843045519156703e+02	0.000000000000000000e+00	3.631989048458495351e+00	0.000000000000000000e+00	9.029818012044088960e+00	0.000000000000000000e+00	1.353888387581749786e+00	0.000000000000000000e+00	1.092694368811823296e+02	3.796836423405719252e+00	1.366953240342982712e+00	1.714625662786977978e-01
2.006688963210702337e+00	9.822326795693982149e+02	0.000000000000000000e+00	6.370036566276685797e+00	0.000000000000000000e+00	8.773550263454037434e+00	0.000000000000000000e+00	2.623733600870989946e+00	0.000000000000000000e+00	1.965197919479966799e+02	6.869294955068268038e+00	2.864416075979264953e+00	6.479019041061795381e-01
3.010033444816053283e+00	9.784962132761002067e+02	0.000000000000000000e+00	8.597366013954523822e+00	0.000000000000000000e+00	9.013121181979638408e+00	0.000000000000000000e+00	3.893299527965570217e+00	0.000000000000000000e+00	2.714391319417638897e+02	9.541909167384957868e+00	4.487389634544808104e+00	1.406104736091837504e+00
4.013377926421404673e+00	9.745921843319995332e+02	0.000000000000000000e+00	1.057613979886165723e+01	0.000000000000000000e+00	9.606707492125741155e+00	0.000000000000000000e+00	5.224968377013045284e+00	0.000000000000000000e+00	3.407094355372408927e+02	1.211329206080988286e+01	6.248146790258918948e+00	2.453297033894289658e+00
5.016722408026756064e+00	9.703976761765381980e+02	0.000000000000000000e+00	1.245803940589586567e+01	0.000000000000000000e+00	1.048259764875155220e+01	0.000000000000000000e+00	6.661686768814391257e+00	0.000000000000000000e+00	4.082912543912486854e+02	1.480867247678073362e+01	8.191603494649999817e+00	3.817275978361498900e+00
6.020066889632106566e+00	9.658056532582428417e+02	0.000000000000000000e+00	1.436055634511155787e+01	0.000000000000000000e+00	1.159208857764530620e+01	0.000000000000000000e+00	8.241701819000210705e+00	0.000000000000000000e+00	4.772977152540566976e+02	1.782925499809097047e+01	1.038890766238953489e+01	5.549826268944589636e+00
7.023411371237457956e+00	9.607303880314161688e+02	0.000000000000000000e+00	1.635716152963829728e+01	0.000000000000000000e+00	1.291570759523177614e+01	0.000000000000000000e+00	9.996742843713734672e+00	0.000000000000000000e+00	5.497573542168368022e+02	2.134320754022614253e+01	1.293244325689551921e+01	7.726201345473016069e+00
8.026755852842809347e+00	9.550976712319301214e+02	0.000000000000000000e+00	1.849416132772996590e+01	0.000000000000000000e+00	1.445272572807674116e+01	0.000000000000000000e+00	1.195544171226314489e+01	0.000000000000000000e+00	6.270244772765332755e+02	2.550651962262569938e+01	1.593038196408907581e+01	1.045017896220442211e+01
9.030100334448160737e+00	9.488254517197391351e+02	0.000000000000000000e+00	2.082454476849580871e+01	0.000000000000000000e+00	1.619981726738395622e+01	0.000000000000000000e+00	1.415018624438108041e+01	0.000000000000000000e+00	7.105939329081689948e+02	3.050165926145454520e+01	1.953202535201300094e+01	1.385597070052614832e+01
1.003344481605351213e+01	9.418380392577080329e+02	0.000000000000000000e+00	2.338293814209295718e+01	0.000000000000000000e+00	1.816666625677330060e+01	0.000000000000000000e+00	1.661235634342567380e+01	0.000000000000000000e+00	8.014939287906121308e+02	3.651461483156420940e+01	2.391131821694823856e+01	1.811432291395205851e+01
1.103678929765886352e+01	9.340654717872530455e+02	0.000000000000000000e+00	2.618674431361853294e+01	0.000000000000000000e+00	2.037515851859685867e+01	0.000000000000000000e+00	1.937262538053150251e+01	0.000000000000000000e+00	9.003084455096678766e+02	4.378615948905177646e+01	2.919937440000298778e+01	2.345727191386695054e+01
1.204013377926421313e+01	9.254301759771633442e+02	0.000000000000000000e+00	2.926070271228321218e+01	0.000000000000000000e+00	2.284275258393312669e+01	0.000000000000000000e+00	2.246636872662029560e+01	0.000000000000000000e+00	1.007754373961401939e+03	5.258249376438170941e+01	3.562179475444045806e+01	3.016323810276544037e+01
1.304347826086956452e+01	9.158468130538977903e+02	0.000000000000000000e+00	3.263736333646542676e+01	0.000000000000000000e+00	2.558198093076456558e+01	0.000000000000000000e+00	2.593384267887218542e+01	0.000000000000000000e+00	1.124690840583446288e+03	6.318354208169890285e+01	4.352141864103070645e+01	3.855393523657187416e+01
1.404682274247491591e+01	9.052338153931036686e+02	0.000000000000000000e+00	3.633803931078466576e+01	0.000000000000000000e+00	2.861154106071752423e+01	0.000000000000000000e+00	2.981660423539416271e+01	0.000000000000000000e+00	1.251649034134227804e+03	7.588926468590109664e+01	5.330131170918140526e+01	4.902835003690755400e+01
1.505016722408026730e+01	8.935171635367100862e+02	0.000000000000000000e+00	4.036600635522962932e+01	0.000000000000000000e+00	3.196076312066004377e+01	0.000000000000000000e+00	3.415606698740030822e+01	0.000000000000000000e+00	1.388654924916702612e+03	9.122279328230308693e+01	6.514159617269513092e+01	6.214831342245494739e+01
1.605351170568561869e+01	8.806216896594656873e+02	0.000000000000000000e+00	4.472749615979830651e+01	0.000000000000000000e+00	3.565256171728095325e+01	0.000000000000000000e+00	3.899825246345508134e+01	0.000000000000000000e+00	1.535708137575252522e+03	1.097117411579396276e+02	7.940166902060656184e+01	7.856578216743912435e+01
1.705685618729096831e+01	8.664715263464604504e+02	0.000000000000000000e+00	4.943228070095968008e+01	0.000000000000000000e+00	3.970211986425804440e+01	0.000000000000000000e+00	4.439407308832183929e+01	0.000000000000000000e+00	1.692790126235376647e+03	1.318226704409117929e+02	9.671922334160694845e+01	9.900587449905620474e+01
1.806020066889632147e+01	8.509916964957394612e+02	0.000000000000000000e+00	5.449205263387840148e+01	0.000000000000000000e+00	4.411728270937793184e+01	0.000000000000000000e+00	5.039896816100431920e+01	0.000000000000000000e+00	1.859823679898988985e+03	1.579536066512693537e+02	1.180079404996048851e+02	1.242765963781394163e+02
1.906354515050167109e+01	8.341273641207554874e+02	0.000000000000000000e+00	5.989127150527744448e+01	0.000000000000000000e+00	4.891478167593619020e+01	0.000000000000000000e+00	5.706658269803095607e+01	0.000000000000000000e+00	2.035941459110736560e+03	1.887731904017022089e+02	1.438574571932037145e+02	1.554868176101363701e+02
2.006688963210702425e+01	8.158433152557264521e+02	0.000000000000000000e+00	6.559135149882169458e+01	0.000000000000000000e+00	5.411615930228956017e+01	0.000000000000000000e+00	6.444917394316233583e+01	0.000000000000000000e+00	2.219572882973578089e+03	2.252602500608878131e+02	1.745051762833098508e+02	1.940399746743873379e+02
2.107023411371237387e+01	7.961147392610265570e+02	0.000000000000000000e+00	7.155774562051199439e+01	0.000000000000000000e+00	5.972459550079336310e+01	0.000000000000000000e+00	7.260291961766817792e+01	0.000000000000000000e+00	2.409111263948909709e+03	2.681088817677779161e+02	2.107153962294701159e+02	2.414195981995706006e+02
2.207357859531772704e+01	7.749271577665244877e+02	0.000000000000000000e+00	7.776091411337701231e+01	0.000000000000000000e+00	6.572382654849251082e+01	0.000000000000000000e+00	8.158810157160614551e+01	0.000000000000000000e+00	2.602937741872901825e+03	3.176939902490022405e+02	2.538262920564786498e+02	2.991804414919660644e+02
2.307692307692307665e+01	7.522843423119333011e+02	0.000000000000000000e+00	8.416596537735500760e+01	0.000000000000000000e+00	7.208362087463541457e+01	0.000000000000000000e+00	9.146607143607633361e+01	0.000000000000000000e+00	2.799192485364518689e+03	3.741446140013994182e+02	3.055121767260335446e+02	3.690330171144391898e+02
2.408026755852842626e+01	7.282456521079994900e+02	0.000000000000000000e+00	9.067332146919682145e+01	0.000000000000000000e+00	7.879713170755483986e+01	0.000000000000000000e+00	1.022838947152489908e+02	0.000000000000000000e+00	2.994335891222897772e+03	4.383379501001608105e+02	3.658612565874400389e+02	4.533656879226791716e+02
2.508361204013377943e+01	7.029003128692741029e+02	0.000000000000000000e+00	9.716982360524310991e+01	0.000000000000000000e+00	8.584625501015574400e+01	0.000000000000000000e+00	1.140836085153271569e+02	0.000000000000000000e+00	3.184456606277075480e+03	5.110306678841653820e+02	4.347785821249034370e+02	5.547355004389193027e+02
2.608695652173912904e+01	6.763530314255948497e+02	0.000000000000000000e+00	1.035617048628903945e+02	0.000000000000000000e+00	9.317719230123051943e+01	0.000000000000000000e+00	1.269080714102843785e+02	0.000000000000000000e+00	3.366157202471420533e+03	5.920567874922596729e+02	5.131764002957550019e+02	6.755346242261998668e+02
