0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.003344481605351168e+00	8.214336257838755762e-01	0.000000000000000000e+00	-7.947307903498150861e-01	0.000000000000000000e+00	-1.817440727257811917e-01	0.000000000000000000e+00	6.899701010581854588e-02	0.000000000000000000e+00
2.006688963210702337e+00	7.849732951426550143e-01	0.000000000000000000e+00	-6.497014049997430485e-01	0.000000000000000000e+00	-2.258100044941115658e-01	0.000000000000000000e+00	-4.561804758533939963e-01	0.000000000000000000e+00
3.010033444816053283e+00	5.762726035688225945e-01	0.000000000000000000e+00	-5.753120727797077505e-01	0.000000000000000000e+00	-2.584942834343319507e-01	0.000000000000000000e+00	-2.619788040213236191e-01	0.000000000000000000e+00
4.013377926421404673e+00	7.028078675500681882e-01	0.000000000000000000e+00	-6.575499953249643870e-01	0.000000000000000000e+00	-4.438568396473465683e-01	0.000000000000000000e+00	6.889729648543135854e-02	0.000000000000000000e+00
5.016722408026756064e+00	6.452514490501488620e-01	0.000000000000000000e+00	-5.559971144233974982e-01	0.000000000000000000e+00	-4.564247289391467066e-01	0.000000000000000000e+00	-1.837504653138393451e-01	0.000000000000000000e+00
6.020066889632106566e+00	8.623943887892218108e-01	0.000000000000000000e+00	-5.135955400744580679e-01	0.000000000000000000e+00	-9.696145738797407043e-01	0.000000000000000000e+00	-1.434340655880428639e-01	0.000000000000000000e+00
7.023411371237457956e+00	8.133746343294657732e-01	0.000000000000000000e+00	-6.451049653141608387e-01	0.000000000000000000e+00	-5.177197969262894439e-01	0.000000000000000000e+00	-2.662368057485353656e-01	0.000000000000000000e+00
8.026755852842809347e+00	8.135820106007919383e-01	0.000000000000000000e+00	-5.610555345659608006e-01	0.000000000000000000e+00	-5.049072060075129320e-01	0.000000000000000000e+00	-2.840263977275047647e-01	0.000000000000000000e+00
9.030100334448160737e+00	8.646929691682218033e-01	0.000000000000000000e+00	-8.040703996723347347e-01	0.000000000000000000e+00	-6.428538070961087314e-01	0.000000000000000000e+00	-4.157147265402962866e-01	0.000000000000000000e+00
