0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.003344481605351168e+00	1.384304551915647608e+00	0.000000000000000000e+00	-1.168010951541504472e+00	0.000000000000000000e+00	-2.701819879559117510e-01	0.000000000000000000e+00	5.388838758174974153e-02	0.000000000000000000e+00
2.006688963210702337e+00	2.532679569398169406e+00	0.000000000000000000e+00	-1.729963433723313848e+00	0.000000000000000000e+00	-3.264497365459622102e-01	0.000000000000000000e+00	-4.762663991290101428e-01	0.000000000000000000e+00
3.010033444816053283e+00	2.396213276100183975e+00	0.000000000000000000e+00	-1.602633986045475467e+00	0.000000000000000000e+00	-3.868788180203619476e-01	0.000000000000000000e+00	-4.067004720344296054e-01	0.000000000000000000e+00
4.013377926421404673e+00	3.492184331999510505e+00	0.000000000000000000e+00	-2.323860201138343129e+00	0.000000000000000000e+00	-1.293292507874259201e+00	0.000000000000000000e+00	1.249683770130456395e-01	0.000000000000000000e+00
5.016722408026756064e+00	3.797676176538175241e+00	0.000000000000000000e+00	-2.441960594104134685e+00	0.000000000000000000e+00	-9.174023512484481557e-01	0.000000000000000000e+00	-4.383132311856083874e-01	0.000000000000000000e+00
6.020066889632106566e+00	5.305653258242841730e+00	0.000000000000000000e+00	-2.439443654888442836e+00	0.000000000000000000e+00	-2.507911422354693443e+00	0.000000000000000000e+00	-3.582981809997889400e-01	0.000000000000000000e+00
7.023411371237457956e+00	5.930388031416214289e+00	0.000000000000000000e+00	-2.942838470361703429e+00	0.000000000000000000e+00	-1.984292404768224216e+00	0.000000000000000000e+00	-1.003257156286265328e+00	0.000000000000000000e+00
8.026755852842809347e+00	6.797671231930166869e+00	0.000000000000000000e+00	-2.805838672270034806e+00	0.000000000000000000e+00	-2.647274271923260258e+00	0.000000000000000000e+00	-1.344558287736855817e+00	0.000000000000000000e+00
9.030100334448160737e+00	8.525451719739180589e+00	0.000000000000000000e+00	-4.075455231504189868e+00	0.000000000000000000e+00	-2.600182732616044490e+00	0.000000000000000000e+00	-1.849813755618919586e+00	0.000000000000000000e+00
1.003344481605351213e+01	8.738039257708010155e+00	0.000000000000000000e+00	-4.517061857907041400e+00	0.000000000000000000e+00	-1.633333743226700108e+00	0.000000000000000000e+00	-2.587643656574325490e+00	0.000000000000000000e+00
