0.000000000000000000e+00	9.900000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.003344481605351168e+00	9.862999999999999545e+02	1.000000000000000056e-01	3.299999999999999822e+00	0.000000000000000000e+00	8.900000000000000355e+00	2.000000000000000111e-01	1.100000000000000089e+00	1.000000000000000056e-01	1.000000000000000056e-01
2.006688963210702337e+00	9.831000000000000227e+02	2.000000000000000111e-01	5.799999999999999822e+00	0.000000000000000000e+00	7.900000000000000355e+00	2.000000000000000111e-01	2.700000000000000178e+00	1.000000000000000056e-01	0.000000000000000000e+00
3.010033444816053283e+00	9.785000000000000000e+02	6.999999999999999556e-01	7.700000000000000178e+00	0.000000000000000000e+00	8.900000000000000355e+00	2.999999999999999889e-01	3.899999999999999911e+00	0.000000000000000000e+00	2.000000000000000111e-01
4.013377926421404673e+00	9.750000000000000000e+02	8.000000000000000444e-01	9.599999999999999645e+00	0.000000000000000000e+00	8.599999999999999645e+00	2.999999999999999889e-01	5.599999999999999645e+00	1.000000000000000056e-01	1.000000000000000056e-01
5.016722408026756064e+00	9.698999999999999773e+02	1.399999999999999911e+00	1.169999999999999929e+01	0.000000000000000000e+00	8.400000000000000355e+00	5.000000000000000000e-01	8.000000000000000000e+00	1.000000000000000056e-01	9.000000000000000222e-01
6.020066889632106566e+00	9.662000000000000455e+02	2.399999999999999911e+00	1.200000000000000000e+01	1.000000000000000056e-01	9.000000000000000000e+00	5.000000000000000000e-01	9.500000000000000000e+00	2.999999999999999889e-01	1.000000000000000000e+00
7.023411371237457956e+00	9.601000000000000227e+02	3.600000000000000089e+00	1.509999999999999964e+01	1.000000000000000056e-01	8.599999999999999645e+00	6.999999999999999556e-01	1.140000000000000036e+01	4.000000000000000222e-01	2.100000000000000089e+00
8.026755852842809347e+00	9.552000000000000455e+02	4.700000000000000178e+00	1.559999999999999964e+01	2.999999999999999889e-01	9.400000000000000355e+00	9.000000000000000222e-01	1.350000000000000000e+01	4.000000000000000222e-01	6.999999999999999556e-01
9.030100334448160737e+00	9.510000000000000000e+02	4.700000000000000178e+00	1.660000000000000142e+01	4.000000000000000222e-01	1.069999999999999929e+01	1.000000000000000000e+00	1.519999999999999929e+01	4.000000000000000222e-01	1.800000000000000044e+00
1.003344481605351213e+01	9.455000000000000000e+02	5.200000000000000178e+00	1.760000000000000142e+01	2.000000000000000111e-01	1.290000000000000036e+01	1.199999999999999956e+00	1.689999999999999858e+01	5.000000000000000000e-01	9.000000000000000222e-01
1.103678929765886352e+01	9.392000000000000455e+02	5.200000000000000178e+00	2.039999999999999858e+01	2.000000000000000111e-01	1.400000000000000000e+01	1.300000000000000044e+00	1.910000000000000142e+01	5.999999999999999778e-01	3.500000000000000000e+00
1.204013377926421313e+01	9.322999999999999545e+02	6.299999999999999822e+00	2.200000000000000000e+01	2.000000000000000111e-01	1.590000000000000036e+01	1.300000000000000044e+00	2.119999999999999929e+01	8.000000000000000444e-01	2.100000000000000089e+00
1.304347826086956452e+01	9.241000000000000227e+02	7.700000000000000178e+00	2.350000000000000000e+01	2.000000000000000111e-01	1.739999999999999858e+01	1.500000000000000000e+00	2.469999999999999929e+01	9.000000000000000222e-01	3.799999999999999822e+00
1.404682274247491591e+01	9.166000000000000227e+02	8.800000000000000711e+00	2.480000000000000071e+01	2.000000000000000111e-01	1.989999999999999858e+01	1.899999999999999911e+00	2.680000000000000071e+01	1.000000000000000000e+00	3.600000000000000089e+00
1.505016722408026730e+01	9.047999999999999545e+02	1.280000000000000071e+01	2.719999999999999929e+01	2.999999999999999889e-01	2.169999999999999929e+01	2.100000000000000089e+00	2.989999999999999858e+01	1.199999999999999956e+00	6.200000000000000178e+00
1.605351170568561869e+01	8.951000000000000227e+02	1.440000000000000036e+01	3.039999999999999858e+01	2.000000000000000111e-01	2.289999999999999858e+01	2.399999999999999911e+00	3.310000000000000142e+01	1.500000000000000000e+00	3.700000000000000178e+00
1.705685618729096831e+01	8.825000000000000000e+02	1.590000000000000036e+01	3.500000000000000000e+01	1.000000000000000056e-01	2.560000000000000142e+01	2.600000000000000089e+00	3.689999999999999858e+01	1.399999999999999911e+00	2.500000000000000000e+00
1.806020066889632147e+01	8.721000000000000227e+02	1.509999999999999964e+01	3.839999999999999858e+01	2.000000000000000111e-01	2.869999999999999929e+01	2.600000000000000089e+00	4.150000000000000000e+01	1.399999999999999911e+00	2.899999999999999911e+00
1.906354515050167109e+01	8.595000000000000000e+02	1.710000000000000142e+01	4.129999999999999716e+01	2.000000000000000111e-01	3.010000000000000142e+01	3.100000000000000089e+00	4.720000000000000284e+01	1.500000000000000000e+00	2.600000000000000089e+00
2.006688963210702425e+01	8.457000000000000455e+02	1.769999999999999929e+01	4.439999999999999858e+01	2.000000000000000111e-01	3.520000000000000284e+01	3.299999999999999822e+00	5.139999999999999858e+01	2.100000000000000089e+00	5.500000000000000000e+00
2.107023411371237387e+01	8.307000000000000455e+02	1.969999999999999929e+01	4.860000000000000142e+01	5.999999999999999778e-01	3.700000000000000000e+01	4.000000000000000000e+00	5.700000000000000000e+01	2.399999999999999911e+00	7.400000000000000355e+00
2.207357859531772704e+01	8.148999999999999773e+02	2.280000000000000071e+01	5.010000000000000142e+01	5.999999999999999778e-01	4.089999999999999858e+01	4.400000000000000355e+00	6.329999999999999716e+01	3.000000000000000000e+00	3.500000000000000000e+00
2.307692307692307665e+01	7.993999999999999773e+02	2.419999999999999929e+01	5.260000000000000142e+01	9.000000000000000222e-01	4.489999999999999858e+01	4.400000000000000355e+00	6.990000000000000568e+01	3.700000000000000178e+00	4.400000000000000355e+00
2.408026755852842626e+01	7.832000000000000455e+02	2.600000000000000000e+01	5.670000000000000284e+01	1.100000000000000089e+00	4.560000000000000142e+01	4.900000000000000355e+00	7.850000000000000000e+01	4.000000000000000000e+00	6.400000000000000355e+00
2.508361204013377943e+01	7.651000000000000227e+02	2.860000000000000142e+01	6.079999999999999716e+01	1.000000000000000000e+00	4.660000000000000142e+01	5.200000000000000178e+00	8.859999999999999432e+01	4.099999999999999645e+00	5.000000000000000000e+00
2.608695652173912904e+01	7.497999999999999545e+02	2.789999999999999858e+01	6.389999999999999858e+01	1.000000000000000000e+00	5.070000000000000284e+01	5.099999999999999645e+00	9.679999999999999716e+01	4.799999999999999822e+00	5.400000000000000355e+00
2.709030100334448221e+01	7.298999999999999773e+02	3.200000000000000000e+01	6.559999999999999432e+01	1.300000000000000044e+00	5.579999999999999716e+01	6.299999999999999822e+00	1.042999999999999972e+02	4.799999999999999822e+00	1.040000000000000036e+01
2.809364548494983183e+01	7.095000000000000000e+02	3.329999999999999716e+01	6.900000000000000000e+01	1.800000000000000044e+00	6.089999999999999858e+01	7.500000000000000000e+00	1.135000000000000000e+02	4.500000000000000000e+00	8.199999999999999289e+00
2.909698996655518499e+01	6.891000000000000227e+02	3.710000000000000142e+01	6.970000000000000284e+01	1.800000000000000044e+00	6.640000000000000568e+01	8.800000000000000711e+00	1.227999999999999972e+02	4.299999999999999822e+00	9.000000000000000000e+00
3.010033444816053461e+01	6.682000000000000455e+02	3.929999999999999716e+01	7.490000000000000568e+01	2.200000000000000178e+00	6.650000000000000000e+01	1.000000000000000000e+01	1.336999999999999886e+02	5.200000000000000178e+00	9.099999999999999645e+00
3.110367892976588777e+01	6.463999999999999773e+02	4.129999999999999716e+01	7.870000000000000284e+01	2.700000000000000178e+00	7.020000000000000284e+01	1.009999999999999964e+01	1.448000000000000114e+02	5.799999999999999822e+00	6.299999999999999822e+00
