0.000000000000000000e+00	6.690000000000000000e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+05	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.002747252747252737e+00	6.685611477930093557e+07	4.885752327143996808e+03	3.507376794141123537e+04	1.566787740092248384e+02	8.342834490655710397e+04	6.811332568723669283e+03	1.302563579973255037e+04	5.037083814964720432e+02	1.057319154097863939e+06	3.325350447510990489e+04	4.538698825853851304e+03	3.704373231323134519e+02
2.005494505494505475e+00	6.680997428680507839e+07	1.719443234570027198e+04	5.891345885429278133e+04	5.181819332667284925e+02	7.534582043325739505e+04	1.187294184327763651e+04	2.439292052971199882e+04	1.787957255418425120e+03	1.825731631059598178e+06	5.304050286157839582e+04	1.162977967246910885e+04	1.660891209223792430e+03
3.008241758241758212e+00	6.676113340059907734e+07	3.447977307887323695e+04	7.622985006605819217e+04	9.774807092449224228e+02	7.250452123723337718e+04	1.594763299239204571e+04	3.510455697118450189e+04	3.622784345948037299e+03	2.424296138352004811e+06	6.551639516790826019e+04	1.901758797266961847e+04	3.876763507515726815e+03
4.010989010989010950e+00	6.670926410337466002e+07	5.527882190222539066e+04	8.985385348844283726e+04	1.477057707439347269e+03	7.297436367564908869e+04	1.949025121341522754e+04	4.578531005081810872e+04	5.876238587358793666e+03	2.925333834078919608e+06	7.427328741383405577e+04	2.584846298402303364e+04	6.859875737640625630e+03
5.013736263736263687e+00	6.665409011785558611e+07	7.870631366280550719e+04	1.015339721337135998e+05	1.986836796027708260e+03	7.558579047381013515e+04	2.278033210816863357e+04	5.684534012844027893e+04	8.471296841455328831e+03	3.374200392696157098e+06	8.142430725910620822e+04	3.190874252939114376e+04	1.043918717671526065e+04
6.016483516483516425e+00	6.659535943995119631e+07	1.042784861547074979e+05	1.122804712787635508e+05	2.494897960054355281e+03	7.968958964309915609e+04	2.597878660184243927e+04	6.854990098479441076e+04	1.136842742555154837e+04	3.797829544933253434e+06	8.806898533898488677e+04	3.735971920101795695e+04	1.445995157004041539e+04
7.019230769230769162e+00	6.653280983852387965e+07	1.316909431464116205e+05	1.227995323802529165e+05	2.995712867111345076e+03	8.485308350122091360e+04	2.919979293336022602e+04	8.110802519995241892e+04	1.454307144782308569e+04	4.215479838855177164e+06	9.494696266447701782e+04	4.236373630915732792e+04	1.884274515674267604e+04
8.021978021978021900e+00	6.646617323038093746e+07	1.608402974394412013e+05	1.334480106971997011e+05	3.491692224423023617e+03	9.089248539495609293e+04	3.250253018779715057e+04	9.466256189656906645e+04	1.798919177868700353e+04	4.637644933871597052e+06	1.023349893409433425e+05	4.719686702140173293e+04	2.353889560616837116e+04
9.024725274725273749e+00	6.639515394834139943e+07	1.916783311881156405e+05	1.445163661890071526e+05	3.985699689572253646e+03	9.767468432038393803e+04	3.593782656148024398e+04	1.093480730733807286e+05	2.170507063667575130e+04	5.073062583275821060e+06	1.104748937632680027e+05	5.204757386763739487e+04	2.855462794920057786e+04
1.002747252747252737e+01	6.631942964621371776e+07	2.242120361069557548e+05	1.562259706086777151e+05	4.481387546630297948e+03	1.051194135503441794e+05	3.954721655717203976e+04	1.252901385263222037e+05	2.569419089019393505e+04	5.528668784102778882e+06	1.195501883875778294e+05	5.707155841695421987e+04	3.392825817463231942e+04
1.103021978021978100e+01	6.623865690646915883e+07	2.585435489507901948e+05	1.686509764359941182e+05	4.985390073624631441e+03	1.132545064858544647e+05	4.334980450924920297e+04	1.425896593430580688e+05	2.996920773228157486e+04	6.007677280510164797e+06	1.295704479872246011e+05	6.242800400203523168e+04	3.972805996166537807e+04
1.203296703296703285e+01	6.615245802126621455e+07	2.947729289057909045e+05	1.819036389625409211e+05	5.502697790455418726e+03	1.220858446164399356e+05	4.737248326772832661e+04	1.613609398605739116e+05	3.454344533026681165e+04	6.514187647154053673e+06	1.406274014585083351e+05	6.823185094937140821e+04	4.604182599063205998e+04
1.303571428571428470e+01	6.606042121294544637e+07	3.329957795831089607e+05	1.961371414625234320e+05	6.036741195566562965e+03	1.315954316026778542e+05	5.165016107983385155e+04	1.817323763117119379e+05	3.943115581913915958e+04	7.053268013143520802e+06	1.528813569621538627e+05	7.459169615269926726e+04	5.296478992488684889e+04
1.403846153846153832e+01	6.596210928225175291e+07	3.733713319652989740e+05	2.114144046036780928e+05	6.592898280214842089e+03	1.418339945204421529e+05	5.620407388213477680e+04	2.038203783583384356e+05	4.465363613814928249e+04	7.627716107673089951e+06	1.663886584725492285e+05	8.162149023514948203e+04	6.061659024803428474e+04
1.504120879120879195e+01	6.585705358182030916e+07	4.160897804572355817e+05	2.277731058993705665e+05	7.176691772599633623e+03	1.528753577275369025e+05	6.105274752770374471e+04	2.277429815354929306e+05	5.023575325976306340e+04	8.239660095017107204e+06	1.812407756360386848e+05	8.934290794131855364e+04	6.916193015390324581e+04
